# ALPHA = 0.05
# NUMBER_OF_TESTS = 15484

# _SET1_  VARIABLE = Curated_gene_sets:reactome_neuronal_system (set)
# _SET1_  NGENES = 385
# _SET1_  P-VALUE = 2.7511e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET5_   ENSG00000128617     7  128412545  128415844     12       4  384432       1.6227     0.016804   -8.8818e-15       1.6227
_SET5_   ENSG00000128602     7  128828713  128853386     73      13  400270      0.32572      0.18951   -8.8818e-15      0.32572
_SET5_   ENSG00000158467     7  128864864  129070052    396      25  398006      0.10001      0.20258    -8.854e-15      0.10001
_SET5_   ENSG00000131558     7  132937829  133751342   1341      32  395106      0.25736     0.070552   -8.8818e-15      0.25736
_SET5_   ENSG00000105887     7  135611509  135662101    140      20  397652      -1.4301      0.79145   -8.8818e-15      -1.4301
_SET5_   ENSG00000181072     7  136553416  136705002    425      34  398121      -1.0603      0.60868   -8.8818e-15      -1.0603
_SET5_   ENSG00000105894     7  136912088  137028611    310      41  390679       0.3823      0.13386   -8.8818e-15       0.3823
_SET5_   ENSG00000157680     7  137065783  137531838    795      66  391022        1.719     0.004424   -8.8818e-15        1.719
_SET5_   ENSG00000157764     7  140419127  140624564    306      13  396414       1.6639     0.011323   -8.8818e-15       1.6639
_SET5_   ENSG00000106123     7  142552792  142568847     45       9  366219      0.69295      0.12494   -8.8818e-15      0.69295
_SET5_   ENSG00000146904     7  143087382  143105985     47      14  398307     -0.38008      0.42116   -8.8818e-15     -0.38008
_SET5_   ENSG00000174469     7  145813453  148118090   7902     296  398066      0.40791     0.028681   -8.8818e-15      0.40791
_SET5_   ENSG00000164885     7  150750899  150755617     11       4  412451       2.2676    0.0029729   -8.8818e-15       2.2676
_SET5_   ENSG00000082014     7  150935850  150974982    105      18  407049       2.3178    0.0015632   -8.8818e-15       2.3178
_SET5_   ENSG00000106615     7  151163098  151217206     89      10  396394      -1.1367      0.70036   -8.8818e-15      -1.1367
_SET5_   ENSG00000157219     7  154862034  154877459     51       7  409467    -0.023094      0.30146    -8.854e-15    -0.023094
_SET5_   ENSG00000155093     7  157331750  158380480   3686     245  388297      0.56949     0.019848   -8.8818e-15      0.56949
_SET5_   ENSG00000198010     8    1449532    1656642    894      45  394675       2.7878   7.5151e-05   -8.8818e-15       2.7878
_SET5_   ENSG00000183638     8   10463859   10569697    317      40  397295       2.7307   0.00027671   -8.8818e-15       2.7307
_SET5_   ENSG00000156011     8   18384811   18942240   2765     147  388220      -1.2261       0.4219   -8.8818e-15      -1.2261
_SET5_   ENSG00000036565     8   20002366   20040717    165      19  402033      -2.1226       0.9277   -8.8818e-15      -2.1226
_SET5_   ENSG00000061337     8   20103676   20161474    216      42  389993       1.8472     0.005365   -8.8818e-15       1.8472
_SET5_   ENSG00000158856     8   21906506   21940038    119      13  382960      0.95487     0.067327   -8.8818e-15      0.95487
_SET5_   ENSG00000168481     8   22004338   22014597     20       3  387044     -0.12968      0.38227    -8.854e-15     -0.12968
_SET5_   ENSG00000120910     8   22298332   22398652    183      11  393162      0.94196     0.053529   -8.8818e-15      0.94196
_SET5_   ENSG00000104722     8   24770525   24776607      7       3  401411      -0.8295      0.65635   -8.8818e-15      -0.8295
_SET5_   ENSG00000147437     8   25276776   25282170      6       3  412083       3.6654    1.876e-05   -8.8818e-15       3.6654
_SET5_   ENSG00000120907     8   26605667   26724790    502      58  396789      -1.4527      0.75465   -8.8818e-15      -1.4527
_SET5_   ENSG00000015592     8   27092840   27115937     88      12  398330      0.25116      0.20612   -8.8818e-15      0.25116
_SET5_   ENSG00000120899     8   27168999   27316903    394      22  398282       -1.426      0.73953   -8.8818e-15       -1.426
_SET5_   ENSG00000120903     8   27317279   27337400     82      15  400367      -1.1013       0.6936   -8.8818e-15      -1.1013
_SET5_   ENSG00000120885     8   27454434   27472548     38       6  403758       -1.686      0.87227   -8.8818e-15       -1.686
_SET5_   ENSG00000168081     8   28174503   28200872    102       8  403303     -0.32764      0.39095   -8.8818e-15     -0.32764
_SET5_   ENSG00000104290     8   28351729   28431775    139       6  398582      -1.8371      0.89179   -8.8818e-15      -1.8371
_SET5_   ENSG00000197892     8   28924796   29120641    397      35  391926       1.1614     0.028261   -8.8818e-15       1.1614
_SET5_   ENSG00000165392     8   30891317   31031285    277      21  400534      0.84959     0.060871   -8.8818e-15      0.84959
_SET5_   ENSG00000157168     8   31496902   32622548   3457     131  395331      0.44556     0.030759   -8.8818e-15      0.44556
_SET5_   ENSG00000147465     8   38001167   38008783      7       4  376986     -0.20633      0.46078    -8.854e-15     -0.20633
_SET5_   ENSG00000175324     8   38020839   38034248     21       5  382700       2.7722   0.00051749   -8.8818e-15       2.7722
_SET5_   ENSG00000131203     8   39759794   39785963     45       8  383219   -0.0062348      0.27521   -8.8558e-15   -0.0062348
_SET5_   ENSG00000029534     8   41510739   41754280    730      64  397473       1.5678    0.0072306   -8.8818e-15       1.5678
_SET5_   ENSG00000070718     8   42010464   42029191     29       5  397025     0.043466      0.28296    -8.854e-15     0.043466
_SET5_   ENSG00000147432     8   42552519   42592550    187       6  406246      0.87627     0.099155   -8.8818e-15      0.87627
_SET5_   ENSG00000147434     8   42607763   42651535     95      11  364577     0.019198      0.28352    -8.854e-15     0.019198
_SET5_   ENSG00000082556     8   54138284   54164257    142      13  401408      -1.4692      0.82604   -8.8818e-15      -1.4692
_SET5_   ENSG00000104237     8   55528627   55543394     21       4  394945     -0.72417      0.58763   -8.8818e-15     -0.72417
_SET5_   ENSG00000254087     8   56792372   56923940    436      33  392603      0.12795       0.1796    -8.854e-15      0.12795
_SET5_   ENSG00000181195     8   57349233   57359293     32       6  390200      -1.2564      0.75796   -8.8818e-15      -1.2564
_SET5_   ENSG00000147571     8   67088620   67090960      2       1  412544      0.86766      0.12862   -8.8818e-15      0.86766
_SET5_   ENSG00000121022     8   67955314   67996018     49       5  394631     -0.68349       0.6268   -8.8818e-15     -0.68349
_SET5_   ENSG00000104321     8   72932152   72987852    231      20  402879     -0.91354      0.58363   -8.8818e-15     -0.91354
_SET5_   ENSG00000182674     8   73449626   73850584   1107      66  397219      0.45889     0.066507   -8.8818e-15      0.45889
_SET5_   ENSG00000147604     8   74202506   74208024     14       6  409406      0.39376      0.18912   -8.8818e-15      0.39376
_SET5_   ENSG00000104435     8   80523049   80578410    167      23  401393      0.16561      0.20707    -8.854e-15      0.16561
_SET5_   ENSG00000164687     8   82192598   82197012      3       1  412022      -1.6813      0.92132   -8.8818e-15      -1.6813
_SET5_   ENSG00000104267     8   86376081   86393722     22       6  401740     -0.50435      0.50475   -8.8818e-15     -0.50435
_SET5_   ENSG00000170289     8   87566205   87755903    520      42  400753     -0.39739      0.34068   -8.8818e-15     -0.39739
_SET5_   ENSG00000104327     8   91070836   91107703     61       9  389928       2.4248    0.0015776   -8.8818e-15       2.4248
_SET5_   ENSG00000156172     8   96257147   96281429    114      15  400839      0.82051     0.088396   -8.8818e-15      0.82051
_SET5_   ENSG00000156482     8   99037079   99058697     56      12  391348      -2.4371      0.96846   -8.8818e-15      -2.4371
_SET5_   ENSG00000070756     8  101698044  101735037     60       7  362659    -0.063077      0.29611    -8.854e-15    -0.063077
_SET5_   ENSG00000164929     8  104152938  104242533    304      34  403327      -1.0077      0.61892   -8.8818e-15      -1.0077
_SET5_   ENSG00000176406     8  104512976  105268322   2267      30  401317      0.41913     0.021871   -8.8818e-15      0.41913
_SET5_   ENSG00000147642     8  110586207  110704020    244      22  392057      -1.3485       0.7544   -8.8818e-15      -1.3485
_SET5_   ENSG00000136999     8  120428546  120436593     47       3  410076    -0.092028      0.37228    -8.854e-15    -0.092028
_SET5_   ENSG00000164961     8  126036502  126104082    260       9  397647     -0.75129      0.58311   -8.8818e-15     -0.75129
_SET5_   ENSG00000153317     8  131064353  131455906   1198      37  374085      -1.3213      0.58277   -8.8818e-15      -1.3213
_SET5_   ENSG00000155897     8  131792547  132054672    887      52  400112     -0.16085      0.20947    -8.854e-15     -0.16085
_SET5_   ENSG00000184156     8  133133108  133493200   1214      90  396701      0.52348     0.057436   -8.8818e-15      0.52348
_SET5_   ENSG00000123908     8  141541264  141645718    303      32  389613      0.73742     0.070022   -8.8818e-15      0.73742
_SET5_   ENSG00000169398     8  141667999  142012315    523      12  394672     -0.28674      0.29504   -8.8818e-15     -0.28674
_SET5_   ENSG00000181790     8  143530791  143626370    209      37  381311       2.0973     0.002721   -8.8818e-15       2.0973
_SET5_   ENSG00000198576     8  143692405  143696833     14       3  384411        1.638      0.01482   -8.8818e-15        1.638
_SET5_   ENSG00000180155     8  143845752  143859640     42      10  400916       1.2329     0.035366   -8.8818e-15       1.2329
_SET5_   ENSG00000180900     8  144873090  144897549     66      14  384433      0.61416      0.11961   -8.8818e-15      0.61416
_SET5_   ENSG00000179526     8  145153536  145163027     15       3  396679      0.30111      0.25258   -8.8818e-15      0.30111
_SET5_   ENSG00000179632     8  145159402  145162514      3       1  411363      0.23334      0.31061    -8.854e-15      0.23334
_SET5_   ENSG00000161016     8  146015150  146017972      5       3  404347       2.1649     0.004143   -8.8818e-15       2.1649
_SET5_   ENSG00000080503     9    2015342    2193624    649      84  398464     -0.26312      0.30521   -8.8818e-15     -0.26312
_SET5_   ENSG00000107186     9   13105703   13279589    253      24  375187      0.46434      0.12143   -8.8818e-15      0.46434
_SET5_   ENSG00000147862     9   14081842   14398982    748     129  393497       1.0245     0.039214   -8.8818e-15       1.0245
_SET5_   ENSG00000107295     9   17579080   17797127   1010      49  394151      -1.0403      0.50454   -8.8818e-15      -1.0403
_SET5_   ENSG00000137154     9   19375713   19380252     10       3  407961      0.39448      0.22072   -8.8818e-15      0.39448
_SET5_   ENSG00000147894     9   27546544   27573864    107      15  402547     -0.99881      0.64836   -8.8818e-15     -0.99881
_SET5_   ENSG00000197579     9   32540542   32552551     17       5  387308     0.061865      0.27934    -8.854e-15     0.061865
_SET5_   ENSG00000147955     9   34634719   34637806      6       3  412609      0.46149      0.18898   -8.8818e-15      0.46149
_SET5_   ENSG00000198722     9   35161999   35405335    340      20  398677     -0.73277      0.51356   -8.8818e-15     -0.73277
_SET5_   ENSG00000122705     9   36190853   36304778    289      21  396850      -1.7426       0.8518   -8.8818e-15      -1.7426
_SET5_   ENSG00000107282     9   72042446   72287222    549      31  396406      0.74741     0.057755   -8.8818e-15      0.74741
_SET5_   ENSG00000107362     9   74477368   74525847     38       8  383640      0.61309       0.1343   -8.8818e-15      0.61309
_SET5_   ENSG00000165091     9   75136717   75451267    911      28  400189       0.5952     0.055897   -8.8818e-15       0.5952
_SET5_   ENSG00000156052     9   80331003   80646374    520      24  384796      0.77214      0.05524   -8.8818e-15      0.77214
_SET5_   ENSG00000148053     9   87283466   87638505    913      66  400920      -0.7975      0.44584   -8.8818e-15      -0.7975
_SET5_   ENSG00000169071     9   94325373   94712444   1433      82  397114     -0.88298      0.39403   -8.8818e-15     -0.88298
_SET5_   ENSG00000185920     9   98205262   98279339    159      18  374605       1.4415      0.01949   -8.8818e-15       1.4415
_SET5_   ENSG00000136943     9   99794940   99801925     11       3  409589      -1.4668      0.85338   -8.8818e-15      -1.4668
_SET5_   ENSG00000136928     9  101050391  101471479   1527     125  391408       1.3011    0.0080723   -8.8818e-15       1.3011
_SET5_   ENSG00000198785     9  104331635  104500862    643      27  398568      0.20819      0.13886    -8.854e-15      0.20819
_SET5_   ENSG00000119328     9  111696461  111713024     41       8  409991      0.24954      0.22767    -8.854e-15      0.24954
_SET5_   ENSG00000198121     9  113635543  113800981    485      33  391663     -0.87928      0.52375   -8.8818e-15     -0.87928
_SET5_   ENSG00000119321     9  115923286  115983641    226      22  402582     -0.43384      0.39858   -8.8818e-15     -0.43384
_SET5_   ENSG00000136868     9  115983808  116028674    134      19  389312      0.13984      0.22087    -8.854e-15      0.13984
_SET5_   ENSG00000095397     9  117164360  117267730    325      22  393116     -0.16875      0.27856    -8.854e-15     -0.16875
_SET5_   ENSG00000148219     9  119187504  120177348   2953     151  391255        1.183    0.0043479   -8.8818e-15        1.183
_SET5_   ENSG00000078725     9  121915736  122131745    457      44  399900       2.0448    0.0022438   -8.8818e-15       2.0448
_SET5_   ENSG00000136848     9  124329336  124547809    442      64  392037      -1.6239       0.8113   -8.8818e-15      -1.6239
_SET5_   ENSG00000095303     9  125132824  125157982     73      10  390963     -0.74118      0.59065   -8.8818e-15     -0.74118
_SET5_   ENSG00000119522     9  126141933  126692431   1269      49  396849     -0.49038      0.27338   -8.8818e-15     -0.49038
_SET5_   ENSG00000136856     9  130159421  130170703     24       4  411255       1.8216    0.0095837   -8.8818e-15       1.8216
_SET5_   ENSG00000197958     9  130209953  130213684      7       1  413466        1.162     0.060644   -8.8818e-15        1.162
_SET5_   ENSG00000136854     9  130374544  130457460     85      15  387295      -0.3216       0.4033   -8.8818e-15      -0.3216
_SET5_   ENSG00000106976     9  130965658  131017527    109      17  396441      0.12097      0.23151    -8.854e-15      0.12097
_SET5_   ENSG00000167136     9  131580753  131584956     10       3  371355     0.012523      0.32297   -8.8558e-15     0.012523
_SET5_   ENSG00000136827     9  132575223  132586413     27       7  341203      -1.9958      0.93069   -8.8818e-15      -1.9958
_SET5_   ENSG00000107130     9  132934857  132999583    223      33  398241     -0.20533      0.31914    -8.854e-15     -0.20533
_SET5_   ENSG00000130707     9  133320316  133376661    129      23  390050      0.19243      0.19883    -8.854e-15      0.19243
_SET5_   ENSG00000097007     9  133589333  133763062    433      34  396709     -0.75791      0.49879   -8.8818e-15     -0.75791
_SET5_   ENSG00000196358     9  135037334  135119921    194      28  385225     -0.85679      0.55379   -8.8818e-15     -0.85679
_SET5_   ENSG00000107290     9  135136743  135230372    360      17  382673      -1.2158      0.71393   -8.8818e-15      -1.2158
_SET5_   ENSG00000165699     9  135766735  135820020    104      14  392786      -1.0628      0.68392   -8.8818e-15      -1.0628
_SET5_   ENSG00000170835     9  135937365  135947248      5       2  312657      -0.4323      0.54264   -8.8818e-15      -0.4323
_SET5_   ENSG00000130558     9  137967268  138013025    206      37  390090       1.7113    0.0086319   -8.8818e-15       1.7113
_SET5_   ENSG00000176884     9  140032842  140063207     41       8  337717      0.32732      0.18108   -8.8818e-15      0.32732
_SET5_   ENSG00000176058     9  140086069  140098645     12       2  332454     -0.98321      0.70841   -8.8818e-15     -0.98321
_SET5_   ENSG00000165802     9  140342022  140353786     14       6  316379      0.81345     0.095398   -8.8818e-15      0.81345
_SET5_   ENSG00000148408     9  140772241  141019076    379      28  322144       1.1408     0.032381   -8.8818e-15       1.1408
_SET5_   ENSG00000077943    10   15555948   15762124    553      37  399089     -0.75465      0.47334   -8.8818e-15     -0.75465
_SET5_   ENSG00000107611    10   16865963   17171830   1182      81  395202       -1.283      0.58785   -8.8818e-15       -1.283
_SET5_   ENSG00000026025    10   17270258   17279592     15       5  362415       2.1781    0.0036412   -8.8818e-15       2.1781
_SET5_   ENSG00000165995    10   18429606   18830798   1506     112  397201       4.4659   1.0068e-08   -8.8818e-15       4.4659
_SET5_   ENSG00000095777    10   26223196   26501456   1155      23  404591     0.098827      0.11403    -8.854e-15     0.098827
_SET5_   ENSG00000136750    10   26505236   26593487    206      14  394850       0.4941      0.13199   -8.8818e-15       0.4941
_SET5_   ENSG00000136754    10   27035522   27150016    341      19  405206     -0.30623      0.34068   -8.8818e-15     -0.30623
_SET5_   ENSG00000170759    10   32297938   32345359     87      10  387050      0.32267      0.18088   -8.8818e-15      0.32267
_SET5_   ENSG00000150093    10   33189247   33294720    280      27  394500      -1.5272      0.79638   -8.8818e-15      -1.5272
_SET5_   ENSG00000099250    10   33466420   33625190    575      50  399387      -1.6904      0.80753   -8.8818e-15      -1.6904
_SET5_   ENSG00000148498    10   34398488   35104253   1574      59  397364      -1.3701       0.5279   -8.8818e-15      -1.3701
_SET5_   ENSG00000165731    10   43572475   43625799    199      21  398745       1.6625    0.0094322   -8.8818e-15       1.6625
_SET5_   ENSG00000107643    10   49514698   49647403    272      19  393825     -0.88509      0.58553   -8.8818e-15     -0.88509
_SET5_   ENSG00000070748    10   50817141   50901925    219      35  398306     0.026606      0.23662    -8.854e-15     0.026606
_SET5_   ENSG00000187714    10   50818347   50820765      4       2  409060       1.7898     0.018916   -8.8818e-15       1.7898
_SET5_   ENSG00000150275    10   55562531   57387702   6024     202  395673      -1.3157      0.44203   -8.8818e-15      -1.3157
_SET5_   ENSG00000122952    10   58116989   58121036      7       3  411606      0.72498      0.11718   -8.8818e-15      0.72498
_SET5_   ENSG00000151150    10   61786056   62493248   2115      79  395510       3.0741   2.3089e-06   -8.8818e-15       3.0741
_SET5_   ENSG00000198739    10   68685764   68859588    443      37  400604      -1.1367      0.62947   -8.8818e-15      -1.1367
_SET5_   ENSG00000138347    10   69865912   69971774    429      29  383460     -0.13046      0.24852    -8.854e-15     -0.13046
_SET5_   ENSG00000107736    10   73156691   73575702   1309     148  388315      -1.6759      0.74139   -8.8818e-15      -1.6759
_SET5_   ENSG00000148660    10   75572259   75634343     76      10  394492      0.98117     0.059256   -8.8818e-15      0.98117
_SET5_   ENSG00000185009    10   75881524   75910821     54       6  398900       2.1158    0.0043222   -8.8818e-15       2.1158
_SET5_   ENSG00000165637    10   76969912   76991206     44      11  386032      -1.8467      0.90325   -8.8818e-15      -1.8467
_SET5_   ENSG00000151208    10   79550549   79686378    382      17  388507     -0.70948      0.47989   -8.8818e-15     -0.70948
_SET5_   ENSG00000148600    10   85954410   85979377     82      13  391010      0.30429      0.17548   -8.8818e-15      0.30429
_SET5_   ENSG00000182771    10   87359312   88126250   2229     135  396439     -0.24589      0.12717    -8.854e-15     -0.24589
_SET5_   ENSG00000122375    10   88414314   88426605     50      12  346209      -0.7811      0.58524   -8.8818e-15      -0.7811
_SET5_   ENSG00000107779    10   88516407   88692595    406      23  398563       1.2104     0.025824   -8.8818e-15       1.2104
_SET5_   ENSG00000173267    10   88718375   88723017     19       4  379598     0.073772      0.28123    -8.854e-15     0.073772
_SET5_   ENSG00000171862    10   89622870   89731687    128      28  393963      -1.2963      0.76451   -8.8818e-15      -1.2963
_SET5_   ENSG00000138182    10   91461367   91534700    218      10  406402      -1.0486       0.6624   -8.8818e-15      -1.0486
_SET5_   ENSG00000148680    10   92500578   92617671    309      18  398552      -1.0803      0.64994   -8.8818e-15      -1.0803
_SET5_   ENSG00000107864    10   93806449   94050844    311      18  387170     -0.38403      0.36379   -8.8818e-15     -0.38403
_SET5_   ENSG00000138190    10   94590935   94819250    521      21  382791      -0.7658      0.48346   -8.8818e-15      -0.7658
_SET5_   ENSG00000249967    10   99344131   99433667    177      23  378594     -0.18313      0.31334    -8.854e-15     -0.18313
_SET5_   ENSG00000155252    10   99344131   99436191    184      22  379920     -0.25322      0.33729   -8.8818e-15     -0.25322
_SET5_   ENSG00000171160    10   99374310   99393344     34       5  391732     -0.55808      0.53257   -8.8818e-15     -0.55808
_SET5_   ENSG00000155256    10   99496878   99520664     77       7  400975    0.0088075        0.294   -8.8558e-15    0.0088075
_SET5_   ENSG00000095713    10   99624757   99790585    313      37  399700      0.43745      0.12353   -8.8818e-15      0.43745
_SET5_   ENSG00000119946    10  101088856  101154087    136      22  398747      0.50185      0.13022   -8.8818e-15      0.50185
_SET5_   ENSG00000120053    10  101156627  101190381     51      10  397976     -0.90222      0.64761   -8.8818e-15     -0.90222
_SET5_   ENSG00000196072    10  102033713  102046469     22       6  369383       3.7967   7.5731e-06   -8.8818e-15       3.7967
_SET5_   ENSG00000186862    10  102767440  102790890     65      20  387154      0.42177      0.14662   -8.8818e-15      0.42177
_SET5_   ENSG00000107859    10  103989943  104001231     18       3  411677      0.43993      0.17618   -8.8818e-15      0.43993
_SET5_   ENSG00000059915    10  104162376  104181296     23       9  383188      0.84163     0.080875   -8.8818e-15      0.84163
_SET5_   ENSG00000138175    10  104433488  104474164     64      11  404039       1.8913    0.0067107   -8.8818e-15       1.8913
_SET5_   ENSG00000148795    10  104590288  104597290     19       4  390118       2.4564     0.001425   -8.8818e-15       2.4564
_SET5_   ENSG00000107954    10  105253736  105352309    253      26  401450       1.4487     0.015707   -8.8818e-15       1.4487
_SET5_   ENSG00000156395    10  106400859  107024993   1761      45  398610       1.9939   0.00036815   -8.8818e-15       1.9939
_SET5_   ENSG00000148700    10  111756126  111895323    181      19  395714       5.3057   1.8496e-09   -8.8818e-15       5.3057
_SET5_   ENSG00000108061    10  112679301  112773425    182      22  397314       1.1161     0.043525   -8.8818e-15       1.1161
_SET5_   ENSG00000151532    10  114206756  114578503    799      77  383927     -0.32434      0.29257   -8.8818e-15     -0.32434
_SET5_   ENSG00000043591    10  115803806  115806667      3       2  325135      -1.0923      0.74896   -8.8818e-15      -1.0923
_SET5_   ENSG00000187164    10  118643742  118886097    270      18  351842       1.7015    0.0091025   -8.8818e-15       1.7015
_SET5_   ENSG00000165646    10  119000604  119038941    109      23  389043       1.1341     0.039338   -8.8818e-15       1.1341
_SET5_   ENSG00000107581    10  120794356  120840316     64       7  403389      0.57081      0.13818   -8.8818e-15      0.57081
_SET5_   ENSG00000148908    10  121259340  121302220    131      21  392249      0.15981      0.22282    -8.854e-15      0.15981
_SET5_   ENSG00000151929    10  121410882  121437331     92      14  401955     -0.72671      0.54449   -8.8818e-15     -0.72671
_SET5_   ENSG00000198825    10  121485609  121588652    217      17  393755     -0.74903      0.55207   -8.8818e-15     -0.74903
_SET5_   ENSG00000254636    10  124214169  124216868     16       3  411264     -0.38034      0.47856   -8.8818e-15     -0.38034
_SET5_   ENSG00000175029    10  126676421  126849739    675      66  399413      0.47655     0.094085   -8.8818e-15      0.47655
_SET5_   ENSG00000188916    10  128933694  128994422    122      14  381099      0.13596      0.22472    -8.854e-15      0.13596
_SET5_   ENSG00000108010    10  131934663  131982785    200      20  398903       -2.142      0.93037   -8.8818e-15       -2.142
_SET5_   ENSG00000176171    10  133781578  133795435     30       6  397576      0.10842      0.26727    -8.854e-15      0.10842
_SET5_   ENSG00000197177    10  134884433  134945179    254      34  369016       1.3376     0.020541   -8.8818e-15       1.3376
_SET5_   ENSG00000171798    10  134973951  135039916    253      20  399990      0.17269      0.18944    -8.854e-15      0.17269
_SET5_   ENSG00000069696    11     637293     640706      7       4  380308     -0.35533      0.44811   -8.8818e-15     -0.35533
_SET5_   ENSG00000177106    11     694438     727727    107      23  393694     -0.85581      0.58228   -8.8818e-15     -0.85581
_SET5_   ENSG00000174672    11    1411129    1483919    319      30  380290     -0.38149      0.35723   -8.8818e-15     -0.38149
_SET5_   ENSG00000182208    11    1490687    1522477     95       9  389915      -0.6017      0.49929   -8.8818e-15      -0.6017
_SET5_   ENSG00000149043    11    1848709    1858751     36       9  362894      -1.2454      0.73544   -8.8818e-15      -1.2454
_SET5_   ENSG00000180176    11    2185159    2193107     19       4  388604     -0.88106      0.63559   -8.8818e-15     -0.88106
_SET5_   ENSG00000070985    11    2425745    2444275     74      14  386193      -2.9014      0.98813   -8.8818e-15      -2.9014
_SET5_   ENSG00000129749    11    3686817    3692614     22       4  368617      -1.9151      0.91558   -8.8818e-15      -1.9151
_SET5_   ENSG00000167325    11    4115937    4160106    110      11  391531     -0.44114      0.43048   -8.8818e-15     -0.44114
_SET5_   ENSG00000166313    11    6416355    6440644     50      18  397811      0.25858      0.19585   -8.8818e-15      0.25858
_SET5_   ENSG00000110171    11    6469843    6495689     52      11  378908      0.36915      0.17389   -8.8818e-15      0.36915
_SET5_   ENSG00000166333    11    6624961    6632102     27       4  411655     -0.66803      0.56756   -8.8818e-15     -0.66803
_SET5_   ENSG00000170743    11    7260009    7490273    893      76  393938      -1.4241      0.68356   -8.8818e-15      -1.4241
_SET5_   ENSG00000166387    11    7534529    7678358    584      55  399409      -1.8781       0.8518   -8.8818e-15      -1.8781
_SET5_   ENSG00000166405    11    8127597    8190602    183      16  395420      -1.0933      0.69432   -8.8818e-15      -1.0933
_SET5_   ENSG00000110680    11   14988214   14993900      5       2  404933       2.6431    0.0012337   -8.8818e-15       2.6431
_SET5_   ENSG00000110700    11   17095936   17099334      6       2  364539       1.1273      0.05289   -8.8818e-15       1.1273
_SET5_   ENSG00000187486    11   17407406   17410878     10       3  410834      0.43696      0.17865   -8.8818e-15      0.43696
_SET5_   ENSG00000006071    11   17414432   17498449    287      27  394404       1.6163    0.0093103   -8.8818e-15       1.6163
_SET5_   ENSG00000006611    11   17515442   17565963    153      25  388947      -1.1368       0.6734   -8.8818e-15      -1.1368
_SET5_   ENSG00000129159    11   17756359   17804602    127      20  395305      0.21053       0.2008    -8.854e-15      0.21053
_SET5_   ENSG00000129167    11   18039111   18063973     41       5  408004       2.2943     0.002278   -8.8818e-15       2.2943
_SET5_   ENSG00000165970    11   20620946   20680831    224      30  405230     -0.30711      0.34761   -8.8818e-15     -0.30711
_SET5_   ENSG00000091664    11   22359643   22401049    113      26  390024     -0.12679       0.3002    -8.854e-15     -0.12679
_SET5_   ENSG00000148943    11   27516123   27528320     16       4  392281     -0.47086      0.48284   -8.8818e-15     -0.47086
_SET5_   ENSG00000176697    11   27676440   27743605     96      13  393079       1.2234     0.032548   -8.8818e-15       1.2234
_SET5_   ENSG00000182255    11   30031288   30038570      9       4  397448      -2.1555      0.95319   -8.8818e-15      -2.1555
_SET5_   ENSG00000135387    11   34073230   34122703    124       4  394749      -1.4233      0.84515   -8.8818e-15      -1.4233
_SET5_   ENSG00000110436    11   35272753   35441610    517      33  395375      -2.4521      0.94632   -8.8818e-15      -2.4521
_SET5_   ENSG00000148948    11   40135753   41481323   3545     168  395774        0.257     0.044964   -8.8818e-15        0.257
_SET5_   ENSG00000121653    11   45907202   45928016     38      15  389133       1.4169     0.025533   -8.8818e-15       1.4169
_SET5_   ENSG00000149091    11   46354455   46402104     54      12  388709       2.9835   0.00021842   -8.8818e-15       2.9835
_SET5_   ENSG00000180720    11   46406640   46408107      1       1  413466       3.0208    0.0003803   -8.8818e-15       3.0208
_SET5_   ENSG00000134569    11   46878419   46940193    109      13  386592       1.1338     0.045123   -8.8818e-15       1.1338
_SET5_   ENSG00000181718    11   55999490   56000737     12       4  412794      0.52873      0.17157   -8.8818e-15      0.52873
_SET5_   ENSG00000172489    11   56019676   56020698      1       1  413466      0.75966       0.1488   -8.8818e-15      0.75966
_SET5_   ENSG00000109991    11   57105848   57138073     88      12  403834     -0.75831      0.56552   -8.8818e-15     -0.75831
_SET5_   ENSG00000186907    11   57228022   57245007     16       6  381052     -0.22182      0.38541    -8.854e-15     -0.22182
_SET5_   ENSG00000156599    11   57435219   57468659     52      10  383174       1.5981     0.014035   -8.8818e-15       1.5981
_SET5_   ENSG00000198561    11   57520715   57587018     83      13  384746       2.2567    0.0019766   -8.8818e-15       2.2567
_SET5_   ENSG00000242689    11   58390146   58393198      5       2  394810      0.77868       0.1095   -8.8818e-15      0.77868
_SET5_   ENSG00000166900    11   59480929   59573354    267       8  388587      0.45227      0.16967   -8.8818e-15      0.45227
_SET5_   ENSG00000011347    11   61282785   61348620     91      12  373111      0.15425      0.27958    -8.854e-15      0.15425
_SET5_   ENSG00000134780    11   61447905   61514473    129      18  377082        3.148   7.0121e-05   -8.8818e-15        3.148
_SET5_   ENSG00000162174    11   62104920   62160882    124      12  394781      -1.6284       0.8441   -8.8818e-15      -1.6284
_SET5_   ENSG00000149489    11   62379194   62382592      7       2  308474     -0.74413      0.62963   -8.8818e-15     -0.74413
_SET5_   ENSG00000162191    11   62443970   62446567      1       1  413466       -2.885       0.9936   -8.8818e-15       -2.885
_SET5_   ENSG00000162188    11   62475130   62476673      2       1  292363       0.5678      0.30639   -8.8818e-15       0.5678
_SET5_   ENSG00000168539    11   62676151   62689279     25       6  381472       1.6447     0.017758   -8.8818e-15       1.6447
