# TOTAL_GENES = 18863
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_positive_regulation...775       SET      61    -0.019047   -0.0010814      0.13274      0.55705 GO_bp:go_positive_regulation_of_synapse_assembly
GO_bp:go_transmission_of_ner...          SET      70      0.15821    0.0096204      0.12154     0.096515 GO_bp:go_transmission_of_nerve_impulse
GO_bp:go_positive_regulation...873       SET     176    -0.075298   -0.0072395     0.076482      0.83756 GO_bp:go_positive_regulation_of_vasculature_development
GO_bp:go_positive_regulation...252       SET      23     -0.20764   -0.0072463      0.21676      0.83094 GO_bp:go_positive_regulation_of_epidermal_cell_differentiation
GO_bp:go_membrane_fusion                 SET     145     0.058117    0.0050759     0.078039      0.22823 GO_bp:go_membrane_fusion
GO_bp:go_positive_regulation...818       SET      35     0.083885    0.0036101      0.16298      0.30339 GO_bp:go_positive_regulation_of_tor_signaling
GO_bp:go_positive_regulation...307       SET      40      0.21347      0.00982      0.16957      0.10405 GO_bp:go_positive_regulation_of_glial_cell_differentiation
GO_bp:go_male_sex_determinat...          SET      11     -0.63283    -0.015278      0.27687      0.98886 GO_bp:go_male_sex_determination
GO_bp:go_type_b_pancreatic_c...2         SET      19      0.22818    0.0072382      0.22822      0.15871 GO_bp:go_type_b_pancreatic_cell_development
GO_bp:go_regulation_of_super...1         SET      20      0.03111    0.0010125      0.19774       0.4375 GO_bp:go_regulation_of_superoxide_anion_generation
GO_bp:go_antigen_receptor_me...          SET     228     0.046569    0.0050889     0.065667      0.23911 GO_bp:go_antigen_receptor_mediated_signaling_pathway
GO_bp:go_positive_regulation...514       SET     148     0.030231    0.0026673     0.077519      0.34828 GO_bp:go_positive_regulation_of_mitotic_cell_cycle
GO_bp:go_lymphocyte_costimul...          SET      52    -0.075101   -0.0039378       0.1316      0.71588 GO_bp:go_lymphocyte_costimulation
GO_bp:go_regulation_of_serin...          SET       7       0.1892    0.0036442      0.45328      0.33819 GO_bp:go_regulation_of_serine_type_peptidase_activity
GO_bp:go_negative_regulation...636       SET      25      0.12872    0.0046832      0.20221       0.2622 GO_bp:go_negative_regulation_of_steroid_metabolic_process
GO_bp:go_cofactor_metabolic_...          SET     423    -0.026647   -0.0039455     0.047682      0.71187 GO_bp:go_cofactor_metabolic_process
GO_bp:go_barbed_end_actin_fi...          SET      19     -0.21565   -0.0068408      0.20332      0.85557 GO_bp:go_barbed_end_actin_filament_capping
GO_bp:go_cell_migration_invo...4         SET      52     -0.05991   -0.0031413      0.13995      0.66571 GO_bp:go_cell_migration_involved_in_sprouting_angiogenesis
GO_bp:go_negative_regulation...340       SET      13    -0.015781  -0.00041414      0.28722      0.52191 GO_bp:go_negative_regulation_of_intracellular_estrogen_receptor_signaling_pathway
GO_bp:go_regulation_of_type_...1         SET      30      0.10451    0.0041648      0.18469      0.28574 GO_bp:go_regulation_of_type_2_immune_response
GO_bp:go_3_utr_mediated_mrna...2         SET      17      0.41814     0.012548       0.2544     0.050136 GO_bp:go_3_utr_mediated_mrna_stabilization
GO_bp:go_drug_catabolic_proc...          SET     102    -0.054741   -0.0040146      0.10178      0.70466 GO_bp:go_drug_catabolic_process
GO_bp:go_positive_regulation...719       SET      25     -0.14882   -0.0054144      0.20792      0.76292 GO_bp:go_positive_regulation_of_rho_protein_signal_transduction
GO_bp:go_primitive_streak_fo...          SET      10      0.38488    0.0088597      0.35638      0.14008 GO_bp:go_primitive_streak_formation
GO_bp:go_response_to_phenylp...          SET       5     -0.10013   -0.0016301      0.44908      0.58822 GO_bp:go_response_to_phenylpropanoid
GO_bp:go_regulation_of_epith...4         SET     207    -0.016796   -0.0017498       0.0711      0.59337 GO_bp:go_regulation_of_epithelial_cell_migration
GO_bp:go_positive_regulation...585       SET      47   -0.0091981  -0.00045858      0.15302      0.52397 GO_bp:go_positive_regulation_of_notch_signaling_pathway
GO_bp:go_cellular_iron_ion_h...          SET      58     -0.10954   -0.0060647      0.12301      0.81338 GO_bp:go_cellular_iron_ion_homeostasis
GO_bp:go_contractile_actin_f...          SET      89      0.16743     0.011474      0.10729      0.05933 GO_bp:go_contractile_actin_filament_bundle_assembly
GO_bp:go_macromolecule_deacy...          SET      88   -0.0064823  -0.00044174     0.095594      0.52703 GO_bp:go_macromolecule_deacylation
GO_bp:go_translational_initi...          SET     176     0.028114     0.002703     0.066214      0.33557 GO_bp:go_translational_initiation
GO_bp:go_activation_of_nf_ka...          SET      17     -0.16414   -0.0049254      0.25295      0.74179 GO_bp:go_activation_of_nf_kappab_inducing_kinase_activity
GO_bp:go_synaptic_transmissi...1         SET      28      0.19363    0.0074546      0.17699      0.13698 GO_bp:go_synaptic_transmission_cholinergic
GO_bp:go_negative_regulation...171       SET      24     0.069512     0.002478      0.19282      0.35924 GO_bp:go_negative_regulation_of_cytokine_production_involved_in_immune_response
GO_bp:go_regulation_of_toll_...3         SET      19    0.0073725   0.00023387      0.27696      0.48938 GO_bp:go_regulation_of_toll_like_receptor_4_signaling_pathway
GO_bp:go_positive_regulation...147       SET     308    0.0067021   0.00084941       0.0528       0.4495 GO_bp:go_positive_regulation_of_cellular_protein_localization
GO_bp:go_plasma_membrane_org...          SET      88      0.12672    0.0086353      0.10406      0.11167 GO_bp:go_plasma_membrane_organization
GO_bp:go_regulation_of_neuro...16        SET     100      0.33309     0.024189     0.098147   0.00034549 GO_bp:go_regulation_of_neurotransmitter_secretion
GO_bp:go_positive_regulation...649       SET     199     0.031919    0.0032613     0.066807      0.31641 GO_bp:go_positive_regulation_of_protein_catabolic_process
GO_bp:go_activation_of_adeny...          SET      38     0.072062    0.0032312      0.16831      0.33427 GO_bp:go_activation_of_adenylate_cyclase_activity
GO_bp:go_white_fat_cell_diff...          SET      13    -0.088359   -0.0023189      0.29162      0.61905 GO_bp:go_white_fat_cell_differentiation
GO_bp:go_oogenesis                       SET      79     0.065009    0.0041984      0.10724       0.2722 GO_bp:go_oogenesis
GO_bp:go_regulation_of_short...          SET      13       0.5815     0.015261      0.27422     0.016988 GO_bp:go_regulation_of_short_term_neuronal_synaptic_plasticity
GO_bp:go_aldehyde_catabolic_...          SET       8     0.013296   0.00027377      0.32088      0.48347 GO_bp:go_aldehyde_catabolic_process
GO_bp:go_response_to_type_i_...          SET      92    0.0096265   0.00067067      0.10273      0.46267 GO_bp:go_response_to_type_i_interferon
GO_bp:go_mitochondrial_respi...1         SET      88      0.07139    0.0048649     0.097595      0.23224 GO_bp:go_mitochondrial_respiratory_chain_complex_assembly
GO_bp:go_hyaluronan_cataboli...          SET      16      0.32972     0.009599      0.20419     0.053193 GO_bp:go_hyaluronan_catabolic_process
GO_bp:go_neurotransmitter_bi...          SET      86     0.038217    0.0025747       0.1086      0.36246 GO_bp:go_neurotransmitter_biosynthetic_process
GO_bp:go_pentose_phosphate_s...1         SET      15     -0.20392   -0.0057484      0.25054      0.79216 GO_bp:go_pentose_phosphate_shunt
GO_bp:go_cytokine_mediated_s...          SET     732     0.011972    0.0023122     0.037307      0.37415 GO_bp:go_cytokine_mediated_signaling_pathway
GO_bp:go_negative_regulation...380       SET     298      0.14053     0.017524     0.058124    0.0078133 GO_bp:go_negative_regulation_of_locomotion
GO_bp:go_ncrna_3_end_process...          SET      32       -0.309    -0.012716      0.16773      0.96727 GO_bp:go_ncrna_3_end_processing
GO_bp:go_lymph_node_developm...          SET      17     -0.44654      -0.0134      0.24431       0.9662 GO_bp:go_lymph_node_development
GO_bp:go_regulation_of_cellu...9         SET     342     0.046634    0.0062223      0.05124      0.18139 GO_bp:go_regulation_of_cellular_component_size
GO_bp:go_mitochondrial_trans...5         SET     242     0.071653    0.0080639     0.058754      0.11133 GO_bp:go_mitochondrial_transport
GO_bp:go_sulfur_compound_bio...          SET     165      0.02565    0.0023885     0.075219      0.36655 GO_bp:go_sulfur_compound_biosynthetic_process
GO_bp:go_t_cell_proliferation            SET     169     -0.10247    -0.009656     0.077298      0.90751 GO_bp:go_t_cell_proliferation
GO_bp:go_regulation_of_respi...3         SET      11      0.34213    0.0082597      0.30449       0.1306 GO_bp:go_regulation_of_respiratory_gaseous_exchange_by_neurological_system_process
GO_bp:go_protein_targeting               SET     403      0.11858     0.017146     0.045139    0.0043117 GO_bp:go_protein_targeting
GO_bp:go_positive_regulation...164       SET      16   -0.0091942  -0.00026767      0.22709      0.51615 GO_bp:go_positive_regulation_of_cholesterol_efflux
GO_bp:go_positive_regulation...878       SET      34      -0.1531   -0.0064943      0.14572      0.85328 GO_bp:go_positive_regulation_of_viral_genome_replication
GO_bp:go_negative_regulation...314       SET      48      0.11495    0.0057912      0.13055      0.18932 GO_bp:go_negative_regulation_of_innate_immune_response
GO_bp:go_regulation_of_endot...3         SET      31    -0.025464   -0.0010315      0.17803      0.55687 GO_bp:go_regulation_of_endothelial_cell_differentiation
GO_bp:go_glial_cell_developm...          SET     104    0.0045436   0.00033645     0.096861      0.48129 GO_bp:go_glial_cell_development
GO_bp:go_mitochondrial_trans...2         SET     136   -0.0076588  -0.00064799     0.076148      0.54006 GO_bp:go_mitochondrial_translation
GO_bp:go_regulation_of_retin...3         SET      16     -0.28513    -0.008301      0.27733      0.84805 GO_bp:go_regulation_of_retinoic_acid_receptor_signaling_pathway
GO_bp:go_striated_muscle_cel...2         SET     255     0.027689    0.0031976     0.059789      0.32164 GO_bp:go_striated_muscle_cell_differentiation
GO_bp:go_regulation_of_syste...2         SET      85    -0.082479   -0.0055243      0.11084      0.77159 GO_bp:go_regulation_of_systemic_arterial_blood_pressure
GO_bp:go_regulation_of_smoot...3         SET      61      0.14676    0.0083323      0.13314      0.13518 GO_bp:go_regulation_of_smooth_muscle_contraction
GO_bp:go_polyol_catabolic_pr...          SET      22     -0.19818   -0.0067643      0.21566      0.82094 GO_bp:go_polyol_catabolic_process
GO_bp:go_second_messenger_me...          SET     416     0.021817     0.003204     0.050171      0.33184 GO_bp:go_second_messenger_mediated_signaling
GO_bp:go_cell_cell_signaling             SET    1556     0.073363     0.020183     0.025952    0.0023529 GO_bp:go_cell_cell_signaling
GO_bp:go_negative_regulation...46        SET      29    0.0057291   0.00022447      0.18482      0.48764 GO_bp:go_negative_regulation_of_b_cell_activation
GO_bp:go_positive_regulation...177       SET      27  -0.00026889  -1.0166e-05      0.19088      0.50056 GO_bp:go_positive_regulation_of_coagulation
GO_bp:go_negative_regulation...567       SET      29     0.057922    0.0022694      0.18184      0.37505 GO_bp:go_negative_regulation_of_protein_tyrosine_kinase_activity
GO_bp:go_lung_morphogenesis              SET      49    0.0039818   0.00020268       0.1452      0.48906 GO_bp:go_lung_morphogenesis
GO_bp:go_ventricular_cardiac...3         SET      17      0.43541     0.013066      0.28349     0.062294 GO_bp:go_ventricular_cardiac_muscle_cell_differentiation
GO_bp:go_oxidative_demethyla...          SET      17      0.17493    0.0052493      0.20445      0.19611 GO_bp:go_oxidative_demethylation
GO_bp:go_regulation_of_macro...2         SET      56   -0.0033895  -0.00018441      0.13832      0.50977 GO_bp:go_regulation_of_macrophage_activation
GO_bp:go_vascular_endothelia...3         SET      89     0.020358    0.0013951      0.11257      0.42824 GO_bp:go_vascular_endothelial_growth_factor_receptor_signaling_pathway
GO_bp:go_positive_regulation...477       SET     501      0.00847     0.001362     0.045192      0.42567 GO_bp:go_positive_regulation_of_mapk_cascade
GO_bp:go_carbohydrate_deriva...2         SET     170    -0.029381   -0.0027767     0.073415      0.65549 GO_bp:go_carbohydrate_derivative_catabolic_process
GO_bp:go_l_amino_acid_transp...          SET      60    -0.051157   -0.0028807      0.13259      0.65019 GO_bp:go_l_amino_acid_transport
GO_bp:go_positive_regulation...10        SET      10    -0.026802  -0.00061697      0.33968      0.53144 GO_bp:go_positive_regulation_of_action_potential
GO_bp:go_regulation_of_muscl...3         SET     152    0.0029772   0.00026618     0.081701      0.48547 GO_bp:go_regulation_of_muscle_contraction
GO_bp:go_regulation_of_chole...2         SET      23     0.013242   0.00046212      0.19669      0.47316 GO_bp:go_regulation_of_cholesterol_efflux
GO_bp:go_regulation_of_exocy...          SET     203      0.18203     0.018782     0.067903    0.0036769 GO_bp:go_regulation_of_exocytosis
GO_bp:go_negative_regulation...674       SET      38    -0.076578   -0.0034337      0.15021       0.6949 GO_bp:go_negative_regulation_of_toll_like_receptor_signaling_pathway
GO_bp:go_anion_transmembrane...          SET     249     -0.01723   -0.0019666     0.063794      0.60645 GO_bp:go_anion_transmembrane_transport
GO_bp:go_positive_regulation...668       SET      17     -0.35063    -0.010522      0.21348      0.94974 GO_bp:go_positive_regulation_of_protein_localization_to_cell_surface
GO_bp:go_protein_modificatio...2         SET    1014     0.025966    0.0058565     0.030202      0.19497 GO_bp:go_protein_modification_by_small_protein_conjugation_or_removal
GO_bp:go_renal_vesicle_devel...          SET      19    -0.047672   -0.0015123      0.25747      0.57344 GO_bp:go_renal_vesicle_development
GO_bp:go_regulation_of_body_...          SET     473     0.070066     0.010955     0.047263     0.069119 GO_bp:go_regulation_of_body_fluid_levels
GO_bp:go_regulation_of_hormo...2         SET     489     0.012575    0.0019983     0.045202      0.39044 GO_bp:go_regulation_of_hormone_levels
GO_bp:go_bone_cell_developme...          SET      32     0.063059    0.0025951      0.17923      0.36248 GO_bp:go_bone_cell_development
GO_bp:go_regulation_of_defen...1         SET     698    -0.016931   -0.0031963     0.038057       0.6718 GO_bp:go_regulation_of_defense_response
GO_bp:go_negative_regulation...463       SET      20    -0.059459   -0.0019351      0.23317      0.60064 GO_bp:go_negative_regulation_of_neurological_system_process
GO_bp:go_positive_regulation...338       SET      37      0.30902     0.013673      0.17064     0.035084 GO_bp:go_positive_regulation_of_heart_growth
GO_bp:go_negative_regulation...370       SET      46      0.14299    0.0070528      0.14141      0.15598 GO_bp:go_negative_regulation_of_lipid_biosynthetic_process
GO_bp:go_negative_regulation...507       SET     126    -0.012028  -0.00097976     0.084953      0.55629 GO_bp:go_negative_regulation_of_peptide_secretion
GO_bp:go_vesicle_targeting               SET      90    0.0018162   0.00012516     0.096429      0.49249 GO_bp:go_vesicle_targeting
GO_bp:go_regulation_of_prote...18        SET      39     0.042694    0.0019394      0.14967      0.38772 GO_bp:go_regulation_of_protein_export_from_nucleus
GO_bp:go_layer_formation_in_...          SET      13     -0.31624   -0.0082994       0.2792      0.87131 GO_bp:go_layer_formation_in_cerebral_cortex
GO_bp:go_positive_regulation...4         SET      18     -0.12681   -0.0039154      0.20987      0.72714 GO_bp:go_positive_regulation_of_actin_cytoskeleton_reorganization
GO_bp:go_sex_determination               SET      19     -0.42284    -0.013413      0.21978      0.97281 GO_bp:go_sex_determination
GO_bp:go_oligosaccharide_cat...          SET      13      0.21671    0.0056873      0.25512      0.19783 GO_bp:go_oligosaccharide_catabolic_process
GO_bp:go_b_cell_proliferation            SET      90    -0.033059   -0.0022781      0.11075      0.61733 GO_bp:go_b_cell_proliferation
GO_bp:go_positive_regulation...228       SET     148    -0.014219   -0.0012546     0.079305      0.57115 GO_bp:go_positive_regulation_of_dna_metabolic_process
GO_bp:go_proteasome_assembly             SET      12     0.070325    0.0017732      0.25428      0.39106 GO_bp:go_proteasome_assembly
GO_bp:go_establishment_of_pr...3         SET     106      0.11282    0.0084341     0.082654     0.086134 GO_bp:go_establishment_of_protein_localization_to_endoplasmic_reticulum
GO_bp:go_pyrimidine_nucleosi...5         SET      17     0.079407    0.0023828      0.21269      0.35444 GO_bp:go_pyrimidine_nucleoside_triphosphate_biosynthetic_process
GO_bp:go_negative_regulation...210       SET      39      0.21663    0.0098401       0.1459      0.06881 GO_bp:go_negative_regulation_of_endocytosis
GO_bp:go_response_to_potassi...          SET      15      0.13316    0.0037535      0.23395      0.28462 GO_bp:go_response_to_potassium_ion
GO_bp:go_regulation_of_lymph...2         SET      53     0.078437     0.004152        0.123      0.26183 GO_bp:go_regulation_of_lymphocyte_apoptotic_process
GO_bp:go_small_molecule_meta...          SET    1611     0.023059    0.0064447     0.025191      0.18001 GO_bp:go_small_molecule_metabolic_process
GO_bp:go_thymus_development              SET      46       0.2114     0.010427      0.14573      0.07345 GO_bp:go_thymus_development
GO_bp:go_negative_regulation...17        SET      18     -0.37945    -0.011716      0.24077      0.94248 GO_bp:go_negative_regulation_of_adherens_junction_organization
GO_bp:go_homeostatic_process             SET    1789     0.050839     0.014896     0.024266      0.01809 GO_bp:go_homeostatic_process
GO_bp:go_cerebellar_cortex_m...          SET      28        0.188     0.007238      0.18016      0.14836 GO_bp:go_cerebellar_cortex_morphogenesis
GO_bp:go_positive_regulation...202       SET      12     -0.28233    -0.007119      0.29195      0.83323 GO_bp:go_positive_regulation_of_cytoplasmic_transport
GO_bp:go_morphogenesis_of_an...5         SET     508    -0.027348   -0.0044273     0.044683      0.72974 GO_bp:go_morphogenesis_of_an_epithelium
GO_bp:go_osteoblast_differen...          SET     196    -0.025564   -0.0025924     0.070846      0.64089 GO_bp:go_osteoblast_differentiation
GO_bp:go_regulation_of_stria...1         SET      95      0.11194    0.0079245     0.096324      0.12259 GO_bp:go_regulation_of_striated_muscle_cell_differentiation
GO_bp:go_defense_response_to...6         SET     227     -0.12638     -0.01378     0.067095      0.97018 GO_bp:go_defense_response_to_virus
GO_bp:go_sensory_perception_...2         SET     442    -0.099704    -0.015083     0.063024      0.94317 GO_bp:go_sensory_perception_of_chemical_stimulus
GO_bp:go_regulation_of_ruffl...          SET      28     0.013452   0.00051792      0.19234      0.47212 GO_bp:go_regulation_of_ruffle_assembly
GO_bp:go_cellular_pigmentati...          SET      48      0.11513    0.0058006      0.15148      0.22361 GO_bp:go_cellular_pigmentation
GO_bp:go_negative_regulation...67        SET      11      0.23089    0.0055742      0.29796       0.2192 GO_bp:go_negative_regulation_of_calcium_ion_dependent_exocytosis
GO_bp:go_vacuolar_transport              SET     130     0.025043    0.0020718     0.086094      0.38557 GO_bp:go_vacuolar_transport
GO_bp:go_negative_regulation...96        SET     161     -0.02288   -0.0021048     0.081064      0.61112 GO_bp:go_negative_regulation_of_cell_cell_adhesion
GO_bp:go_positive_regulation...881       SET      15      0.10669    0.0030074      0.22524      0.31788 GO_bp:go_positive_regulation_of_viral_release_from_host_cell
GO_bp:go_leukocyte_mediated_...1         SET     104    -0.036631   -0.0027125     0.097862      0.64591 GO_bp:go_leukocyte_mediated_cytotoxicity
GO_bp:go_positive_regulation...460       SET      22      0.46111     0.015739      0.20563     0.012474 GO_bp:go_positive_regulation_of_lyase_activity
GO_bp:go_entrainment_of_circ...2         SET      20      0.25427    0.0082752       0.1994      0.10113 GO_bp:go_entrainment_of_circadian_clock_by_photoperiod
GO_bp:go_superoxide_metaboli...          SET      60      0.07313     0.004118      0.11984      0.27085 GO_bp:go_superoxide_metabolic_process
GO_bp:go_organic_hydroxy_com...3         SET     456    0.0028238   0.00043372     0.046125      0.47559 GO_bp:go_organic_hydroxy_compound_metabolic_process
GO_bp:go_telomere_maintenanc...4         SET      76     0.098302    0.0062273       0.1091       0.1838 GO_bp:go_telomere_maintenance_via_telomere_lengthening
GO_bp:go_phototransduction               SET      53    -0.022299   -0.0011804      0.12383      0.57145 GO_bp:go_phototransduction
GO_bp:go_regulation_of_ligas...          SET       7     -0.29155   -0.0056156      0.29574      0.83789 GO_bp:go_regulation_of_ligase_activity
GO_bp:go_regulation_of_oxido...          SET      89      0.12489    0.0085588     0.099659      0.10507 GO_bp:go_regulation_of_oxidoreductase_activity
GO_bp:go_sulfate_transport               SET      17   -0.0070205  -0.00021067      0.21895      0.51279 GO_bp:go_sulfate_transport
GO_bp:go_response_to_food                SET      35     0.039059     0.001681      0.16943      0.40884 GO_bp:go_response_to_food
GO_bp:go_telomere_organizati...          SET     159    -0.027576   -0.0025211     0.073814      0.64564 GO_bp:go_telomere_organization
GO_bp:go_immune_system_devel...          SET     927     0.072592     0.015693      0.03365     0.015498 GO_bp:go_immune_system_development
GO_bp:go_camp_biosynthetic_p...          SET      10      0.13795    0.0031755      0.31435      0.33039 GO_bp:go_camp_biosynthetic_process
GO_bp:go_alpha_amino_acid_ca...          SET      77     0.073684    0.0046982      0.10862      0.24878 GO_bp:go_alpha_amino_acid_catabolic_process
GO_bp:go_cellular_component_...4         SET      51      0.22213     0.011535      0.13718     0.052702 GO_bp:go_cellular_component_maintenance
GO_bp:go_rrna_metabolic_proc...          SET     197     -0.01423   -0.0014466     0.061516      0.59147 GO_bp:go_rrna_metabolic_process
GO_bp:go_respiratory_system_...2         SET      26      0.20471    0.0075953      0.19776       0.1503 GO_bp:go_respiratory_system_process
GO_bp:go_neurotransmitter_tr...          SET     249      0.15635     0.017845     0.064197     0.007442 GO_bp:go_neurotransmitter_transport
GO_bp:go_regulation_of_t_hel...8         SET      33      0.11258    0.0047046      0.17827      0.26386 GO_bp:go_regulation_of_t_helper_cell_differentiation
GO_bp:go_regulation_of_volta...1         SET      34      0.21914    0.0092956      0.16681     0.094479 GO_bp:go_regulation_of_voltage_gated_calcium_channel_activity
GO_bp:go_ph_reduction                    SET      53    -0.088519   -0.0046857      0.13165      0.74932 GO_bp:go_ph_reduction
GO_bp:go_positive_regulation...847       SET      10       0.3377    0.0077737      0.33157      0.15423 GO_bp:go_positive_regulation_of_triglyceride_lipase_activity
GO_bp:go_monosaccharide_cata...          SET      38     0.073711    0.0033052      0.16149      0.32404 GO_bp:go_monosaccharide_catabolic_process
GO_bp:go_response_to_fungici...          SET      11     -0.23275   -0.0056192      0.33006      0.75965 GO_bp:go_response_to_fungicide
GO_bp:go_negative_regulation...3         SET      12     -0.20051   -0.0050559      0.24886      0.78979 GO_bp:go_negative_regulation_by_host_of_viral_transcription
GO_bp:go_regulation_of_epide...2         SET      26      0.29594      0.01098      0.18619     0.055995 GO_bp:go_regulation_of_epidermal_growth_factor_activated_receptor_activity
GO_bp:go_protein_neddylation             SET      15      0.15372    0.0043332      0.26476      0.28076 GO_bp:go_protein_neddylation
GO_bp:go_potassium_ion_homeo...          SET      29      0.18674    0.0073166      0.18974      0.16252 GO_bp:go_potassium_ion_homeostasis
GO_bp:go_hormone_transport               SET     303     0.059453    0.0074745     0.057088      0.14885 GO_bp:go_hormone_transport
GO_bp:go_protein_catabolic_p...1         SET     841     0.034452    0.0071108     0.032413      0.14392 GO_bp:go_protein_catabolic_process
GO_bp:go_positive_regulation...415       SET      13      0.34549    0.0090669      0.29841      0.12349 GO_bp:go_positive_regulation_of_intracellular_steroid_hormone_receptor_signaling_pathway
GO_bp:go_negative_regulation...455       SET      16   -0.0058622  -0.00017066      0.24925      0.50938 GO_bp:go_negative_regulation_of_myotube_differentiation
GO_bp:go_inorganic_anion_tra...2         SET     157     0.081916    0.0074423      0.07794      0.14663 GO_bp:go_inorganic_anion_transport
GO_bp:go_carbohydrate_phosph...          SET      24    -0.092914   -0.0033122      0.19769      0.68082 GO_bp:go_carbohydrate_phosphorylation
GO_bp:go_protein_import                  SET     174     0.056826    0.0054327     0.071432      0.21316 GO_bp:go_protein_import
GO_bp:go_nucleoside_bisphosp...3         SET      69   -0.0083168   -0.0005021      0.11955      0.52773 GO_bp:go_nucleoside_bisphosphate_metabolic_process
GO_bp:go_regulation_of_intra...5         SET      72    -0.038547    -0.002377      0.11316      0.63331 GO_bp:go_regulation_of_intracellular_steroid_hormone_receptor_signaling_pathway
GO_bp:go_mammary_gland_epith...1         SET      17     0.026449   0.00079367      0.25982      0.45946 GO_bp:go_mammary_gland_epithelial_cell_differentiation
GO_bp:go_cellular_response_t...42        SET      28      0.16635    0.0064043      0.16755      0.16041 GO_bp:go_cellular_response_to_gamma_radiation
GO_bp:go_regulation_of_heat_...          SET      12    -0.023812  -0.00060041      0.30077      0.53155 GO_bp:go_regulation_of_heat_generation
GO_bp:go_regulation_of_fibro...2         SET      28      0.32301     0.012436      0.18375     0.039392 GO_bp:go_regulation_of_fibroblast_migration
GO_bp:go_induction_of_positi...          SET      13     -0.16597   -0.0043556      0.28227      0.72172 GO_bp:go_induction_of_positive_chemotaxis
GO_bp:go_regeneration                    SET     177   -0.0060941  -0.00058757     0.075557      0.53214 GO_bp:go_regeneration
GO_bp:go_extrinsic_apoptotic...1         SET     214     0.037042    0.0039231     0.067978      0.29291 GO_bp:go_extrinsic_apoptotic_signaling_pathway
GO_bp:go_regulation_of_trans...19        SET      18      0.24386    0.0075296      0.20693      0.11931 GO_bp:go_regulation_of_translational_elongation
GO_bp:go_cell_matrix_adhesion            SET     211    -0.059797   -0.0062891     0.070613      0.80145 GO_bp:go_cell_matrix_adhesion
GO_bp:go_pituitary_gland_dev...          SET      40     0.066423    0.0030556      0.17045      0.34838 GO_bp:go_pituitary_gland_development
GO_bp:go_mating                          SET      40      0.15669    0.0072082      0.16747      0.17473 GO_bp:go_mating
GO_bp:go_developmental_induc...          SET      31     -0.12075    -0.004891      0.18395      0.74422 GO_bp:go_developmental_induction
GO_bp:go_regulation_of_trans...14        SET     910     0.066128      0.01417     0.032547     0.021094 GO_bp:go_regulation_of_transferase_activity
GO_bp:go_negative_regulation...18        SET      13      0.10696    0.0028071      0.27181      0.34697 GO_bp:go_negative_regulation_of_alcohol_biosynthetic_process
GO_bp:go_chromosome_separati...          SET      88    -0.044949   -0.0030631     0.097538      0.67754 GO_bp:go_chromosome_separation
GO_bp:go_tissue_homeostasis              SET     212     0.037677    0.0039719     0.067564      0.28854 GO_bp:go_tissue_homeostasis
GO_bp:go_antigen_processing_...13        SET      16      0.49021     0.014271      0.27729      0.03855 GO_bp:go_antigen_processing_and_presentation_via_mhc_class_ib
GO_bp:go_gamma_aminobutyric_...2         SET      22      0.66658     0.022752      0.23851    0.0025995 GO_bp:go_gamma_aminobutyric_acid_signaling_pathway
GO_bp:go_positive_regulation...765       SET      22    -0.020651  -0.00070486      0.20358       0.5404 GO_bp:go_positive_regulation_of_sterol_transport
GO_bp:go_adaptive_immune_res...2         SET     242    -0.097566     -0.01098     0.066156      0.92986 GO_bp:go_adaptive_immune_response_based_on_somatic_recombination_of_immune_receptors_built_from_immunoglobulin_superfamily_domains
GO_bp:go_cell_cycle_arrest               SET     235     0.043291    0.0048019     0.062188      0.24318 GO_bp:go_cell_cycle_arrest
GO_bp:go_thyroid_hormone_met...          SET      20     -0.33707     -0.01097      0.24308      0.91722 GO_bp:go_thyroid_hormone_metabolic_process
GO_bp:go_apoptotic_cell_clea...          SET      44    -0.027585   -0.0013308      0.14767      0.57409 GO_bp:go_apoptotic_cell_clearance
GO_bp:go_modification_of_mor...1         SET     147     0.002825   0.00024842     0.078944      0.48573 GO_bp:go_modification_of_morphology_or_physiology_of_other_organism
GO_bp:go_ribosome_assembly               SET      56    -0.038496   -0.0020945      0.10843      0.63871 GO_bp:go_ribosome_assembly
GO_bp:go_negative_regulation...5         SET      40     -0.02971   -0.0013667      0.14258      0.58253 GO_bp:go_negative_regulation_of_actin_filament_depolymerization
GO_bp:go_dna_ligation_involv...          SET       9      0.30652    0.0066939      0.31725      0.16699 GO_bp:go_dna_ligation_involved_in_dna_repair
GO_bp:go_regulation_of_cell_...26        SET      86     -0.10238   -0.0068974      0.11125      0.82129 GO_bp:go_regulation_of_cell_junction_assembly
GO_bp:go_hyperosmotic_respon...          SET      25     -0.20108   -0.0073158      0.20018      0.84243 GO_bp:go_hyperosmotic_response
GO_bp:go_negative_regulation...457       SET      15      0.03183   0.00089727      0.23437      0.44598 GO_bp:go_negative_regulation_of_natural_killer_cell_mediated_immunity
GO_bp:go_artery_development              SET      83      0.05625    0.0037232      0.11923      0.31855 GO_bp:go_artery_development
GO_bp:go_negative_regulation...185       SET      13      0.20925    0.0054916      0.25139      0.20261 GO_bp:go_negative_regulation_of_dendrite_morphogenesis
