# MEAN_SAMPLE_SIZE = 51027
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_glycosyl_compound_c...          SET      39    -0.055565   -0.0025371      0.14396      0.65024 GO_bp:go_glycosyl_compound_catabolic_process
GO_bp:go_protein_hydroxylati...          SET      25    0.0060094   0.00021976      0.19092      0.48745 GO_bp:go_protein_hydroxylation
GO_bp:go_peptidyl_lysine_met...          SET     120    0.0077399   0.00061855     0.079771      0.46135 GO_bp:go_peptidyl_lysine_methylation
GO_bp:go_regulation_of_respo...14        SET      15     -0.38463    -0.010899      0.22057       0.9594 GO_bp:go_regulation_of_response_to_tumor_cell
GO_bp:go_protein_tetrameriza...          SET     150    -0.028372    -0.002533      0.06896      0.65962 GO_bp:go_protein_tetramerization
GO_bp:go_regulation_of_tissu...          SET      68     -0.16822    -0.010134      0.11096      0.93523 GO_bp:go_regulation_of_tissue_remodeling
GO_bp:go_positive_regulation...616       SET      98     0.099642    0.0072005     0.089873      0.13379 GO_bp:go_positive_regulation_of_peptidyl_serine_phosphorylation
GO_bp:go_histone_h3_acetylat...          SET      55       0.0508    0.0027533      0.11305       0.3266 GO_bp:go_histone_h3_acetylation
GO_bp:go_regulation_of_anion...3         SET      88     0.024378    0.0016698     0.093155      0.39678 GO_bp:go_regulation_of_anion_transport
GO_bp:go_cellular_response_t...24        SET      32    -0.029215   -0.0012085      0.16371      0.57082 GO_bp:go_cellular_response_to_dexamethasone_stimulus
GO_bp:go_negative_regulation...204       SET      35    0.0039218   0.00016965      0.14141      0.48894 GO_bp:go_negative_regulation_of_dna_replication
GO_bp:go_response_to_osmotic...          SET      73     -0.14437     -0.00901      0.10837      0.90858 GO_bp:go_response_to_osmotic_stress
GO_bp:go_regulation_of_trans...13        SET      48    -0.061385   -0.0031086      0.12766      0.68469 GO_bp:go_regulation_of_transcription_regulatory_region_dna_binding
GO_bp:go_positive_regulation...406       SET      81    -0.065279   -0.0042907      0.10141      0.74011 GO_bp:go_positive_regulation_of_interleukin_6_production
GO_bp:go_ruffle_organization             SET      52    -0.030517   -0.0016084      0.11735      0.60258 GO_bp:go_ruffle_organization
GO_bp:go_dna_packaging                   SET     166    -0.011616   -0.0010905     0.065904      0.56995 GO_bp:go_dna_packaging
GO_bp:go_muscle_cell_migrati...          SET      78      -0.0356   -0.0022963      0.10631      0.63113 GO_bp:go_muscle_cell_migration
GO_bp:go_branching_involved_...5         SET      22   -0.0031332   -0.0001075      0.20219      0.50618 GO_bp:go_branching_involved_in_salivary_gland_morphogenesis
GO_bp:go_negative_regulation...556       SET      27     0.042537    0.0016165      0.16258       0.3968 GO_bp:go_negative_regulation_of_protein_maturation
GO_bp:go_binding_of_sperm_to...          SET      37      -0.2203   -0.0097979      0.13479       0.9489 GO_bp:go_binding_of_sperm_to_zona_pellucida
GO_bp:go_rna_phosphodiester_...3         SET      39      0.25956     0.011851      0.13128     0.024022 GO_bp:go_rna_phosphodiester_bond_hydrolysis_exonucleolytic
GO_bp:go_adaptation_of_signa...          SET      17       0.3533     0.010657      0.22493     0.058135 GO_bp:go_adaptation_of_signaling_pathway
GO_bp:go_transcytosis                    SET      17     0.097617    0.0029444      0.22507      0.33225 GO_bp:go_transcytosis
GO_bp:go_epithelial_cell_mat...          SET      15      0.10349    0.0029325      0.26092      0.34582 GO_bp:go_epithelial_cell_maturation
GO_bp:go_negative_regulation...261       SET      31   -0.0094189   -0.0003835      0.13586      0.52763 GO_bp:go_negative_regulation_of_gene_silencing
GO_bp:go_regulation_of_cell_...20        SET     867     0.043219    0.0090951     0.031394     0.084322 GO_bp:go_regulation_of_cell_development
GO_bp:go_regulation_of_intri...1         SET     147     0.073342    0.0064826     0.068756      0.14306 GO_bp:go_regulation_of_intrinsic_apoptotic_signaling_pathway
GO_bp:go_establishment_of_pr...7         SET      53     -0.26876      -0.0143      0.12317      0.98544 GO_bp:go_establishment_of_protein_localization_to_plasma_membrane
GO_bp:go_regulation_of_membr...8         SET      30      0.33149     0.013278      0.17902     0.032041 GO_bp:go_regulation_of_membrane_repolarization
GO_bp:go_negative_regulation...490       SET     342     0.016025    0.0021491     0.046631      0.36555 GO_bp:go_negative_regulation_of_organelle_organization
GO_bp:go_negative_regulation...107       SET     655     0.017903    0.0032941     0.035756       0.3083 GO_bp:go_negative_regulation_of_cell_differentiation
GO_bp:go_peptidyl_lysine_dim...          SET      15    -0.094598   -0.0026804      0.20939      0.67428 GO_bp:go_peptidyl_lysine_dimethylation
GO_bp:go_protein_import_into...2         SET      13   0.00024584   6.4851e-06      0.22791      0.49957 GO_bp:go_protein_import_into_peroxisome_matrix
GO_bp:go_positive_regulation...48        SET      50     -0.12556   -0.0064894       0.1191       0.8541 GO_bp:go_positive_regulation_of_atpase_activity
GO_bp:go_limbic_system_devel...          SET     101    -0.053557   -0.0039287     0.090871      0.72219 GO_bp:go_limbic_system_development
GO_bp:go_negative_regulation...114       SET      21     -0.30052    -0.010074      0.17546      0.95661 GO_bp:go_negative_regulation_of_cell_killing
GO_bp:go_positive_regulation...520       SET      17     -0.22889   -0.0069041      0.20382      0.86928 GO_bp:go_positive_regulation_of_monocyte_chemotaxis
GO_bp:go_negative_regulation...365       SET      93    -0.016424   -0.0011563      0.09532       0.5684 GO_bp:go_negative_regulation_of_leukocyte_differentiation
GO_bp:go_axis_elongation                 SET      31     -0.19065   -0.0077628       0.1574       0.8871 GO_bp:go_axis_elongation
GO_bp:go_regulation_of_mitot...1         SET     606     0.045902    0.0081349     0.036088      0.10171 GO_bp:go_regulation_of_mitotic_cell_cycle
GO_bp:go_t_cell_differentiat...1         SET     222    -0.011946    -0.001295     0.062405       0.5759 GO_bp:go_t_cell_differentiation
GO_bp:go_regulation_of_catio...1         SET     153    -0.018128   -0.0016344     0.072574      0.59862 GO_bp:go_regulation_of_cation_channel_activity
GO_bp:go_positive_regulation...698       SET      14     -0.28058   -0.0076808       0.2226      0.89624 GO_bp:go_positive_regulation_of_receptor_recycling
GO_bp:go_response_to_misfold...          SET      23      0.46479     0.016304      0.18029     0.004973 GO_bp:go_response_to_misfolded_protein
GO_bp:go_transmembrane_trans...          SET    1468    0.0034131   0.00091871     0.024253      0.44404 GO_bp:go_transmembrane_transport
GO_bp:go_regulation_of_gene_...2         SET     303     0.076034    0.0096079      0.05011     0.064601 GO_bp:go_regulation_of_gene_expression_epigenetic
GO_bp:go_negative_regulation...465       SET     193      0.13376      0.01353     0.061266     0.014517 GO_bp:go_negative_regulation_of_neuron_death
GO_bp:go_negative_regulation...129       SET     632     0.028797    0.0052081     0.034793      0.20394 GO_bp:go_negative_regulation_of_cellular_component_organization
GO_bp:go_defense_response_to...2         SET      35     -0.16146   -0.0069846      0.14464      0.86785 GO_bp:go_defense_response_to_fungus
GO_bp:go_ribonucleoside_cata...          SET      20    -0.051561   -0.0016868      0.23019      0.58862 GO_bp:go_ribonucleoside_catabolic_process
GO_bp:go_positive_regulation...167       SET      20     0.084781    0.0027735      0.20469      0.33937 GO_bp:go_positive_regulation_of_chondrocyte_differentiation
GO_bp:go_positive_regulation...624       SET      81    -0.031017   -0.0020387      0.10325      0.61806 GO_bp:go_positive_regulation_of_phosphatidylinositol_3_kinase_signaling
GO_bp:go_regulation_of_filop...          SET      39      0.29077     0.013276      0.14875     0.025313 GO_bp:go_regulation_of_filopodium_assembly
GO_bp:go_regulation_of_cell_...36        SET      11      0.30346     0.007364      0.28722      0.14537 GO_bp:go_regulation_of_cell_projection_size
GO_bp:go_nuclear_transcribed...4         SET      34      0.25683     0.010951      0.13702     0.030446 GO_bp:go_nuclear_transcribed_mrna_catabolic_process_exonucleolytic
GO_bp:go_negative_regulation...604       SET      10     -0.13622   -0.0031519      0.24738      0.70906 GO_bp:go_negative_regulation_of_ryanodine_sensitive_calcium_release_channel_activity
GO_bp:go_positive_regulation...579       SET      20     -0.10084   -0.0032989      0.19779      0.69491 GO_bp:go_positive_regulation_of_nitric_oxide_synthase_activity
GO_bp:go_positive_regulation...117       SET      89    -0.044559   -0.0030693     0.089391      0.69092 GO_bp:go_positive_regulation_of_cell_cycle_phase_transition
GO_bp:go_myeloid_dendritic_c...1         SET      29     0.028529    0.0011236       0.1592      0.42889 GO_bp:go_myeloid_dendritic_cell_activation
GO_bp:go_mesonephros_develop...          SET      95      0.10045    0.0071478     0.098037      0.15277 GO_bp:go_mesonephros_development
GO_bp:go_mesodermal_cell_fat...1         SET      18     -0.29065   -0.0090209        0.208      0.91884 GO_bp:go_mesodermal_cell_fate_commitment
GO_bp:go_regulation_of_dendr...1         SET     130       0.1243     0.010336     0.080348     0.060941 GO_bp:go_regulation_of_dendrite_development
GO_bp:go_response_to_light_s...          SET     288     0.015774     0.001944     0.051757      0.38027 GO_bp:go_response_to_light_stimulus
GO_bp:go_regulation_of_axono...          SET     163     0.031927    0.0029703     0.071282      0.32712 GO_bp:go_regulation_of_axonogenesis
GO_bp:go_ribosomal_small_sub...1         SET      16      0.24109    0.0070551      0.20575      0.12065 GO_bp:go_ribosomal_small_subunit_assembly
GO_bp:go_regulation_of_activ...3         SET      23     -0.24696   -0.0086632      0.19596      0.89621 GO_bp:go_regulation_of_activin_receptor_signaling_pathway
GO_bp:go_regulation_of_syste...5         SET      36    -0.037469   -0.0016438      0.16859      0.58794 GO_bp:go_regulation_of_systemic_arterial_blood_pressure_by_hormone
GO_bp:go_regulation_of_neutr...4         SET      29     -0.27451    -0.010811      0.17724      0.93928 GO_bp:go_regulation_of_neutrophil_migration
GO_bp:go_cellular_response_t...75        SET      73     0.028859    0.0018011      0.10734      0.39402 GO_bp:go_cellular_response_to_mechanical_stimulus
GO_bp:go_pentose_metabolic_p...          SET       6     -0.45403   -0.0081384      0.40465      0.86907 GO_bp:go_pentose_metabolic_process
GO_bp:go_positive_regulation...206       SET     466    -0.017807    -0.002778     0.042574      0.66212 GO_bp:go_positive_regulation_of_defense_response
GO_bp:go_phagocytosis                    SET     242     0.045365    0.0051315      0.05848      0.21896 GO_bp:go_phagocytosis
GO_bp:go_branching_involved_...3         SET      25    -0.011428  -0.00041794      0.18608      0.52449 GO_bp:go_branching_involved_in_mammary_gland_duct_morphogenesis
GO_bp:go_alkaloid_metabolic_...          SET       4     -0.27921   -0.0040866      0.39575      0.75975 GO_bp:go_alkaloid_metabolic_process
GO_bp:go_positive_regulation...606       SET      12    0.0030908   7.8338e-05      0.29057      0.49576 GO_bp:go_positive_regulation_of_oxidative_stress_induced_cell_death
GO_bp:go_centromere_complex_...          SET      49    -0.010149  -0.00051926      0.12237      0.53305 GO_bp:go_centromere_complex_assembly
GO_bp:go_positive_regulation...544       SET      27      0.07519    0.0028575      0.15426      0.31298 GO_bp:go_positive_regulation_of_myeloid_leukocyte_mediated_immunity
GO_bp:go_rrna_containing_rib...          SET      16    -0.030211  -0.00088407      0.21458      0.55598 GO_bp:go_rrna_containing_ribonucleoprotein_complex_export_from_nucleus
GO_bp:go_mitotic_sister_chro...1         SET      19      0.27508    0.0087712      0.19768     0.082039 GO_bp:go_mitotic_sister_chromatid_cohesion
GO_bp:go_kinetochore_organiz...          SET      21     0.082764    0.0027743      0.19145      0.33276 GO_bp:go_kinetochore_organization
GO_bp:go_negative_regulation...268       SET      11     0.062908    0.0015266      0.23416       0.3941 GO_bp:go_negative_regulation_of_glucose_import
GO_bp:go_glucose_catabolic_p...          SET       8      0.26932    0.0055741      0.30257      0.18671 GO_bp:go_glucose_catabolic_process
GO_bp:go_antigen_processing_...3         SET      21     0.062242    0.0020864      0.20063      0.37819 GO_bp:go_antigen_processing_and_presentation_of_endogenous_antigen
GO_bp:go_regulation_of_camp_...1         SET      16    -0.089031   -0.0026054      0.23288      0.64888 GO_bp:go_regulation_of_camp_dependent_protein_kinase_activity
GO_bp:go_regulation_of_trans...12        SET      27     -0.11782   -0.0044773      0.16873      0.75748 GO_bp:go_regulation_of_transcription_involved_in_g1_s_transition_of_mitotic_cell_cycle
GO_bp:go_positive_regulation...770       SET      57    -0.065853   -0.0036333      0.12219      0.70503 GO_bp:go_positive_regulation_of_striated_muscle_cell_differentiation
GO_bp:go_inorganic_ion_trans...          SET     765     0.017819    0.0035326     0.033338       0.2965 GO_bp:go_inorganic_ion_transmembrane_transport
GO_bp:go_positive_regulation...381       SET      31      0.02179    0.0008872      0.15274      0.44328 GO_bp:go_positive_regulation_of_insulin_secretion_involved_in_cellular_response_to_glucose_stimulus
GO_bp:go_negative_regulation...98        SET     581      0.03594     0.006241     0.036946      0.16534 GO_bp:go_negative_regulation_of_cell_cycle
GO_bp:go_positive_regulation...189       SET      32     0.013119   0.00054269      0.17214      0.46963 GO_bp:go_positive_regulation_of_cyclin_dependent_protein_kinase_activity
GO_bp:go_axonal_fasciculation            SET      21    -0.025484  -0.00085423      0.22151      0.54579 GO_bp:go_axonal_fasciculation
GO_bp:go_intrinsic_apoptotic...5         SET      59       0.1429     0.008021      0.11864      0.11421 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_endoplasmic_reticulum_stress
GO_bp:go_regulation_of_defen...2         SET      16    -0.059199   -0.0017324      0.20601      0.61308 GO_bp:go_regulation_of_defense_response_to_bacterium
GO_bp:go_positive_regulation...610       SET      46      0.16405    0.0081336      0.13928      0.11943 GO_bp:go_positive_regulation_of_pathway_restricted_smad_protein_phosphorylation
GO_bp:go_folic_acid_metaboli...          SET      19     0.059858    0.0019087       0.2068      0.38612 GO_bp:go_folic_acid_metabolic_process
GO_bp:go_regionalization                 SET     327    0.0071454   0.00093738     0.054542      0.44789 GO_bp:go_regionalization
GO_bp:go_central_nervous_sys...1         SET     908     0.073369     0.015783     0.031037    0.0090463 GO_bp:go_central_nervous_system_development
GO_bp:go_response_to_water               SET      14      -0.2319   -0.0063483      0.24068      0.83236 GO_bp:go_response_to_water
GO_bp:go_regulation_of_cell_...27        SET      89     -0.21199    -0.014602     0.095603      0.98669 GO_bp:go_regulation_of_cell_killing
GO_bp:go_regulation_of_carbo...2         SET      76    -0.027612   -0.0017582     0.098847      0.61001 GO_bp:go_regulation_of_carbohydrate_catabolic_process
GO_bp:go_regulation_of_respi...2         SET      20    -0.051149   -0.0016733      0.19991      0.60097 GO_bp:go_regulation_of_respiratory_gaseous_exchange
GO_bp:go_glycosyl_compound_b...          SET      39    -0.093029   -0.0042476      0.14978      0.73273 GO_bp:go_glycosyl_compound_biosynthetic_process
GO_bp:go_response_to_oxidati...          SET     409    0.0070956    0.0010387     0.043115      0.43464 GO_bp:go_response_to_oxidative_stress
GO_bp:go_regulation_of_jun_k...          SET      85    -0.026646   -0.0017939     0.095909      0.60943 GO_bp:go_regulation_of_jun_kinase_activity
GO_bp:go_cerebellar_purkinje...2         SET      24     0.057665    0.0020663      0.16604      0.36419 GO_bp:go_cerebellar_purkinje_cell_layer_development
GO_bp:go_phospholipid_efflux             SET      12      0.10945     0.002774      0.29932      0.35732 GO_bp:go_phospholipid_efflux
GO_bp:go_mucopolysaccharide_...          SET      18     0.064055    0.0019881      0.22074      0.38584 GO_bp:go_mucopolysaccharide_metabolic_process
GO_bp:go_regulation_of_phosp...15        SET    1542     0.024102    0.0066349     0.023483      0.15236 GO_bp:go_regulation_of_phosphorus_metabolic_process
GO_bp:go_trna_processing                 SET     121    -0.089617   -0.0071916     0.078062      0.87451 GO_bp:go_trna_processing
GO_bp:go_regulation_of_synap...2         SET      13      0.23568    0.0062173      0.26204      0.18423 GO_bp:go_regulation_of_synapse_maturation
GO_bp:go_regulation_of_vascu...2         SET      30     0.010338   0.00041407      0.16933      0.47566 GO_bp:go_regulation_of_vascular_permeability
GO_bp:go_response_to_mechani...          SET     197     0.091498    0.0093496      0.06592     0.082575 GO_bp:go_response_to_mechanical_stimulus
GO_bp:go_subpallium_developm...          SET      24     0.047267    0.0016937      0.19851       0.4059 GO_bp:go_subpallium_development
GO_bp:go_somatic_recombinati...          SET      47     0.046857    0.0023481      0.14351      0.37202 GO_bp:go_somatic_recombination_of_immunoglobulin_gene_segments
GO_bp:go_b_cell_receptor_sig...          SET      53    -0.054533   -0.0029016      0.12328      0.67088 GO_bp:go_b_cell_receptor_signaling_pathway
GO_bp:go_receptor_catabolic_...          SET      31   -0.0034917  -0.00014217      0.14898      0.50935 GO_bp:go_receptor_catabolic_process
GO_bp:go_signal_peptide_proc...          SET      11      0.29834    0.0072399      0.27914      0.14259 GO_bp:go_signal_peptide_processing
GO_bp:go_epithelial_cell_fat...          SET      16     -0.26367   -0.0077158      0.26868      0.83678 GO_bp:go_epithelial_cell_fate_commitment
GO_bp:go_sodium_ion_transport            SET     206     0.045286    0.0047308     0.064148      0.24011 GO_bp:go_sodium_ion_transport
GO_bp:go_positive_regulation...400       SET      13     -0.36149    -0.009536      0.28098      0.90086 GO_bp:go_positive_regulation_of_interleukin_2_biosynthetic_process
GO_bp:go_apoptotic_mitochond...          SET     113    -0.019482   -0.0015112     0.073887      0.60398 GO_bp:go_apoptotic_mitochondrial_changes
GO_bp:go_protein_exit_from_e...          SET      42     0.063252    0.0029968      0.11802        0.296 GO_bp:go_protein_exit_from_endoplasmic_reticulum
GO_bp:go_t_cell_apoptotic_pr...          SET      48     -0.06065   -0.0030715       0.1171      0.69774 GO_bp:go_t_cell_apoptotic_process
GO_bp:go_retinoic_acid_recep...          SET      29    -0.075195   -0.0029614      0.17092      0.67001 GO_bp:go_retinoic_acid_receptor_signaling_pathway
GO_bp:go_positive_regulation...46        SET      16      0.14301    0.0041849      0.26085      0.29177 GO_bp:go_positive_regulation_of_astrocyte_differentiation
GO_bp:go_skeletal_system_mor...          SET     232       0.1341     0.014856     0.061876     0.015118 GO_bp:go_skeletal_system_morphogenesis
GO_bp:go_leukotriene_metabol...          SET      15      0.28999    0.0082168      0.21542      0.08914 GO_bp:go_leukotriene_metabolic_process
GO_bp:go_positive_regulation...172       SET      27     0.087797    0.0033365      0.16805      0.30068 GO_bp:go_positive_regulation_of_chromosome_segregation
GO_bp:go_rrna_methylation                SET      24     -0.26394   -0.0094577      0.15236      0.95839 GO_bp:go_rrna_methylation
GO_bp:go_gene_silencing_by_r...          SET     170     0.088354     0.008393     0.066697     0.092643 GO_bp:go_gene_silencing_by_rna
GO_bp:go_cell_cell_adhesion_...4         SET     252     -0.01535   -0.0017714     0.065803      0.59223 GO_bp:go_cell_cell_adhesion_via_plasma_membrane_adhesion_molecules
GO_bp:go_positive_regulation...562       SET      49      0.16032    0.0082029      0.12031     0.091345 GO_bp:go_positive_regulation_of_neuron_apoptotic_process
GO_bp:go_temperature_homeost...          SET     163    -0.097926   -0.0091104     0.070984      0.91613 GO_bp:go_temperature_homeostasis
GO_bp:go_embryonic_camera_ty...2         SET      12      0.12501    0.0031685      0.26579      0.31906 GO_bp:go_embryonic_camera_type_eye_formation
GO_bp:go_protein_o_linked_gl...1         SET     104     0.025177     0.001874     0.085337      0.38398 GO_bp:go_protein_o_linked_glycosylation
GO_bp:go_purinergic_receptor...          SET      27     -0.11184   -0.0042504      0.17557      0.73794 GO_bp:go_purinergic_receptor_signaling_pathway
GO_bp:go_negative_regulation...572       SET      12   -0.0072987  -0.00018499       0.2396      0.51215 GO_bp:go_negative_regulation_of_receptor_binding
GO_bp:go_positive_regulation...780       SET      12      0.17116    0.0043382      0.25202      0.24852 GO_bp:go_positive_regulation_of_synaptic_transmission_gabaergic
GO_bp:go_dopamine_transport              SET      50      0.03888    0.0020095        0.125      0.37788 GO_bp:go_dopamine_transport
GO_bp:go_regulation_of_calci...6         SET      80     -0.14779   -0.0096538      0.10049      0.92929 GO_bp:go_regulation_of_calcium_ion_transmembrane_transporter_activity
GO_bp:go_circulatory_system_...1         SET     986    -0.027531   -0.0061578     0.030208      0.81894 GO_bp:go_circulatory_system_development
GO_bp:go_cellular_response_t...119       SET      51     -0.04518   -0.0023583      0.12766      0.63829 GO_bp:go_cellular_response_to_vascular_endothelial_growth_factor_stimulus
GO_bp:go_positive_regulation...315       SET      13      0.44301     0.011687      0.24785     0.036945 GO_bp:go_positive_regulation_of_gluconeogenesis
GO_bp:go_embryonic_camera_ty...1         SET      36      0.10131    0.0044447      0.15122      0.25145 GO_bp:go_embryonic_camera_type_eye_development
GO_bp:go_positive_regulation...273       SET      14     -0.20022   -0.0054811      0.22834      0.80971 GO_bp:go_positive_regulation_of_execution_phase_of_apoptosis
GO_bp:go_positive_regulation...232       SET      29      0.10148    0.0039965      0.15794      0.26027 GO_bp:go_positive_regulation_of_dna_templated_transcription_elongation
GO_bp:go_n_terminal_protein_...2         SET      28       0.1203    0.0046554      0.17441      0.24519 GO_bp:go_n_terminal_protein_amino_acid_modification
GO_bp:go_nucleotide_excision...7         SET      20     0.094784    0.0031008      0.17905      0.29827 GO_bp:go_nucleotide_excision_repair_preincision_complex_stabilization
GO_bp:go_embryonic_placenta_...2         SET      25     0.061227    0.0022391      0.17689      0.36462 GO_bp:go_embryonic_placenta_morphogenesis
GO_bp:go_dopamine_receptor_s...          SET      41     0.036306    0.0016996      0.14038      0.39796 GO_bp:go_dopamine_receptor_signaling_pathway
GO_bp:go_regulation_of_erad_...          SET      27      0.19325    0.0073442      0.14719     0.094611 GO_bp:go_regulation_of_erad_pathway
GO_bp:go_behavior                        SET     558     0.085051     0.014483     0.039406      0.01546 GO_bp:go_behavior
GO_bp:go_cytoskeleton_depend...2         SET     165    -0.078014   -0.0073019     0.064358      0.88727 GO_bp:go_cytoskeleton_dependent_intracellular_transport
GO_bp:go_mannosylation                   SET      34     0.030064    0.0012819      0.14095      0.41555 GO_bp:go_mannosylation
GO_bp:go_dna_replication_ind...          SET      49    -0.036983   -0.0018923      0.12289      0.61827 GO_bp:go_dna_replication_independent_nucleosome_organization
GO_bp:go_axon_extension                  SET     106   -0.0079208  -0.00059517      0.08881      0.53553 GO_bp:go_axon_extension
GO_bp:go_positive_regulation...685       SET      30     0.097957    0.0039237      0.14298      0.24664 GO_bp:go_positive_regulation_of_protein_targeting_to_membrane
GO_bp:go_bile_acid_metabolic...          SET      43    -0.069883   -0.0033501      0.13595      0.69638 GO_bp:go_bile_acid_metabolic_process
GO_bp:go_regulation_of_sodiu...2         SET      59     0.076472    0.0042923      0.11879      0.25986 GO_bp:go_regulation_of_sodium_ion_transmembrane_transport
GO_bp:go_innervation                     SET      27      -0.2551   -0.0096944      0.19513      0.90444 GO_bp:go_innervation
GO_bp:go_response_to_virus               SET     304      0.04536    0.0057411       0.0503      0.18359 GO_bp:go_response_to_virus
GO_bp:go_developmental_matur...          SET     267     0.044065     0.005232     0.055757      0.21468 GO_bp:go_developmental_maturation
GO_bp:go_regulation_of_cellu...3         SET      60       0.1497    0.0084733      0.12114      0.10827 GO_bp:go_regulation_of_cellular_amino_acid_metabolic_process
GO_bp:go_alcohol_biosyntheti...          SET     162    -0.040535   -0.0037596     0.066644      0.72848 GO_bp:go_alcohol_biosynthetic_process
GO_bp:go_adipose_tissue_deve...          SET      40     0.021033   0.00097255      0.14243       0.4413 GO_bp:go_adipose_tissue_development
GO_bp:go_pyridine_containing...1         SET      35    -0.035314   -0.0015277      0.13641      0.60213 GO_bp:go_pyridine_containing_compound_biosynthetic_process
GO_bp:go_protein_targeting_t...1         SET      19     -0.25499   -0.0081306      0.18944      0.91084 GO_bp:go_protein_targeting_to_lysosome
GO_bp:go_isoprenoid_metaboli...          SET      94    0.0046412   0.00032851     0.090816      0.47962 GO_bp:go_isoprenoid_metabolic_process
GO_bp:go_negative_regulation...610       SET      33    -0.031653   -0.0013296      0.16086        0.578 GO_bp:go_negative_regulation_of_signal_transduction_in_absence_of_ligand
GO_bp:go_renal_system_proces...2         SET      22      0.15435    0.0052955      0.20135      0.22168 GO_bp:go_renal_system_process_involved_in_regulation_of_systemic_arterial_blood_pressure
GO_bp:go_negative_regulation...559       SET     538     0.085888     0.014369     0.038261     0.012396 GO_bp:go_negative_regulation_of_protein_modification_process
GO_bp:go_negative_regulation...47        SET      11      -0.1045   -0.0025358      0.24839      0.66301 GO_bp:go_negative_regulation_of_b_cell_apoptotic_process
GO_bp:go_response_to_uv_b                SET      17      0.29061    0.0087658      0.21083     0.084044 GO_bp:go_response_to_uv_b
GO_bp:go_cellular_response_t...26        SET     336     0.046603    0.0061957     0.049447      0.17298 GO_bp:go_cellular_response_to_drug
GO_bp:go_regulation_of_respo...3         SET     195    -0.034524   -0.0035101     0.064253      0.70447 GO_bp:go_regulation_of_response_to_dna_damage_stimulus
GO_bp:go_autophagosome_organ...          SET      89      0.15325     0.010556     0.088139     0.041054 GO_bp:go_autophagosome_organization
GO_bp:go_positive_regulation...70        SET      51        0.125    0.0065246      0.12281      0.15439 GO_bp:go_positive_regulation_of_blood_vessel_endothelial_cell_migration
GO_bp:go_protein_autoprocess...          SET      15    -0.052178   -0.0014785      0.20955      0.59832 GO_bp:go_protein_autoprocessing
GO_bp:go_erythrocyte_develop...          SET      27      0.35128      0.01335      0.16193     0.015036 GO_bp:go_erythrocyte_development
GO_bp:go_cellular_response_t...25        SET     784    0.0025341    0.0005083     0.031125      0.46756 GO_bp:go_cellular_response_to_dna_damage_stimulus
GO_bp:go_phosphatidylinosito...3         SET      17     -0.40124    -0.012103      0.22184      0.96474 GO_bp:go_phosphatidylinositol_acyl_chain_remodeling
GO_bp:go_polyol_biosynthetic...          SET      75     0.045308    0.0028661     0.098024      0.32197 GO_bp:go_polyol_biosynthetic_process
GO_bp:go_negative_regulation...700       SET      54    -0.060131   -0.0032293       0.1203       0.6914 GO_bp:go_negative_regulation_of_tumor_necrosis_factor_superfamily_cytokine_production
GO_bp:go_endodermal_cell_fat...1         SET      15      0.14858    0.0042099      0.22335      0.25296 GO_bp:go_endodermal_cell_fate_commitment
GO_bp:go_monoamine_transport             SET      81     0.011954    0.0007857     0.097899      0.45141 GO_bp:go_monoamine_transport
GO_bp:go_response_to_starvat...          SET     177      0.10406     0.010084     0.065597     0.056345 GO_bp:go_response_to_starvation
GO_bp:go_regulation_of_gtpas...          SET     429     0.024024    0.0035999     0.043942      0.29228 GO_bp:go_regulation_of_gtpase_activity
GO_bp:go_positive_regulation...87        SET      20     -0.20522   -0.0067135      0.19794      0.85007 GO_bp:go_positive_regulation_of_camp_mediated_signaling
GO_bp:go_response_to_redox_s...          SET      14     0.085163    0.0023313      0.21723      0.34752 GO_bp:go_response_to_redox_state
GO_bp:go_regulation_of_gluco...4         SET      40     0.090219    0.0041717      0.14453      0.26624 GO_bp:go_regulation_of_gluconeogenesis
GO_bp:go_post_embryonic_deve...          SET      84      0.16923     0.011326     0.099265     0.044124 GO_bp:go_post_embryonic_development
GO_bp:go_cellular_defense_re...          SET      53    -0.065797   -0.0035009      0.11925      0.70944 GO_bp:go_cellular_defense_response
GO_bp:go_biological_adhesion             SET    1309    -0.011105   -0.0028356     0.026812      0.66062 GO_bp:go_biological_adhesion
GO_bp:go_cortical_cytoskelet...          SET      45     -0.13933   -0.0068325      0.12437       0.8687 GO_bp:go_cortical_cytoskeleton_organization
GO_bp:go_hormone_metabolic_p...          SET     211   0.00081349   8.5995e-05     0.062698      0.49482 GO_bp:go_hormone_metabolic_process
GO_bp:go_response_to_purine_...          SET     148    -0.040823   -0.0036204     0.071307       0.7165 GO_bp:go_response_to_purine_containing_compound
GO_bp:go_g_protein_coupled_r...3         SET     235      0.04387    0.0048911     0.061551      0.23801 GO_bp:go_g_protein_coupled_receptor_signaling_pathway_coupled_to_cyclic_nucleotide_second_messenger
GO_bp:go_uterus_development              SET      22     0.094106    0.0032287      0.19425      0.31403 GO_bp:go_uterus_development
