# TOTAL_GENES = 19126
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_ventricular_compact...          SET       8      0.25307    0.0051747       0.3463      0.23247 GO_bp:go_ventricular_compact_myocardium_morphogenesis
GO_bp:go_atrial_cardiac_musc...3         SET       7      0.18726    0.0035819       0.3555      0.29919 GO_bp:go_atrial_cardiac_muscle_tissue_development
GO_bp:go_growth_involved_in_...1         SET       4     -0.48217   -0.0069724      0.45061      0.85769 GO_bp:go_growth_involved_in_heart_morphogenesis
GO_bp:go_cardiac_neural_cres...3         SET       7     -0.70955    -0.013572      0.38393       0.9677 GO_bp:go_cardiac_neural_crest_cell_migration_involved_in_outflow_tract_morphogenesis
GO_bp:go_regulation_of_trans...9         SET       7      0.22607    0.0043242      0.35298      0.26094 GO_bp:go_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_myocardial_precursor_cell_differentiation
GO_bp:go_cardioblast_prolife...          SET      11     -0.27121   -0.0065024      0.28415      0.83007 GO_bp:go_cardioblast_proliferation
GO_bp:go_regulation_of_secon...1         SET      10     -0.33257   -0.0076026      0.29577      0.86957 GO_bp:go_regulation_of_secondary_heart_field_cardioblast_proliferation
GO_bp:go_apoptotic_process_i...3         SET       5     -0.22004   -0.0035573      0.45815      0.68448 GO_bp:go_apoptotic_process_involved_in_heart_morphogenesis
GO_bp:go_septum_primum_devel...          SET       6     0.086807    0.0015373       0.3771      0.40897 GO_bp:go_septum_primum_development
GO_bp:go_atrial_septum_primu...          SET       5     0.011522   0.00018627      0.40579      0.48867 GO_bp:go_atrial_septum_primum_morphogenesis
GO_bp:go_muscle_hypertrophy_...          SET      23    -0.029739   -0.0010307      0.18204      0.56488 GO_bp:go_muscle_hypertrophy_in_response_to_stress
GO_bp:go_physiological_cardi...          SET      24     -0.52311    -0.018519      0.18349      0.99782 GO_bp:go_physiological_cardiac_muscle_hypertrophy
GO_bp:go_wnt_signaling_pathw...2         SET      10    -0.043177  -0.00098705      0.25302      0.56775 GO_bp:go_wnt_signaling_pathway_involved_in_heart_development
GO_bp:go_regulation_of_wnt_s...2         SET       5      0.17518    0.0028322      0.42866      0.34139 GO_bp:go_regulation_of_wnt_signaling_pathway_involved_in_heart_development
GO_bp:go_pancreatic_a_cell_d...          SET       7     0.058424    0.0011175      0.38166      0.43917 GO_bp:go_pancreatic_a_cell_differentiation
GO_bp:go_positive_regulation...68        SET       6     -0.20601   -0.0036483      0.41212      0.69142 GO_bp:go_positive_regulation_of_blood_pressure_by_epinephrine_norepinephrine
GO_bp:go_regulation_of_extra...2         SET       7     -0.52244   -0.0099932      0.37665      0.91728 GO_bp:go_regulation_of_extracellular_matrix_constituent_secretion
GO_bp:go_keratinocyte_develo...          SET      12     -0.22982    -0.005755      0.26016      0.81148 GO_bp:go_keratinocyte_development
GO_bp:go_mesenchymal_to_epit...2         SET      12     -0.15093   -0.0037794      0.28934      0.69903 GO_bp:go_mesenchymal_to_epithelial_transition_involved_in_metanephros_morphogenesis
GO_bp:go_regulation_of_mesen...3         SET       7     -0.35908   -0.0068686      0.37554       0.8305 GO_bp:go_regulation_of_mesenchymal_to_epithelial_transition_involved_in_metanephros_morphogenesis
GO_bp:go_pericardium_morphog...          SET       9    -0.099349   -0.0021547      0.31609      0.62336 GO_bp:go_pericardium_morphogenesis
GO_bp:go_regulation_of_ciliu...2         SET      11     0.054175    0.0012989      0.23655      0.40943 GO_bp:go_regulation_of_cilium_beat_frequency
GO_bp:go_noradrenergic_neuro...          SET       7      0.17929    0.0034295      0.37343      0.31557 GO_bp:go_noradrenergic_neuron_differentiation
GO_bp:go_brainstem_developme...          SET       6      0.82336     0.014581      0.29339    0.0025075 GO_bp:go_brainstem_development
GO_bp:go_dynamin_family_prot...          SET       4     0.070392    0.0010179      0.48471      0.44227 GO_bp:go_dynamin_family_protein_polymerization_involved_in_membrane_fission
GO_bp:go_sphingosine_1_phosp...          SET      10    -0.017704  -0.00040472      0.26421      0.52671 GO_bp:go_sphingosine_1_phosphate_receptor_signaling_pathway
GO_bp:go_planar_cell_polarit...          SET       6     -0.23979   -0.0042466      0.39912      0.72601 GO_bp:go_planar_cell_polarity_pathway_involved_in_axis_elongation
GO_bp:go_chondrocyte_differe...2         SET      30      0.10175    0.0040268      0.16007      0.26249 GO_bp:go_chondrocyte_differentiation_involved_in_endochondral_bone_morphogenesis
GO_bp:go_growth_plate_cartil...1         SET      24     0.055048    0.0019488      0.18316      0.38188 GO_bp:go_growth_plate_cartilage_chondrocyte_differentiation
GO_bp:go_growth_plate_cartil...3         SET      19      0.23354    0.0073574      0.20352       0.1256 GO_bp:go_growth_plate_cartilage_morphogenesis
GO_bp:go_chondrocyte_develop...2         SET      24      0.10996     0.003893      0.18281      0.27376 GO_bp:go_chondrocyte_development_involved_in_endochondral_bone_morphogenesis
GO_bp:go_glycogen_biosynthet...          SET      44      0.12405    0.0059434      0.13633      0.18143 GO_bp:go_glycogen_biosynthetic_process
GO_bp:go_regulation_of_glyco...1         SET       6      0.19333    0.0034237      0.39026      0.31017 GO_bp:go_regulation_of_glycogen_catabolic_process
GO_bp:go_disaccharide_metabo...          SET       6     -0.39828   -0.0070534      0.33362      0.88372 GO_bp:go_disaccharide_metabolic_process
GO_bp:go_fructose_catabolic_...          SET       5     0.023759    0.0003841      0.26919      0.46484 GO_bp:go_fructose_catabolic_process
GO_bp:go_fructose_6_phosphat...          SET       9    -0.096902   -0.0021016      0.22974       0.6634 GO_bp:go_fructose_6_phosphate_metabolic_process
GO_bp:go_fructose_2_6_bispho...          SET       4     -0.39485   -0.0057097      0.36202      0.86228 GO_bp:go_fructose_2_6_bisphosphate_metabolic_process
GO_bp:go_mannose_metabolic_p...          SET       8      0.43075     0.008808       0.2525     0.044021 GO_bp:go_mannose_metabolic_process
GO_bp:go_5_phosphoribose_1_d...          SET       4     0.011065   0.00016001      0.51269      0.49139 GO_bp:go_5_phosphoribose_1_diphosphate_biosynthetic_process
GO_bp:go_udp_n_acetylglucosa...1         SET      10       0.1176    0.0026885      0.26182      0.32665 GO_bp:go_udp_n_acetylglucosamine_biosynthetic_process
GO_bp:go_ethanol_oxidation               SET      11     -0.47923     -0.01149      0.25558       0.9696 GO_bp:go_ethanol_oxidation
GO_bp:go_acetyl_coa_biosynth...2         SET      14      0.11168    0.0030206      0.21408      0.30095 GO_bp:go_acetyl_coa_biosynthetic_process_from_pyruvate
GO_bp:go_lactate_metabolic_p...          SET       6     -0.76681     -0.01358      0.36223      0.98286 GO_bp:go_lactate_metabolic_process
GO_bp:go_glycolytic_process              SET     101     0.026558    0.0019249     0.079518       0.3692 GO_bp:go_glycolytic_process
GO_bp:go_tricarboxylic_acid_...1         SET      33    -0.083053    -0.003447      0.14899      0.71138 GO_bp:go_tricarboxylic_acid_cycle
GO_bp:go_isocitrate_metaboli...          SET       4     -0.63563   -0.0091916       0.4962      0.89989 GO_bp:go_isocitrate_metabolic_process
GO_bp:go_succinyl_coa_metabo...          SET       6      0.46071     0.008159      0.29467     0.058976 GO_bp:go_succinyl_coa_metabolic_process
GO_bp:go_succinate_metabolic...          SET       7     0.079994    0.0015301      0.32526      0.40287 GO_bp:go_succinate_metabolic_process
GO_bp:go_malate_metabolic_pr...          SET       8       0.2493    0.0050977      0.29591      0.19976 GO_bp:go_malate_metabolic_process
GO_bp:go_glycerol_biosynthet...          SET       5     -0.52331   -0.0084603      0.32768      0.94486 GO_bp:go_glycerol_biosynthetic_process
GO_bp:go_mitochondrial_elect...1         SET      46      0.10018    0.0049074      0.12075      0.20337 GO_bp:go_mitochondrial_electron_transport_nadh_to_ubiquinone
GO_bp:go_purine_ribonucleosi...          SET       4      0.44483    0.0064325      0.52639      0.19905 GO_bp:go_purine_ribonucleoside_salvage
GO_bp:go_amp_biosynthetic_pr...          SET       5      0.25586    0.0041365      0.41798      0.27023 GO_bp:go_amp_biosynthetic_process
GO_bp:go_adp_biosynthetic_pr...          SET       5     -0.32473   -0.0052499      0.37715      0.80538 GO_bp:go_adp_biosynthetic_process
GO_bp:go_gtp_biosynthetic_pr...          SET      10     -0.15254   -0.0034871      0.23703      0.74006 GO_bp:go_gtp_biosynthetic_process
GO_bp:go_de_novo_imp_biosynt...          SET       6     -0.14321   -0.0025362      0.31521      0.67521 GO_bp:go_de_novo_imp_biosynthetic_process
GO_bp:go_camp_catabolic_proc...          SET       9     -0.46227    -0.010026      0.26054      0.96198 GO_bp:go_camp_catabolic_process
GO_bp:go_de_novo_pyrimidine_...          SET       6     -0.80617    -0.014277      0.40409      0.97697 GO_bp:go_de_novo_pyrimidine_nucleobase_biosynthetic_process
GO_bp:go_ump_biosynthetic_pr...          SET       9     -0.63007    -0.013665      0.31848      0.97605 GO_bp:go_ump_biosynthetic_process
GO_bp:go_dump_biosynthetic_p...          SET       4     -0.45683    -0.006606      0.49056      0.82413 GO_bp:go_dump_biosynthetic_process
GO_bp:go_utp_biosynthetic_pr...          SET       9     -0.23236   -0.0050393      0.26069      0.81361 GO_bp:go_utp_biosynthetic_process
GO_bp:go_mitochondrial_dna_r...2         SET      12     0.036622   0.00091707      0.21306      0.43176 GO_bp:go_mitochondrial_dna_replication
GO_bp:go_dna_topological_cha...          SET      10    -0.016669  -0.00038106      0.24386      0.52725 GO_bp:go_dna_topological_change
GO_bp:go_dna_unwinding_invol...          SET      10      0.37218    0.0085081      0.20931     0.037703 GO_bp:go_dna_unwinding_involved_in_dna_replication
GO_bp:go_dna_replication_syn...          SET       4     -0.26352   -0.0038106      0.35929      0.76835 GO_bp:go_dna_replication_synthesis_of_rna_primer
GO_bp:go_base_excision_repai...1         SET      10      0.26307     0.006014      0.20586      0.10064 GO_bp:go_base_excision_repair_ap_site_formation
GO_bp:go_base_excision_repai...2         SET       5     -0.10582   -0.0017108      0.28644       0.6441 GO_bp:go_base_excision_repair_gap_filling
GO_bp:go_pyrimidine_dimer_re...          SET       8      0.78727     0.016098      0.26449    0.0014593 GO_bp:go_pyrimidine_dimer_repair
GO_bp:go_dna_methylation                 SET      64    -0.011761  -0.00067923      0.10751      0.54356 GO_bp:go_dna_methylation
GO_bp:go_dna_dealkylation_in...          SET      10       0.2644    0.0060443      0.24386      0.13914 GO_bp:go_dna_dealkylation_involved_in_dna_repair
GO_bp:go_chromatin_silencing...2         SET       8     -0.69717    -0.014256      0.27497      0.99438 GO_bp:go_chromatin_silencing_at_telomere
GO_bp:go_regulation_of_trans...3         SET      29    -0.079013   -0.0030744      0.15876      0.69065 GO_bp:go_regulation_of_transcription_by_rna_polymerase_i
GO_bp:go_regulation_of_trans...4         SET      21     -0.19396   -0.0064236      0.17389      0.86766 GO_bp:go_regulation_of_transcription_by_rna_polymerase_iii
GO_bp:go_transcription_by_rn...1         SET      59    -0.043173   -0.0023942      0.11087       0.6515 GO_bp:go_transcription_by_rna_polymerase_i
GO_bp:go_transcription_initi...1         SET      35     0.033899    0.0014489      0.14243      0.40594 GO_bp:go_transcription_initiation_from_rna_polymerase_i_promoter
GO_bp:go_transcription_elong...1         SET      30   -0.0044088  -0.00017448        0.155      0.51135 GO_bp:go_transcription_elongation_from_rna_polymerase_i_promoter
GO_bp:go_termination_of_rna_...1         SET      31  -0.00067262  -2.7058e-05      0.15129      0.50177 GO_bp:go_termination_of_rna_polymerase_i_transcription
GO_bp:go_adenosine_to_inosin...          SET       9      0.74446     0.016146       0.2777    0.0036751 GO_bp:go_adenosine_to_inosine_editing
GO_bp:go_transcription_by_rn...2         SET      53    -0.012419  -0.00065285      0.10721      0.54611 GO_bp:go_transcription_by_rna_polymerase_iii
GO_bp:go_transcription_initi...3         SET      13      0.10596    0.0027615      0.22039      0.31535 GO_bp:go_transcription_initiation_from_rna_polymerase_iii_promoter
GO_bp:go_mitochondrial_trans...1         SET      15      0.26933    0.0075398      0.18093     0.068312 GO_bp:go_mitochondrial_transcription
GO_bp:go_mrna_3_end_processi...2         SET       5     -0.26432   -0.0042732      0.24012       0.8645 GO_bp:go_mrna_3_end_processing_by_stem_loop_binding_and_cleavage
GO_bp:go_rna_export_from_nuc...          SET     131  -0.00044741  -3.6902e-05     0.067179      0.50266 GO_bp:go_rna_export_from_nucleus
GO_bp:go_mrna_export_from_nu...          SET     105     0.031964    0.0023619      0.07509      0.33517 GO_bp:go_mrna_export_from_nucleus
GO_bp:go_regulation_of_trans...24        SET       9      0.49183     0.010667      0.24678     0.023137 GO_bp:go_regulation_of_translational_termination
GO_bp:go_translational_readt...          SET       9      0.18419    0.0039948      0.25224      0.23263 GO_bp:go_translational_readthrough
GO_bp:go_protein_sulfation               SET       8     -0.25759   -0.0052671      0.25151      0.84711 GO_bp:go_protein_sulfation
GO_bp:go_protein_methylation             SET     171     0.046238    0.0043525     0.063435      0.23304 GO_bp:go_protein_methylation
GO_bp:go_protein_demethylati...          SET      25       0.2406    0.0086931      0.15878     0.064856 GO_bp:go_protein_demethylation
GO_bp:go_dolichyl_diphosphat...          SET       7     -0.26118   -0.0049959       0.3021      0.80635 GO_bp:go_dolichyl_diphosphate_biosynthetic_process
GO_bp:go_n_terminal_protein_...3         SET       6     -0.13238   -0.0023444       0.3238      0.65867 GO_bp:go_n_terminal_protein_lipidation
GO_bp:go_c_terminal_protein_...3         SET       7      -0.7039    -0.013464      0.32285      0.98537 GO_bp:go_c_terminal_protein_lipidation
GO_bp:go_gpi_anchor_biosynth...          SET      29    -0.030226   -0.0011761      0.13779      0.58681 GO_bp:go_gpi_anchor_biosynthetic_process
GO_bp:go_protein_quality_con...          SET      25     -0.25432   -0.0091891      0.14587      0.95937 GO_bp:go_protein_quality_control_for_misfolded_or_incompletely_synthesized_proteins
GO_bp:go_arginine_biosynthet...          SET       4     -0.46978   -0.0067932       0.4638      0.84444 GO_bp:go_arginine_biosynthetic_process
GO_bp:go_arginine_catabolic_...          SET      11     -0.24097   -0.0057773      0.26367       0.8196 GO_bp:go_arginine_catabolic_process
GO_bp:go_cysteine_metabolic_...          SET       8      0.50482     0.010323      0.32311     0.059109 GO_bp:go_cysteine_metabolic_process
GO_bp:go_glutamate_biosynthe...          SET       5      0.05187   0.00083858      0.37635      0.44519 GO_bp:go_glutamate_biosynthetic_process
GO_bp:go_glutamate_catabolic...          SET       7     -0.29362   -0.0056163      0.27913      0.85357 GO_bp:go_glutamate_catabolic_process
GO_bp:go_histidine_catabolic...          SET       8     -0.63986    -0.013084      0.30322      0.98257 GO_bp:go_histidine_catabolic_process
GO_bp:go_leucine_catabolic_p...          SET       6     0.014092   0.00024956       0.3491       0.4839 GO_bp:go_leucine_catabolic_process
GO_bp:go_lysine_catabolic_pr...          SET      12      0.31872    0.0079812      0.23146     0.084265 GO_bp:go_lysine_catabolic_process
GO_bp:go_l_phenylalanine_cat...          SET      11      0.14515    0.0034801      0.24977      0.28057 GO_bp:go_l_phenylalanine_catabolic_process
GO_bp:go_proline_biosyntheti...          SET       5    -0.069075   -0.0011167        0.456       0.5602 GO_bp:go_proline_biosynthetic_process
GO_bp:go_l_serine_metabolic_...          SET       5     -0.29279   -0.0047334      0.29202      0.84198 GO_bp:go_l_serine_metabolic_process
GO_bp:go_l_serine_biosynthet...          SET       7     0.050299   0.00096212      0.26292      0.42414 GO_bp:go_l_serine_biosynthetic_process
GO_bp:go_l_serine_catabolic_...          SET       5     -0.13623   -0.0022025       0.3801      0.63998 GO_bp:go_l_serine_catabolic_process
GO_bp:go_tyrosine_catabolic_...          SET       5     -0.12178   -0.0019688      0.38228      0.62497 GO_bp:go_tyrosine_catabolic_process
GO_bp:go_cellular_biogenic_a...          SET      46     -0.12922     -0.00633      0.12996      0.83997 GO_bp:go_cellular_biogenic_amine_metabolic_process
GO_bp:go_amino_acid_betaine_...1         SET       6     -0.36308     -0.00643      0.31981      0.87187 GO_bp:go_amino_acid_betaine_biosynthetic_process
GO_bp:go_polyamine_biosynthe...          SET      11     0.062617    0.0015013      0.21693      0.38642 GO_bp:go_polyamine_biosynthetic_process
GO_bp:go_ribosomal_protein_i...          SET       8      0.15676    0.0032055      0.32851      0.31662 GO_bp:go_ribosomal_protein_import_into_nucleus
GO_bp:go_cotranslational_pro...          SET      93     0.013143   0.00091426     0.077682      0.43283 GO_bp:go_cotranslational_protein_targeting_to_membrane
GO_bp:go_srp_dependent_cotra...2         SET      11   -0.0070552  -0.00016915      0.19233      0.51463 GO_bp:go_srp_dependent_cotranslational_protein_targeting_to_membrane_translocation
GO_bp:go_srp_dependent_cotra...1         SET       2        0.188    0.0019224      0.42597      0.32949 GO_bp:go_srp_dependent_cotranslational_protein_targeting_to_membrane_signal_sequence_recognition
GO_bp:go_posttranslational_p...1         SET      11     -0.19096   -0.0045785      0.22194      0.80522 GO_bp:go_posttranslational_protein_targeting_to_endoplasmic_reticulum_membrane
GO_bp:go_protein_retention_i...1         SET       9    -0.011393  -0.00024708       0.2422      0.51876 GO_bp:go_protein_retention_in_er_lumen
GO_bp:go_protein_targeting_t...4         SET      32     0.029636    0.0012112      0.14207      0.41738 GO_bp:go_protein_targeting_to_vacuole
GO_bp:go_protein_processing_...          SET       8    0.0081079   0.00016579      0.25018      0.48707 GO_bp:go_protein_processing_involved_in_protein_targeting_to_mitochondrion
GO_bp:go_acylglycerol_metabo...          SET      57      0.13458    0.0073363      0.10736        0.105 GO_bp:go_acylglycerol_metabolic_process
GO_bp:go_triglyceride_metabo...          SET      40      0.12695    0.0057997       0.1261      0.15704 GO_bp:go_triglyceride_metabolic_process
GO_bp:go_phosphatidic_acid_b...          SET      42     -0.04955   -0.0023195      0.13642      0.64177 GO_bp:go_phosphatidic_acid_biosynthetic_process
GO_bp:go_phosphatidylglycero...2         SET       7     -0.32334   -0.0061848      0.27294      0.88192 GO_bp:go_phosphatidylglycerol_biosynthetic_process
GO_bp:go_cdp_choline_pathway             SET       6     0.024296   0.00043026      0.31269      0.46903 GO_bp:go_cdp_choline_pathway
GO_bp:go_glycerol_ether_meta...          SET       8     -0.29157    -0.005962      0.35005      0.79755 GO_bp:go_glycerol_ether_metabolic_process
GO_bp:go_sphingomyelin_catab...          SET       7       1.2668     0.024231      0.27262   1.6991e-06 GO_bp:go_sphingomyelin_catabolic_process
GO_bp:go_sphingomyelin_biosy...          SET       6     -0.30869   -0.0054667      0.42836      0.76443 GO_bp:go_sphingomyelin_biosynthetic_process
GO_bp:go_ganglioside_catabol...          SET       6     0.045785   0.00081083      0.36463      0.45004 GO_bp:go_ganglioside_catabolic_process
GO_bp:go_icosanoid_metabolic...          SET      76      -0.1033   -0.0064987      0.10188      0.84468 GO_bp:go_icosanoid_metabolic_process
GO_bp:go_progesterone_biosyn...          SET       7    -0.039775  -0.00076081      0.29112      0.55434 GO_bp:go_progesterone_biosynthetic_process
GO_bp:go_mineralocorticoid_b...          SET      13      0.01988   0.00051814      0.25393       0.4688 GO_bp:go_mineralocorticoid_biosynthetic_process
GO_bp:go_cholesterol_catabol...          SET      13    -0.018078  -0.00047116      0.23178      0.53108 GO_bp:go_cholesterol_catabolic_process
GO_bp:go_androgen_catabolic_...          SET       5    -0.075874   -0.0012266      0.37923      0.57929 GO_bp:go_androgen_catabolic_process
GO_bp:go_tetrahydrobiopterin...          SET       7      0.44197     0.008454      0.30975     0.076819 GO_bp:go_tetrahydrobiopterin_biosynthetic_process
GO_bp:go_glutathione_catabol...          SET       9      -0.3114   -0.0067536      0.27748      0.86911 GO_bp:go_glutathione_catabolic_process
GO_bp:go_nucleoside_phosphat...3         SET     206     -0.11599    -0.011972     0.057844      0.97752 GO_bp:go_nucleoside_phosphate_metabolic_process
GO_bp:go_riboflavin_metaboli...          SET       7      0.67974     0.013002      0.33341     0.020743 GO_bp:go_riboflavin_metabolic_process
GO_bp:go_vitamin_a_metabolic...          SET       7     0.024955   0.00047733      0.32916      0.46978 GO_bp:go_vitamin_a_metabolic_process
GO_bp:go_protoporphyrinogen_...          SET       8      0.16014    0.0032746      0.23692      0.24954 GO_bp:go_protoporphyrinogen_ix_biosynthetic_process
GO_bp:go_polyphosphate_catab...          SET       5      0.11383    0.0018403      0.33578       0.3673 GO_bp:go_polyphosphate_catabolic_process
GO_bp:go_xenobiotic_metaboli...          SET     109     0.017029    0.0012819      0.08755      0.42289 GO_bp:go_xenobiotic_metabolic_process
GO_bp:go_nitric_oxide_biosyn...          SET      64     0.048428    0.0027968       0.1145      0.33616 GO_bp:go_nitric_oxide_biosynthetic_process
GO_bp:go_cobalt_ion_transport            SET       5     -0.26556   -0.0042933      0.44966      0.72259 GO_bp:go_cobalt_ion_transport
GO_bp:go_zinc_ion_transport              SET      27     -0.11575   -0.0043461      0.14731        0.784 GO_bp:go_zinc_ion_transport
GO_bp:go_serotonin_transport             SET      13      0.65632     0.017106      0.24459    0.0036483 GO_bp:go_serotonin_transport
GO_bp:go_acyl_carnitine_tran...          SET       5     0.065074     0.001052      0.37569      0.43124 GO_bp:go_acyl_carnitine_transport
GO_bp:go_mitochondrial_calci...2         SET      25    -0.040038   -0.0014466      0.17539      0.59029 GO_bp:go_mitochondrial_calcium_ion_transmembrane_transport
GO_bp:go_carnitine_shuttle               SET      10      0.41614    0.0095132      0.28678      0.07339 GO_bp:go_carnitine_shuttle
GO_bp:go_oligopeptide_transp...          SET      11     -0.38075   -0.0091286      0.23665      0.94617 GO_bp:go_oligopeptide_transport
GO_bp:go_purine_nucleobase_t...          SET       6     -0.23322   -0.0041302      0.35971      0.74162 GO_bp:go_purine_nucleobase_transport
GO_bp:go_glutamine_transport             SET       5       0.1266    0.0020468      0.41665      0.38062 GO_bp:go_glutamine_transport
GO_bp:go_cellular_ion_homeos...          SET     624     0.012958    0.0023021     0.035131      0.35612 GO_bp:go_cellular_ion_homeostasis
GO_bp:go_endoplasmic_reticul...6         SET     201   -0.0090665  -0.00092458     0.054829      0.56567 GO_bp:go_endoplasmic_reticulum_to_golgi_vesicle_mediated_transport
GO_bp:go_retrograde_vesicle_...          SET      82    -0.038784   -0.0025341     0.083203      0.67944 GO_bp:go_retrograde_vesicle_mediated_transport_golgi_to_endoplasmic_reticulum
GO_bp:go_vesicle_budding_fro...          SET      98    -0.051983   -0.0037116     0.079994       0.7421 GO_bp:go_vesicle_budding_from_membrane
GO_bp:go_apoptotic_process               SET    1817     0.020476    0.0060042     0.020895      0.16356 GO_bp:go_apoptotic_process
GO_bp:go_activation_of_cyste...2         SET      80     0.096133    0.0062045     0.093542      0.15205 GO_bp:go_activation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_process
GO_bp:go_activation_induced_...          SET       7     -0.61833    -0.011827      0.30498      0.97868 GO_bp:go_activation_induced_cell_death_of_t_cells
GO_bp:go_inflammatory_cell_a...          SET      21      0.28084    0.0093009      0.18488     0.064382 GO_bp:go_inflammatory_cell_apoptotic_process
GO_bp:go_substrate_dependent...2         SET       9   -0.0077998  -0.00016916      0.32639      0.50953 GO_bp:go_substrate_dependent_cell_migration_cell_extension
GO_bp:go_hypotonic_response              SET       9     0.020109   0.00043613      0.30228      0.47348 GO_bp:go_hypotonic_response
GO_bp:go_dna_damage_induced_...          SET       8     -0.42612   -0.0087133      0.34703      0.89025 GO_bp:go_dna_damage_induced_protein_phosphorylation
GO_bp:go_er_overload_response            SET      12      0.30906    0.0077393      0.26113       0.1183 GO_bp:go_er_overload_response
GO_bp:go_response_to_sterol_...          SET      11    -0.098647   -0.0023651       0.2819       0.6368 GO_bp:go_response_to_sterol_depletion
GO_bp:go_cellular_response_t...82        SET      12     0.080537    0.0020167      0.24286      0.37009 GO_bp:go_cellular_response_to_nitrogen_starvation
GO_bp:go_nucleolus_organizat...          SET       8     -0.27893   -0.0057037      0.30965      0.81615 GO_bp:go_nucleolus_organization
GO_bp:go_outer_mitochondrial...          SET       7     0.059055    0.0011296      0.39145      0.44004 GO_bp:go_outer_mitochondrial_membrane_organization
GO_bp:go_cytoskeletal_anchor...2         SET      10     -0.82694    -0.018904      0.26986      0.99891 GO_bp:go_cytoskeletal_anchoring_at_plasma_membrane
GO_bp:go_tubulin_complex_ass...          SET       6     -0.19877   -0.0035202      0.38551      0.69693 GO_bp:go_tubulin_complex_assembly
GO_bp:go_negative_regulation...418       SET      20    -0.094415   -0.0030516      0.20293      0.67913 GO_bp:go_negative_regulation_of_microtubule_depolymerization
GO_bp:go_cytoplasm_organizat...          SET       9    -0.080308   -0.0017417      0.28273      0.61181 GO_bp:go_cytoplasm_organization
GO_bp:go_protein_catabolic_p...2         SET      13       0.1135    0.0029581      0.21486      0.29866 GO_bp:go_protein_catabolic_process_in_the_vacuole
GO_bp:go_lysosomal_lumen_aci...          SET       9    -0.042527  -0.00092233      0.21626      0.57795 GO_bp:go_lysosomal_lumen_acidification
GO_bp:go_spindle_organization            SET     159    -0.028252   -0.0025653     0.064467      0.66939 GO_bp:go_spindle_organization
GO_bp:go_mitotic_nuclear_env...1         SET      12    -0.031385  -0.00078591      0.27836      0.54488 GO_bp:go_mitotic_nuclear_envelope_disassembly
GO_bp:go_mitotic_metaphase_p...          SET      44    -0.098896   -0.0047381      0.11345      0.80831 GO_bp:go_mitotic_metaphase_plate_congression
GO_bp:go_mitotic_nuclear_env...2         SET       9     -0.12454   -0.0027011      0.21501      0.71878 GO_bp:go_mitotic_nuclear_envelope_reassembly
GO_bp:go_nuclear_migration               SET      20    -0.033033   -0.0010677      0.18278      0.57171 GO_bp:go_nuclear_migration
GO_bp:go_male_meiotic_nuclea...          SET      44       -0.106   -0.0050786      0.11903      0.81341 GO_bp:go_male_meiotic_nuclear_division
GO_bp:go_female_meiotic_nucl...          SET      28     -0.26618    -0.010177       0.1395       0.9718 GO_bp:go_female_meiotic_nuclear_division
GO_bp:go_female_meiosis_i                SET       8     -0.20253   -0.0041413      0.25459      0.78684 GO_bp:go_female_meiosis_i
GO_bp:go_receptor_guanylyl_c...          SET      10    -0.051681   -0.0011814      0.25683      0.57974 GO_bp:go_receptor_guanylyl_cyclase_signaling_pathway
GO_bp:go_signal_complex_asse...          SET       8     -0.25026   -0.0051174      0.32488      0.77944 GO_bp:go_signal_complex_assembly
GO_bp:go_negative_regulation...219       SET      14    -0.081025   -0.0021914      0.23504      0.63485 GO_bp:go_negative_regulation_of_epidermal_growth_factor_activated_receptor_activity
GO_bp:go_common_partner_smad...          SET       6     -0.21407    -0.003791      0.39316      0.70694 GO_bp:go_common_partner_smad_protein_phosphorylation
GO_bp:go_smad_protein_comple...          SET      13      0.10468    0.0027282      0.24737      0.33609 GO_bp:go_smad_protein_complex_assembly
GO_bp:go_transmembrane_recep...3         SET       6      0.24336    0.0043097      0.39336      0.26808 GO_bp:go_transmembrane_receptor_protein_tyrosine_phosphatase_signaling_pathway
GO_bp:go_negative_regulation...16        SET      19    -0.087114   -0.0027444      0.20137      0.66735 GO_bp:go_negative_regulation_of_adenylate_cyclase_activity
GO_bp:go_adenylate_cyclase_i...2         SET       9      0.51845     0.011244      0.29874     0.041337 GO_bp:go_adenylate_cyclase_inhibiting_dopamine_receptor_signaling_pathway
GO_bp:go_adenylate_cyclase_i...4         SET       7     0.042644   0.00081568      0.37643       0.4549 GO_bp:go_adenylate_cyclase_inhibiting_g_protein_coupled_glutamate_receptor_signaling_pathway
GO_bp:go_adenylate_cyclase_i...3         SET       8      0.42083    0.0086052      0.34128      0.10878 GO_bp:go_adenylate_cyclase_inhibiting_g_protein_coupled_acetylcholine_receptor_signaling_pathway
GO_bp:go_serotonin_receptor_...          SET      36     0.012314   0.00053375      0.15338      0.46801 GO_bp:go_serotonin_receptor_signaling_pathway
