GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000164484	6	130686879	130764208	303	23	173005	2.1043	0.017675	TMEM200A
ENSG00000256162	6	131148546	131158275	52	13	173005	1.4553	0.072798	SMLR1
ENSG00000079819	6	131160487	131384462	905	44	173005	0.5306	0.29785	EPB41L2
ENSG00000118507	6	131456806	131604675	499	53	173005	0.78857	0.21518	AKAP7
ENSG00000118520	6	131894284	131905472	29	11	173005	-1.4358	0.92447	ARG1
ENSG00000112282	6	131895106	131949369	97	28	173005	-0.42811	0.66572	MED23
ENSG00000154269	6	131949582	132068553	309	31	173005	0.56177	0.28714	ENPP3
ENSG00000180658	6	132021520	132022635	2	1	173005	0.24456	0.4034	OR2A4
ENSG00000236761	6	132029581	132032206	2	1	173005	-0.94307	0.82718	CTAGE9
ENSG00000197594	6	132129156	132216295	301	36	173005	1.1928	0.11648	ENPP1
ENSG00000118523	6	132269316	132272513	5	3	173005	1.6166	0.052979	CTGF
ENSG00000079931	6	132617194	132722684	360	43	173005	0.48774	0.31287	MOXD1
ENSG00000079950	6	132767006	132834337	258	30	173005	-0.89127	0.81361	STX7
ENSG00000146385	6	132873832	132874860	1	1	173005	0.22446	0.4112	TAAR8
ENSG00000146383	6	132891461	132892498	7	4	173005	-1.0562	0.85457	TAAR6
ENSG00000135569	6	132909731	132910877	4	2	173005	-1.2853	0.90066	TAAR5
ENSG00000146378	6	132938161	132945414	43	11	173005	0.47752	0.31649	TAAR2
ENSG00000146399	6	132966123	132967142	5	3	173005	1.4725	0.070443	TAAR1
ENSG00000112299	6	133002729	133035188	185	18	173005	0.79983	0.21191	VNN1
ENSG00000093134	6	133043926	133055904	68	15	173005	0.067607	0.47305	VNN3
ENSG00000112303	6	133065009	133084598	107	28	173005	0.14628	0.44185	VNN2
ENSG00000146409	6	133090509	133119701	123	18	173005	-0.48591	0.68648	SLC18B1
ENSG00000112306	6	133135580	133138703	23	8	173005	-0.45269	0.67461	RPS12
ENSG00000112319	6	133561736	133853258	1132	80	173005	0.021408	0.49146	EYA4
ENSG00000118526	6	134210276	134216691	33	9	173005	1.0148	0.15509	TCF21
ENSG00000028839	6	134273308	134311570	166	22	173005	0.89176	0.18626	TBPL1
ENSG00000146411	6	134309835	134373774	200	41	173005	-0.98688	0.83815	SLC2A12
ENSG00000118515	6	134490384	134639250	554	76	173005	1.8386	0.032985	SGK1
ENSG00000118514	6	135238528	135271260	78	15	173005	1.8688	0.030825	ALDH8A1
ENSG00000112339	6	135281516	135424194	405	26	173005	0.62422	0.26624	HBS1L
ENSG00000118513	6	135502453	135540311	98	21	173005	0.066533	0.47348	MYB
ENSG00000135541	6	135604670	135818914	581	51	173005	2.2033	0.013787	AHI1
ENSG00000171408	6	136172834	136516712	1031	100	173005	1.395	0.081512	PDE7B
ENSG00000146410	6	136552162	136571473	58	25	173005	-0.93306	0.82461	MTFR2
ENSG00000029363	6	136578001	136610989	64	21	173005	0.065268	0.47398	BCLAF1
ENSG00000135525	6	136663875	136871957	602	29	173005	-0.3823	0.64888	MAP7
ENSG00000197442	6	136878185	137113656	678	63	173005	1.8331	0.033396	MAP3K5
ENSG00000112357	6	137143717	137235075	270	24	173005	0.83404	0.20213	PEX7
ENSG00000182747	6	137243402	137246777	8	5	173005	0.52165	0.30096	SLC35D3
ENSG00000016402	6	137321108	137366298	193	28	173005	0.68361	0.24711	IL20RA
ENSG00000164485	6	137464968	137494785	128	30	173005	0.50606	0.30641	IL22RA2
ENSG00000027697	6	137518621	137540586	58	13	173005	1.172	0.12059	IFNGR1
ENSG00000177468	6	137813336	137815531	3	2	173005	0.52262	0.30062	OLIG3
ENSG00000118503	6	138188351	138204449	40	9	173005	1.081	0.13985	TNFAIP3
ENSG00000112378	6	138409642	138428648	107	24	173005	-0.62449	0.73385	PERP
ENSG00000112379	6	138483058	138665800	721	53	173005	0.47718	0.31662	KIAA1244
ENSG00000254440	6	138537129	138539627	12	3	173005	0.8307	0.20307	PBOV1
ENSG00000262543	6	138699042	138704212	31	4	173005	-0.8161	0.79278	RP3-422G23.4
ENSG00000051620	6	138724668	138743334	66	19	173005	0.23012	0.409	HEBP2
ENSG00000135540	6	138743180	139013708	1027	89	173005	0.48004	0.3156	NHSL1
ENSG00000024862	6	139094657	139114456	78	13	173005	1.0243	0.15285	CCDC28A
ENSG00000203734	6	139117063	139225207	454	62	173005	-0.24315	0.59605	ECT2L
ENSG00000135597	6	139224630	139309398	357	22	173005	-0.9142	0.81969	REPS1
ENSG00000146386	6	139349819	139364439	59	14	173005	-0.26001	0.60257	ABRACL
ENSG00000112406	6	139456249	139501939	166	21	173005	1.561	0.059264	HECA
ENSG00000164440	6	139561198	139613276	204	28	173005	-0.10452	0.54162	TXLNB
ENSG00000164442	6	139693393	139695757	13	7	173005	-0.084507	0.53367	CITED2
ENSG00000135577	6	142379467	142409936	106	22	173005	-1.6436	0.94987	NMBR
ENSG00000203733	6	142454227	142456288	7	4	173005	0.16885	0.43296	GJE1
ENSG00000009844	6	142468367	142545826	226	26	173005	-0.64803	0.74152	VTA1
ENSG00000112414	6	142622991	142767403	367	45	173005	0.39425	0.3467	GPR126
ENSG00000010818	6	143072604	143266338	667	81	173005	0.92268	0.17809	HIVEP2
ENSG00000146416	6	143381633	143661441	841	92	173005	-0.94522	0.82773	AIG1
ENSG00000189007	6	143743969	143771810	116	9	173005	-0.19725	0.57818	ADAT2
ENSG00000268402	6	143759575	143764295	15	4	173005	-0.017391	0.50694	AL031320.1
ENSG00000034693	6	143771944	143811147	117	20	173005	0.12517	0.4502	PEX3
ENSG00000001036	6	143815948	143832827	56	12	173005	-0.36987	0.64426	FUCA2
ENSG00000112419	6	143857982	144152322	1237	84	173005	1.3281	0.092067	PHACTR2
ENSG00000257065	6	144128229	144165754	151	23	173005	-0.93924	0.8262	RP3-468K18.5
ENSG00000135521	6	144164481	144184949	63	16	173005	0.028897	0.48847	LTV1
ENSG00000118491	6	144185573	144259483	237	43	173005	1.4928	0.067749	ZC2HC1B
ENSG00000118495	6	144261437	144385735	429	61	173005	0.64556	0.25928	PLAGL1
ENSG00000169976	6	144416018	144416754	1	1	173005	1.9362	0.02642	SF3B5
ENSG00000135604	6	144471663	144509507	110	22	173005	2.5404	0.0055365	STX11
ENSG00000152818	6	144606837	145174170	2011	116	173005	2.1528	0.015666	UTRN
ENSG00000112425	6	145822719	146057160	820	23	173005	1.0823	0.13957	EPM2A
ENSG00000118496	6	146114638	146135889	56	13	173005	0.034592	0.4862	FBXO30
ENSG00000146414	6	146185381	146285559	226	22	173005	0.75643	0.2247	SHPRH
ENSG00000152822	6	146348782	146758734	1097	66	173005	-0.028937	0.51154	GRM1
ENSG00000118508	6	146864829	146876101	25	8	173005	0.10289	0.45903	RAB32
ENSG00000118492	6	146920101	147136598	723	80	173005	-1.7317	0.95833	ADGB
ENSG00000164506	6	147525561	147706866	434	33	173005	1.3926	0.081867	STXBP5
ENSG00000203727	6	147830063	148058683	1290	88	173005	0.80081	0.21162	SAMD5
ENSG00000111961	6	148593440	148873186	1384	144	173005	-1.0211	0.84639	SASH1
ENSG00000111962	6	149068464	149398126	1432	153	173005	-1.3636	0.91366	UST
ENSG00000055208	6	149539777	149732749	839	56	173005	1.6685	0.047604	TAB2
ENSG00000177688	6	149721495	149722177	2	1	173005	0.74989	0.22666	SUMO4
ENSG00000178199	6	149768794	149806197	205	16	173005	-0.016597	0.50662	ZC3H12D
ENSG00000131013	6	149825869	149867174	83	17	173005	-1.7264	0.95786	PPIL4
ENSG00000055211	6	149887430	149912884	47	18	173005	1.5115	0.065336	GINM1
ENSG00000186625	6	149916009	149970108	162	12	173005	1.4675	0.071118	KATNA1
ENSG00000131023	6	149979289	150039392	132	13	173005	1.4901	0.068101	LATS1
ENSG00000120253	6	150045451	150070801	60	9	173005	1.2629	0.10332	NUP43
ENSG00000120265	6	150070579	150132556	214	11	173005	1.0944	0.13688	PCMT1
ENSG00000120256	6	150139934	150186199	132	16	173005	1.3924	0.081897	LRP11
ENSG00000164520	6	150204511	150219238	82	6	173005	0.22136	0.41241	RAET1E
ENSG00000203722	6	150238014	150244257	22	6	173005	1.3289	0.091945	RAET1G
ENSG00000131015	6	150263136	150270371	30	9	173005	0.59555	0.27574	ULBP2
ENSG00000111981	6	150285143	150294846	53	8	173005	0.65902	0.25494	ULBP1
ENSG00000155918	6	150339470	150346668	51	9	173005	-0.99665	0.84053	RAET1L
ENSG00000131019	6	150384286	150390231	40	12	173005	-0.11392	0.54535	ULBP3
ENSG00000198729	6	150464212	150571493	542	68	173005	0.35342	0.36189	PPP1R14C
ENSG00000009765	6	150690028	150727105	273	20	173005	-1.5161	0.93525	IYD
ENSG00000120278	6	150920999	151164799	1166	82	173005	-0.13977	0.55558	PLEKHG1
ENSG00000120254	6	151186685	151423023	1348	110	173005	-0.13229	0.55262	MTHFD1L
ENSG00000131016	6	151561134	151679692	624	80	173005	-0.40612	0.65767	AKAP12
ENSG00000181472	6	151685252	151712683	87	22	173005	-0.11609	0.54621	ZBTB2
ENSG00000155906	6	151725989	151773259	241	29	173005	-0.17142	0.56805	RMND1
ENSG00000146476	6	151773422	151791236	61	13	173005	-0.41476	0.66084	C6orf211
ENSG00000120262	6	151815165	151942328	668	54	173005	0.63361	0.26317	CCDC170
ENSG00000091831	6	151977826	152450754	2066	126	173005	1.1772	0.11956	ESR1
ENSG00000131018	6	152442819	152958936	2301	158	173005	-1.0522	0.85365	SYNE1
ENSG00000120279	6	153019030	153045702	103	14	173005	-0.64223	0.73964	MYCT1
ENSG00000146469	6	153071933	153080900	21	9	173005	-0.19307	0.57655	VIP
ENSG00000112029	6	153291664	153304714	47	9	173005	0.058856	0.47653	FBXO5
ENSG00000112031	6	153308497	153323820	56	12	173005	-0.051605	0.52058	MTRF1L
ENSG00000091844	6	153325594	153452384	521	33	173005	-1.0711	0.85793	RGS17
ENSG00000213121	6	153552455	153668623	554	39	173005	-1.7383	0.95892	AL590867.1
ENSG00000112038	6	154331631	154568001	887	76	173005	1.0895	0.13796	OPRM1
ENSG00000074706	6	154475631	154677926	902	78	173005	0.40372	0.34321	IPCEF1
ENSG00000153721	6	154708638	154831793	708	83	173005	-0.90587	0.8175	CNKSR3
ENSG00000213079	6	155054459	155155192	278	24	173005	0.66322	0.25359	SCAF8
ENSG00000146426	6	155153831	155578857	1963	218	173005	-0.30577	0.62011	TIAM2
ENSG00000029639	6	155578643	155635627	313	29	173005	0.48854	0.31258	TFB1M
ENSG00000171217	6	155585147	155597682	85	14	173005	0.71053	0.23869	CLDN20
ENSG00000074771	6	155716504	155777037	301	73	173005	-0.49885	0.69106	NOX3
ENSG00000049618	6	157099063	157531913	1440	135	173005	1.2689	0.10224	ARID1B
ENSG00000215712	6	157710418	157744633	112	21	173005	-0.28045	0.61043	TMEM242
ENSG00000175048	6	157802165	158099178	1440	113	173005	1.0139	0.15531	ZDHHC14
ENSG00000130340	6	158244296	158366109	495	31	173005	-0.1127	0.54487	SNX9
ENSG00000078269	6	158402888	158520208	494	56	173005	-0.057821	0.52305	SYNJ2
ENSG00000122335	6	158530536	158589312	165	28	173005	-0.79246	0.78595	SERAC1
ENSG00000272047	6	158589384	158620376	85	13	173005	-0.3144	0.62339	GTF2H5
ENSG00000130338	6	158733692	158932860	868	39	173005	0.27523	0.39157	TULP4
ENSG00000146433	6	158957468	159056460	483	43	173005	-0.95514	0.83025	TMEM181
ENSG00000214239	6	159047471	159049322	8	4	173005	-0.42233	0.66361	AL591025.1
ENSG00000146425	6	159057506	159065771	25	10	173005	0.58134	0.28051	DYNLT1
ENSG00000164674	6	159071046	159185908	535	58	173005	-0.75589	0.77514	SYTL3
ENSG00000092820	6	159186773	159240444	265	17	173005	-0.59538	0.72421	EZR
ENSG00000203711	6	159290971	159331385	209	40	173005	-0.10839	0.54316	C6orf99
ENSG00000130363	6	159393903	159421219	185	10	173005	-1.6815	0.95367	RSPH3
ENSG00000164691	6	159455500	159466184	51	9	173005	-1.9515	0.9745	TAGAP
ENSG00000164694	6	159590429	159693141	462	24	173005	0.048234	0.48076	FNDC1
ENSG00000112096	6	160090089	160183561	383	32	173005	0.8359	0.2016	SOD2
ENSG00000146457	6	160146617	160177351	111	23	173005	0.75711	0.22449	WTAP
ENSG00000120437	6	160181360	160200144	99	18	173005	0.75755	0.22436	ACAT2
ENSG00000120438	6	160199530	160210781	42	10	173005	0.27569	0.39139	TCP1
ENSG00000112110	6	160210844	160219468	62	8	173005	0.81047	0.20884	MRPL18
ENSG00000146453	6	160221298	160241736	91	24	173005	1.5266	0.063425	PNLDC1
ENSG00000130368	6	160327974	160329108	2	1	173005	2.7895	0.0026396	MAS1
ENSG00000197081	6	160390131	160534539	523	69	173005	0.37698	0.35309	IGF2R
ENSG00000175003	6	160542821	160579750	142	36	173005	0.23263	0.40803	SLC22A1
ENSG00000112499	6	160592093	160698670	448	39	173005	0.01741	0.49305	SLC22A2
ENSG00000146477	6	160769300	160876014	405	41	173005	-0.89405	0.81435	SLC22A3
ENSG00000198670	6	160952515	161087407	425	41	173005	-0.081979	0.53267	LPA
ENSG00000122194	6	161123270	161174347	223	32	173005	0.99479	0.15992	PLG
ENSG00000085511	6	161412759	161538417	483	43	173005	-0.1485	0.55903	MAP3K4
ENSG00000026652	6	161551011	161695093	579	58	173005	0.94017	0.17356	AGPAT4
ENSG00000185345	6	161768452	163148803	6927	345	173005	1.6084	0.053876	PARK2
ENSG00000112530	6	163148164	163736524	2430	170	173005	-0.51702	0.69743	PACRG
ENSG00000225683	6	163586446	163612840	117	20	173005	-0.41527	0.66103	AL078585.1
ENSG00000112531	6	163835032	163999628	477	39	173005	0.83355	0.20227	QKI
ENSG00000112539	6	165693153	165723096	104	16	173005	0.083834	0.46659	C6orf118
ENSG00000112541	6	165740776	166400091	3268	261	173005	-0.23773	0.59395	PDE10A
ENSG00000256391	6	166307330	166309725	18	4	173005	1.1049	0.1346	SDIM1
ENSG00000164458	6	166571144	166582188	60	11	173005	0.64581	0.2592	T
ENSG00000176381	6	166719168	166721936	12	5	173005	1.3467	0.089046	PRR18
ENSG00000198818	6	166733216	166756079	71	12	173005	0.47664	0.31681	SFT2D1
ENSG00000060762	6	166778407	166796486	30	5	173005	1.4528	0.073136	MPC1
ENSG00000071242	6	166822852	167319939	2482	222	173005	0.39605	0.34603	RPS6KA2
ENSG00000269048	6	166945369	166947709	10	6	173005	-0.36208	0.64135	Z98049.1
ENSG00000249141	6	167271582	167369612	397	51	173005	0.9216	0.17837	RP11-514O12.4
ENSG00000026297	6	167342992	167370679	116	28	173005	1.1759	0.11982	RNASET2
ENSG00000213066	6	167412670	167466201	332	14	173005	2.8083	0.0024903	FGFR1OP
ENSG00000112486	6	167525295	167553184	133	29	173005	0.32077	0.37419	CCR6
ENSG00000166984	6	167559902	167610401	237	42	173005	0.79863	0.21225	TCP10L2
ENSG00000120436	6	167569759	167571817	6	4	173005	0.19288	0.42352	GPR31
ENSG00000112494	6	167684657	167729507	346	43	173005	-0.49638	0.69019	UNC93A
ENSG00000120440	6	167738574	167772991	152	28	173005	-0.24042	0.595	TTLL2
ENSG00000203690	6	167770521	167797998	187	28	173005	-0.87812	0.81006	TCP10
ENSG00000146521	6	168185217	168197539	89	19	173005	-1.4577	0.92754	C6orf123
ENSG00000269155	6	168196210	168198927	17	7	173005	-0.61751	0.73155	AL009178.1
ENSG00000130396	6	168227602	168372703	527	27	173005	-1.9441	0.97406	MLLT4
ENSG00000125337	6	168396921	168445769	314	39	173005	-0.89458	0.81449	KIF25
ENSG00000153303	6	168456425	168482237	161	27	173005	0.95723	0.16923	FRMD1
ENSG00000164488	6	168693510	168720434	155	45	173005	-2.7467	0.99699	DACT2
ENSG00000112562	6	168841831	169073984	1205	105	173005	-0.66752	0.74778	SMOC2
ENSG00000186340	6	169615875	169654139	261	41	173005	-0.67687	0.75075	THBS2
ENSG00000184465	6	169857307	170102159	1097	45	173005	2.3071	0.010523	WDR27
ENSG00000185127	6	170102233	170106401	10	6	173005	-0.39791	0.65465	C6orf120
ENSG00000130024	6	170104001	170124151	52	16	173005	0.90575	0.18253	PHF10
ENSG00000184786	6	170140210	170151655	44	10	173005	0.27481	0.39173	TCTE3
ENSG00000130023	6	170151718	170181680	128	20	173005	-0.20579	0.58152	ERMARD
ENSG00000198719	6	170591294	170599561	26	9	173005	-0.45453	0.67528	DLL1
ENSG00000112584	6	170599791	170716153	454	34	173005	-1.2555	0.89535	FAM120B
ENSG00000008018	6	170844205	170862429	75	12	173005	-2.0522	0.97993	PSMB1
ENSG00000112592	6	170863390	170881958	60	12	173005	-1.9694	0.97555	TBP
ENSG00000071994	6	170884383	170893780	33	9	173005	-0.69619	0.75685	PDCD2
ENSG00000177706	7	192969	300711	517	59	173005	0.2585	0.39801	FAM20C
ENSG00000249852	7	227554	229557	28	10	173005	-0.16925	0.5672	AC145676.2
ENSG00000269396	7	302918	304070	6	3	173005	-0.9703	0.83405	AC187652.1
ENSG00000197461	7	536895	559933	146	25	173005	1.3366	0.090674	PDGFA
ENSG00000188191	7	588834	767287	1066	86	173005	1.4627	0.071771	PRKAR1B
ENSG00000164818	7	766338	829190	378	31	173005	1.5188	0.064403	HEATR2
ENSG00000164828	7	855528	936072	555	40	173005	0.21351	0.41546	SUN1
ENSG00000239857	7	916189	936073	140	34	173005	-0.18815	0.57462	GET4
ENSG00000105963	7	937540	995043	396	63	173005	-0.062678	0.52499	ADAP1
ENSG00000240230	7	938415	1015235	537	66	173005	0.092554	0.46313	COX19
ENSG00000073067	7	1022835	1029276	34	13	173005	1.8169	0.03462	CYP2W1
ENSG00000146540	7	1036622	1177896	1109	46	173005	2.0067	0.022393	C7orf50
ENSG00000164849	7	1084212	1098897	133	23	173005	1.8142	0.034826	GPR146
ENSG00000164850	7	1121844	1133451	75	21	173005	1.954	0.025351	GPER1
ENSG00000178381	7	1191707	1200395	76	16	173005	2.0075	0.022349	ZFAND2A
ENSG00000164853	7	1272543	1276954	11	5	173005	2.3246	0.010048	UNCX
ENSG00000164877	7	1468101	1499138	193	33	173005	-0.77694	0.7814	MICALL2
ENSG00000164880	7	1509913	1545489	187	16	173005	-0.23089	0.5913	INTS1
ENSG00000198517	7	1570350	1582679	50	11	173005	1.9464	0.025801	MAFK
ENSG00000164855	7	1581871	1600457	98	17	173005	1.4321	0.076059	TMEM184A
ENSG00000157778	7	1606966	1610641	20	6	173005	1.8291	0.033689	PSMG3
ENSG00000225968	7	1727755	1787590	228	36	173005	0.51571	0.30303	ELFN1
ENSG00000205971	7	1732446	1733961	5	2	173005	-0.23684	0.59361	AC074389.6
ENSG00000002822	7	1855429	2272878	2608	51	173005	1.7765	0.037828	MAD1L1
ENSG00000176349	7	1878222	1889567	92	12	173005	1.7335	0.041507	AC110781.3
ENSG00000122687	7	2273866	2281840	36	15	173005	-0.93703	0.82563	FTSJ2
ENSG00000106268	7	2281857	2290781	75	19	173005	-0.2855	0.61237	NUDT1
ENSG00000106266	7	2291405	2393953	469	56	173005	-0.21679	0.58581	SNX8
ENSG00000106263	7	2393721	2420380	121	19	173005	0.75434	0.22532	EIF3B
ENSG00000136213	7	2443223	2474242	92	20	173005	0.87019	0.1921	CHST12
ENSG00000106003	7	2552163	2568811	69	25	173005	-1.344	0.91052	LFNG
ENSG00000106009	7	2577511	2595361	109	19	173005	0.87824	0.18991	BRAT1
ENSG00000106012	7	2598632	2654368	385	36	173005	-0.26949	0.60622	IQCE
ENSG00000136295	7	2671585	2704436	141	39	173005	-0.39091	0.65207	TTYH3
ENSG00000174945	7	2719156	2815134	701	69	173005	-0.80475	0.78952	AMZ1
ENSG00000146535	7	2767746	2883958	686	33	173005	-0.32499	0.62741	GNA12
ENSG00000198286	7	2945775	3083579	925	118	173005	-1.1337	0.87154	CARD11
ENSG00000217455	7	3179868	3214287	281	34	173005	0.073156	0.47084	AC091801.1
ENSG00000146555	7	3341080	4308632	5718	162	173005	1.9875	0.023435	SDK1
ENSG00000164916	7	4683388	4811074	585	90	173005	-0.73823	0.76981	FOXK1
ENSG00000242802	7	4815253	4833943	139	17	173005	-1.6269	0.94812	AP5Z1
ENSG00000157927	7	4836686	4923350	541	42	173005	0.33452	0.36899	RADIL
ENSG00000218823	7	4897364	4901625	20	7	173005	1.8351	0.033249	PAPOLB
ENSG00000136297	7	4945620	4998844	264	26	173005	1.0309	0.15129	MMD2
ENSG00000272968	7	5023349	5112852	560	34	173005	1.2385	0.10776	RBAK-RBAKDN
ENSG00000146587	7	5085452	5109119	148	26	173005	1.2117	0.1128	RBAK
ENSG00000157954	7	5229819	5273457	221	42	173005	-1.0865	0.86136	WIPI2
ENSG00000164638	7	5314000	5346501	249	44	173005	1.6024	0.054535	SLC29A4
ENSG00000182095	7	5346421	5465045	620	99	173005	-0.56573	0.71421	TNRC18
ENSG00000155034	7	5470966	5553429	552	59	173005	1.0217	0.15347	FBXL18
ENSG00000075624	7	5566782	5603415	185	46	173005	-0.036695	0.51464	ACTB
ENSG00000075618	7	5632439	5646286	74	19	173005	-1.6262	0.94805	FSCN1
ENSG00000011275	7	5659678	5821370	820	38	173005	-0.078584	0.53132	RNF216
ENSG00000122543	7	5919458	5925993	46	14	173005	1.1636	0.12229	OCM
ENSG00000122674	7	5938356	5965605	113	23	173005	-0.32731	0.62828	CCZ1
ENSG00000155026	7	5965181	6010314	30	13	173005	-0.21364	0.58459	RSPH10B
ENSG00000122512	7	6012870	6048756	170	33	173005	0.64358	0.25992	PMS2
ENSG00000106305	7	6048876	6063465	94	22	173005	0.56053	0.28756	AIMP2
ENSG00000086232	7	6061881	6098861	193	28	173005	-0.035691	0.51424	EIF2AK1
ENSG00000157999	7	6071007	6076017	20	8	173005	-0.26574	0.60478	ANKRD61
ENSG00000106346	7	6144515	6201195	254	28	173005	-0.21023	0.58326	USP42
ENSG00000008256	7	6201407	6312275	377	34	173005	0.010432	0.49584	CYTH3
ENSG00000178397	7	6369040	6388612	110	28	173005	0.10584	0.45785	FAM220A
ENSG00000136238	7	6414154	6443608	202	37	173005	-1.0409	0.85103	RAC1
ENSG00000164535	7	6448757	6523821	418	49	173005	-1.3623	0.91344	DAGLB
ENSG00000136240	7	6485584	6523873	198	42	173005	-1.1463	0.87417	KDELR2
ENSG00000269781	7	6522922	6524873	7	4	173005	0.68573	0.24644	FLJ20306
ENSG00000215045	7	6537093	6591067	219	50	173005	0.83866	0.20083	GRID2IP
ENSG00000136247	7	6617065	6629005	43	9	173005	1.3424	0.089731	ZDHHC4
ENSG00000146576	7	6629648	6648357	80	13	173005	0.58584	0.27899	C7orf26
ENSG00000236609	7	6655248	6663921	33	9	173005	1.8623	0.031283	ZNF853
ENSG00000198580	7	6713376	6715991	11	5	173005	1.1201	0.13133	AC073343.1
ENSG00000164631	7	6728064	6746554	64	16	173005	0.36753	0.35661	ZNF12
ENSG00000169402	7	6793740	6838996	21	8	173005	0.303	0.38094	RSPH10B2
ENSG00000146574	7	6833765	6866401	66	14	173005	0.29398	0.38439	CCZ1B
ENSG00000106392	7	7196565	7288282	603	32	173005	2.3393	0.0096601	C1GALT1
ENSG00000215018	7	7395834	7575484	959	39	173005	1.184	0.1182	COL28A1
ENSG00000164654	7	7606503	7648560	234	31	173005	1.1566	0.12372	MIOS
ENSG00000106399	7	7676149	7758238	367	28	173005	0.63471	0.26281	RPA3
ENSG00000219545	7	7680342	8043689	2061	174	173005	-1.1797	0.88093	RPA3-AS1
ENSG00000106415	7	8008425	8133902	575	32	173005	-1.3342	0.90894	GLCCI1
ENSG00000003147	7	8152814	8302317	789	97	173005	-0.80075	0.78836	ICA1
ENSG00000122584	7	8473585	8792593	1861	100	173005	0.54503	0.29287	NXPH1
ENSG00000189043	7	10971578	10979883	35	10	173005	-0.53146	0.70245	NDUFA4
ENSG00000106443	7	11013499	11209250	653	33	173005	-1.5222	0.93601	PHF14
ENSG00000005108	7	11409984	11871824	2490	171	173005	-1.0665	0.85691	THSD7A
ENSG00000106460	7	12250867	12282993	248	16	173005	3.8649	5.5575e-05	TMEM106B
ENSG00000146530	7	12370511	12443567	400	30	173005	1.3158	0.094129	VWDE
ENSG00000006747	7	12610203	12693228	416	59	173005	1.249	0.10583	SCIN
ENSG00000122644	7	12726481	12730559	21	9	173005	-0.29241	0.61501	ARL4A
ENSG00000006468	7	13930853	14031050	539	69	173005	1.7763	0.03784	ETV1
ENSG00000136267	7	14184674	15014402	3923	216	173005	0.2617	0.39677	DGKB
ENSG00000187546	7	15239943	15601640	1614	100	173005	0.81412	0.20779	AGMO
ENSG00000106511	7	15650837	15726437	328	40	173005	-0.60547	0.72757	MEOX2
ENSG00000214960	7	16130817	16460947	1500	74	173005	-0.95853	0.8311	ISPD
ENSG00000171243	7	16501106	16570205	359	42	173005	-1.3332	0.90877	SOSTDC1
ENSG00000205858	7	16566505	16621193	249	43	173005	-0.60473	0.72732	LRRC72
ENSG00000106524	7	16639401	16685442	233	35	173005	-0.45174	0.67427	ANKMY2
ENSG00000136261	7	16685756	16746148	262	32	173005	-0.81737	0.79314	BZW2
ENSG00000106537	7	16793160	16824161	153	26	173005	1.2299	0.10936	TSPAN13
ENSG00000267906	7	16828866	16829246	1	1	173005	-0.17714	0.5703	AC073333.1
ENSG00000106541	7	16831435	16873057	269	25	173005	-0.69137	0.75533	AGR2
ENSG00000173467	7	16899029	16921611	115	24	173005	-0.12804	0.55094	AGR3
ENSG00000106546	7	17338246	17385776	87	31	173005	-0.059812	0.52385	AHR
ENSG00000071189	7	17830385	17980124	442	30	173005	0.76639	0.22172	SNX13
ENSG00000229937	7	18066405	18067486	2	1	173005	0.35138	0.36265	PRPS1L1
ENSG00000048052	7	18126572	19042039	3396	232	173005	0.90586	0.1825	HDAC9
ENSG00000122691	7	19060614	19157295	420	34	173005	-1.5336	0.93744	TWIST1
ENSG00000146618	7	19184405	19185044	1	1	173005	1.6611	0.04835	FERD3L
ENSG00000105849	7	19735085	19748710	45	11	173005	-0.18744	0.57434	TWISTNB
ENSG00000173452	7	19758933	19813221	257	21	173005	-1.0369	0.85012	TMEM196
ENSG00000183742	7	20174278	20257027	343	33	173005	-0.69431	0.75626	MACC1
ENSG00000105855	7	20370325	20455377	384	26	173005	1.2002	0.11504	ITGB8
ENSG00000004846	7	20654830	20816658	752	65	173005	-0.21453	0.58493	ABCB5
ENSG00000164651	7	20823906	20826505	3	1	173005	-0.068794	0.52742	SP8
ENSG00000105866	7	21467652	21554440	419	44	173005	1.0749	0.14121	SP4
ENSG00000105877	7	21582833	21941457	2204	160	173005	0.67929	0.24848	DNAH11
ENSG00000164649	7	21940518	21985702	218	41	173005	-2.1097	0.98256	CDCA7L
ENSG00000136237	7	22157856	22396763	975	80	173005	-0.026679	0.51064	RAPGEF5
ENSG00000105889	7	22459063	22672544	911	86	173005	-0.60745	0.72823	STEAP1B
ENSG00000136244	7	22765503	22771621	28	8	173005	-0.2435	0.59619	IL6
ENSG00000196683	7	22852251	22862470	72	10	173005	-2.7108	0.99664	TOMM7
ENSG00000122591	7	22980878	23053749	262	23	173005	0.046509	0.48145	FAM126A
ENSG00000122550	7	23145353	23217533	286	16	173005	-0.47061	0.68104	KLHL7
ENSG00000214871	7	23210760	23234503	98	13	173005	-0.72689	0.76635	AC005082.1
ENSG00000136243	7	23221446	23240630	81	10	173005	-1.1895	0.88288	NUPL2
ENSG00000136235	7	23275586	23314727	191	13	173005	0.13653	0.4457	GPNMB
ENSG00000156928	7	23338358	23351348	52	14	173005	-0.083661	0.53334	MALSU1
ENSG00000136231	7	23349828	23510086	566	72	173005	-1.1902	0.88301	IGF2BP3
ENSG00000164548	7	23544399	23571660	90	29	173005	1.0135	0.15541	TRA2A
