# TOTAL_GENES = 18863
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_benzene_containing_...          SET      13     0.078909    0.0020709      0.31544      0.40123 GO_bp:go_benzene_containing_compound_metabolic_process
GO_bp:go_auditory_receptor_c...1         SET      17     0.089618    0.0026892      0.24835      0.35911 GO_bp:go_auditory_receptor_cell_development
GO_bp:go_regulation_of_acros...          SET      16      0.13247    0.0038565      0.26485      0.30848 GO_bp:go_regulation_of_acrosome_reaction
GO_bp:go_neuronal_stem_cell_...          SET      22     -0.28915   -0.0098692      0.24626      0.87983 GO_bp:go_neuronal_stem_cell_population_maintenance
GO_bp:go_organic_cyclic_comp...          SET     577     0.030117    0.0051864     0.044186      0.24775 GO_bp:go_organic_cyclic_compound_catabolic_process
GO_bp:go_actin_filament_poly...          SET     165    -0.077212   -0.0071899     0.079742      0.83354 GO_bp:go_actin_filament_polymerization
GO_bp:go_smooth_muscle_contr...          SET     104      0.11585    0.0085784      0.11299      0.15262 GO_bp:go_smooth_muscle_contraction
GO_bp:go_macrophage_chemotax...          SET      35    -0.069612   -0.0029959      0.17348      0.65589 GO_bp:go_macrophage_chemotaxis
GO_bp:go_neutral_lipid_metab...          SET     113   3.0887e-05   2.3835e-06      0.10043      0.49988 GO_bp:go_neutral_lipid_metabolic_process
GO_bp:go_positive_regulation...402       SET      20     -0.57807    -0.018813      0.27556      0.98203 GO_bp:go_positive_regulation_of_interleukin_4_production
GO_bp:go_defense_response_to...4         SET      78     -0.16312    -0.010468      0.12026       0.9125 GO_bp:go_defense_response_to_gram_positive_bacterium
GO_bp:go_amino_acid_betaine_...2         SET      10      0.21345    0.0049134      0.36184      0.27763 GO_bp:go_amino_acid_betaine_metabolic_process
GO_bp:go_alpha_beta_t_cell_a...          SET     129    -0.066352   -0.0054684      0.10331      0.73965 GO_bp:go_alpha_beta_t_cell_activation
GO_bp:go_ribonucleoprotein_c...2         SET      14       0.2872    0.0078215       0.2622      0.13669 GO_bp:go_ribonucleoprotein_complex_disassembly
GO_bp:go_enteroendocrine_cel...          SET      26    -0.012055  -0.00044727      0.22056      0.52179 GO_bp:go_enteroendocrine_cell_differentiation
GO_bp:go_cellular_aldehyde_m...          SET      40     -0.10034   -0.0046158      0.17021      0.72224 GO_bp:go_cellular_aldehyde_metabolic_process
GO_bp:go_rhythmic_behavior               SET      43      0.26363     0.012573      0.16846     0.058812 GO_bp:go_rhythmic_behavior
GO_bp:go_developmental_pigme...          SET      42      0.19184    0.0090424       0.1661      0.12406 GO_bp:go_developmental_pigmentation
GO_bp:go_acidic_amino_acid_t...          SET      64      0.13912    0.0080899      0.14476      0.16828 GO_bp:go_acidic_amino_acid_transport
GO_bp:go_non_recombinational...          SET      86    -0.062973   -0.0042425      0.10309      0.72935 GO_bp:go_non_recombinational_repair
GO_bp:go_carbohydrate_metabo...          SET     526   -0.0019405   -0.0003195      0.04712      0.51642 GO_bp:go_carbohydrate_metabolic_process
GO_bp:go_regulation_of_actin...4         SET      87   -0.0099703  -0.00067557        0.117      0.53396 GO_bp:go_regulation_of_actin_filament_bundle_assembly
GO_bp:go_olfactory_lobe_deve...          SET      31       0.3388     0.013724      0.20981     0.053191 GO_bp:go_olfactory_lobe_development
GO_bp:go_response_to_interle...10        SET      37     0.061235    0.0027094      0.18072      0.36737 GO_bp:go_response_to_interleukin_6
GO_bp:go_vasculogenesis                  SET      72     -0.16581    -0.010225      0.12863      0.90129 GO_bp:go_vasculogenesis
GO_bp:go_lipopolysaccharide_...          SET      56     -0.20778    -0.011305      0.13853      0.93317 GO_bp:go_lipopolysaccharide_mediated_signaling_pathway
GO_bp:go_regulation_of_cell_...6         SET     373    -0.041511   -0.0057794     0.058618      0.76057 GO_bp:go_regulation_of_cell_cell_adhesion
GO_bp:go_branching_involved_...2         SET      12     0.033582   0.00084678      0.35237      0.46204 GO_bp:go_branching_involved_in_labyrinthine_layer_morphogenesis
GO_bp:go_regulation_of_t_cel...9         SET      64     -0.01564  -0.00090949      0.14337      0.54343 GO_bp:go_regulation_of_t_cell_mediated_immunity
GO_bp:go_mechanoreceptor_dif...          SET      59     0.045392    0.0025347      0.13816      0.37125 GO_bp:go_mechanoreceptor_differentiation
GO_bp:go_histone_ubiquitinat...          SET      40      0.24522     0.011281      0.16102     0.063889 GO_bp:go_histone_ubiquitination
GO_bp:go_cellular_response_t...9         SET     131    -0.083776   -0.0069574     0.095899      0.80882 GO_bp:go_cellular_response_to_antibiotic
GO_bp:go_negative_regulation...383       SET      22      0.05924     0.002022      0.22605      0.39664 GO_bp:go_negative_regulation_of_lyase_activity
GO_bp:go_neuron_apoptotic_pr...          SET     226     0.096003     0.010445     0.069836     0.084624 GO_bp:go_neuron_apoptotic_process
GO_bp:go_regulation_of_vasoc...          SET      54     -0.25361     -0.01355      0.16452      0.93839 GO_bp:go_regulation_of_vasoconstriction
GO_bp:go_cellular_response_t...38        SET      51    -0.097748   -0.0050759      0.17039      0.71691 GO_bp:go_cellular_response_to_fatty_acid
GO_bp:go_monovalent_inorgani...1         SET      26     -0.24483   -0.0090835      0.22218      0.86475 GO_bp:go_monovalent_inorganic_anion_homeostasis
GO_bp:go_regulation_of_ph                SET      95     0.053418    0.0037815      0.10773         0.31 GO_bp:go_regulation_of_ph
GO_bp:go_cyclooxygenase_path...          SET      11     0.036379   0.00087827       0.3144      0.45394 GO_bp:go_cyclooxygenase_pathway
GO_bp:go_cell_surface_recept...1         SET     582     0.082347      0.01424     0.046063      0.03692 GO_bp:go_cell_surface_receptor_signaling_pathway_involved_in_cell_cell_signaling
GO_bp:go_positive_regulation...708       SET      53      0.12966    0.0068634      0.13394      0.16652 GO_bp:go_positive_regulation_of_response_to_cytokine_stimulus
GO_bp:go_proteoglycan_biosyn...          SET      64    -0.033456   -0.0019455      0.13931       0.5949 GO_bp:go_proteoglycan_biosynthetic_process
GO_bp:go_granulocyte_differe...          SET      31     -0.11085   -0.0044902      0.17969      0.73135 GO_bp:go_granulocyte_differentiation
GO_bp:go_golgi_ribbon_format...          SET      12      0.10678    0.0026924      0.26913      0.34577 GO_bp:go_golgi_ribbon_formation
GO_bp:go_negative_regulation...213       SET      11      0.16841    0.0040659      0.31043      0.29373 GO_bp:go_negative_regulation_of_endoplasmic_reticulum_unfolded_protein_response
GO_bp:go_deoxyribonucleotide...          SET      15     -0.11175   -0.0031501       0.2574      0.66791 GO_bp:go_deoxyribonucleotide_biosynthetic_process
GO_bp:go_protein_localizatio...21        SET      27      0.12205    0.0046142       0.2102      0.28076 GO_bp:go_protein_localization_to_golgi_apparatus
GO_bp:go_positive_regulation...651       SET     233     0.053526    0.0059122     0.064529      0.20342 GO_bp:go_positive_regulation_of_protein_complex_assembly
GO_bp:go_perk_mediated_unfol...          SET      21     -0.11267   -0.0037573      0.23549      0.68383 GO_bp:go_perk_mediated_unfolded_protein_response
GO_bp:go_response_to_cortico...2         SET      20        0.476     0.015492      0.22845     0.018603 GO_bp:go_response_to_corticosterone
GO_bp:go_regulation_of_viral...5         SET      63      0.15186    0.0087616      0.12512      0.11244 GO_bp:go_regulation_of_viral_transcription
GO_bp:go_negative_regulation...541       SET      67    -0.077081   -0.0045858      0.11821      0.74281 GO_bp:go_negative_regulation_of_protein_complex_disassembly
GO_bp:go_positive_regulation...191       SET      11     -0.21569   -0.0052073      0.37552      0.71714 GO_bp:go_positive_regulation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway
GO_bp:go_tube_formation                  SET     141      0.10734    0.0092462     0.096389      0.13272 GO_bp:go_tube_formation
GO_bp:go_cellular_response_t...109       SET     242    -0.020048   -0.0022563     0.069245      0.61391 GO_bp:go_cellular_response_to_steroid_hormone_stimulus
GO_bp:go_ribonucleoprotein_c...1         SET     421    -0.028742   -0.0042458      0.04793      0.72563 GO_bp:go_ribonucleoprotein_complex_biogenesis
GO_bp:go_meiotic_cell_cycle              SET     237    -0.088805   -0.0098918     0.064043      0.91722 GO_bp:go_meiotic_cell_cycle
GO_bp:go_positive_regulation...704       SET      12      0.31062    0.0078323      0.35139      0.18836 GO_bp:go_positive_regulation_of_renal_sodium_excretion
GO_bp:go_response_to_stimulu...          SET      15      0.27627    0.0077878      0.29124      0.17142 GO_bp:go_response_to_stimulus_involved_in_regulation_of_muscle_adaptation
GO_bp:go_cell_fate_determina...          SET      41    -0.085758   -0.0039939      0.18923      0.67479 GO_bp:go_cell_fate_determination
GO_bp:go_detection_of_mechan...4         SET      12     0.085268      0.00215      0.38771      0.41297 GO_bp:go_detection_of_mechanical_stimulus_involved_in_sensory_perception_of_sound
GO_bp:go_regulation_of_osteo...1         SET     107     -0.10411   -0.0078192      0.11042      0.82712 GO_bp:go_regulation_of_osteoblast_differentiation
GO_bp:go_positive_regulation...807       SET      47   -0.0045933    -0.000229      0.14324      0.51279 GO_bp:go_positive_regulation_of_telomere_maintenance
GO_bp:go_positive_regulation...253       SET       9     -0.23563   -0.0051458       0.3795      0.73266 GO_bp:go_positive_regulation_of_epidermal_growth_factor_activated_receptor_activity
GO_bp:go_mrna_transcription              SET      24    -0.050736   -0.0018086      0.20186      0.59922 GO_bp:go_mrna_transcription
GO_bp:go_coenzyme_metabolic_...          SET     244   -0.0039812  -0.00044987     0.068008      0.52334 GO_bp:go_coenzyme_metabolic_process
GO_bp:go_cellular_lipid_meta...          SET     843    -0.021482   -0.0044387     0.037206      0.71815 GO_bp:go_cellular_lipid_metabolic_process
GO_bp:go_gdp_metabolic_proce...          SET       6      0.16757    0.0029881      0.52979      0.37589 GO_bp:go_gdp_metabolic_process
GO_bp:go_regulation_of_prote...23        SET      20     -0.29372   -0.0095593        0.241      0.88852 GO_bp:go_regulation_of_protein_homooligomerization
GO_bp:go_regulation_of_fatty...2         SET      40    -0.065781    -0.003026      0.16398      0.65584 GO_bp:go_regulation_of_fatty_acid_biosynthetic_process
GO_bp:go_cellular_response_t...27        SET      21     -0.12324     -0.00411       0.2005      0.73061 GO_bp:go_cellular_response_to_dsrna
GO_bp:go_interspecies_intera...          SET     890     0.020674    0.0043836     0.035766      0.28162 GO_bp:go_interspecies_interaction_between_organisms
GO_bp:go_positive_regulation...386       SET      11    -0.016193  -0.00039093      0.33751      0.51913 GO_bp:go_positive_regulation_of_interferon_gamma_biosynthetic_process
GO_bp:go_lamellipodium_organ...          SET      77     -0.13093   -0.0083483      0.12564      0.85131 GO_bp:go_lamellipodium_organization
GO_bp:go_regulation_of_dna_d...1         SET      16     -0.16963   -0.0049384      0.24599      0.75476 GO_bp:go_regulation_of_dna_damage_checkpoint
GO_bp:go_negative_regulation...387       SET      38     0.058484    0.0026224       0.1658      0.36214 GO_bp:go_negative_regulation_of_lymphocyte_mediated_immunity
GO_bp:go_negative_regulation...376       SET      26     -0.20765   -0.0077043      0.20069      0.84959 GO_bp:go_negative_regulation_of_lipid_transport
GO_bp:go_regulation_of_heart...5         SET      36      0.39859     0.017397      0.20661     0.026861 GO_bp:go_regulation_of_heart_rate_by_cardiac_conduction
GO_bp:go_ketone_biosynthetic...          SET      41       0.1497    0.0069717      0.16399      0.18067 GO_bp:go_ketone_biosynthetic_process
GO_bp:go_i_kappab_phosphoryl...          SET      17     0.024193   0.00072597      0.24825      0.46118 GO_bp:go_i_kappab_phosphorylation
GO_bp:go_positive_regulation...525       SET      11      0.16699    0.0040316      0.28982      0.28224 GO_bp:go_positive_regulation_of_mrna_3_end_processing
GO_bp:go_grooming_behavior               SET      17      0.16084    0.0048264      0.29187       0.2908 GO_bp:go_grooming_behavior
GO_bp:go_regulation_of_histo...7         SET      26    -0.026892  -0.00099774      0.19182      0.55575 GO_bp:go_regulation_of_histone_h3_k4_methylation
GO_bp:go_glucose_metabolic_p...          SET     111   -0.0098886  -0.00075634      0.10124       0.5389 GO_bp:go_glucose_metabolic_process
GO_bp:go_positive_regulation...67        SET      35     -0.24806    -0.010676      0.19546      0.89779 GO_bp:go_positive_regulation_of_blood_pressure
GO_bp:go_regulation_of_anoik...          SET      24    -0.031218   -0.0011128      0.21544       0.5576 GO_bp:go_regulation_of_anoikis
GO_bp:go_positive_regulation...92        SET      25    -0.034521    -0.001256      0.23874      0.55749 GO_bp:go_positive_regulation_of_cardiac_muscle_cell_proliferation
GO_bp:go_negative_regulation...719       SET      18    -0.042394    -0.001309      0.31676      0.55323 GO_bp:go_negative_regulation_of_viral_entry_into_host_cell
GO_bp:go_negative_regulation...49        SET      15      -0.6106    -0.017212      0.29272       0.9815 GO_bp:go_negative_regulation_of_b_cell_proliferation
GO_bp:go_purine_nucleobase_m...          SET       7      0.13559    0.0026116      0.46718      0.38582 GO_bp:go_purine_nucleobase_metabolic_process
GO_bp:go_nucleobase_containi...4         SET      28        0.146    0.0056212       0.1876      0.21821 GO_bp:go_nucleobase_containing_small_molecule_interconversion
GO_bp:go_mitochondrial_fusion            SET      22     0.087897    0.0030001      0.20796      0.33627 GO_bp:go_mitochondrial_fusion
GO_bp:go_regulation_of_depho...          SET     192    0.0054275    0.0005448     0.075497      0.47134 GO_bp:go_regulation_of_dephosphorylation
GO_bp:go_carbohydrate_homeos...          SET     230     0.040317    0.0044248     0.072611      0.28937 GO_bp:go_carbohydrate_homeostasis
GO_bp:go_neuron_projection_r...          SET      54    0.0088326   0.00047192      0.15334      0.47703 GO_bp:go_neuron_projection_regeneration
GO_bp:go_cartilage_developme...2         SET      46     0.032431    0.0015996      0.15748      0.41842 GO_bp:go_cartilage_development_involved_in_endochondral_bone_morphogenesis
GO_bp:go_negative_regulation...218       SET      13      0.71984     0.018891      0.33015     0.014623 GO_bp:go_negative_regulation_of_epidermal_cell_differentiation
GO_bp:go_long_term_synaptic_...2         SET      84      0.34138     0.022731      0.12295    0.0027504 GO_bp:go_long_term_synaptic_potentiation
GO_bp:go_monocarboxylic_acid...4         SET     154     -0.13238    -0.011913     0.088904      0.93175 GO_bp:go_monocarboxylic_acid_transport
GO_bp:go_regulation_of_cytos...1         SET     490     0.037675    0.0059929     0.048002      0.21628 GO_bp:go_regulation_of_cytoskeleton_organization
GO_bp:go_sex_differentiation             SET     244     0.045062    0.0050919     0.068943      0.25669 GO_bp:go_sex_differentiation
GO_bp:go_negative_regulation...299       SET      64     -0.10784    -0.006271      0.14104      0.77775 GO_bp:go_negative_regulation_of_hormone_secretion
GO_bp:go_cell_cycle                      SET    1713   -0.0055771   -0.0016026      0.02621      0.58425 GO_bp:go_cell_cycle
GO_bp:go_cellular_response_t...96        SET      18      0.25783    0.0079609      0.24778      0.14905 GO_bp:go_cellular_response_to_ph
GO_bp:go_negative_regulation...86        SET      13     -0.11065    -0.002904       0.3311      0.63088 GO_bp:go_negative_regulation_of_catecholamine_secretion
GO_bp:go_regulation_of_intri...3         SET      37     0.041362    0.0018301      0.15755      0.39645 GO_bp:go_regulation_of_intrinsic_apoptotic_signaling_pathway_in_response_to_dna_damage
GO_bp:go_response_to_vitamin...3         SET      11     -0.42012    -0.010143      0.32992      0.89855 GO_bp:go_response_to_vitamin_e
GO_bp:go_positive_regulation...664       SET     165     -0.13616    -0.012679     0.085314      0.94475 GO_bp:go_positive_regulation_of_protein_kinase_b_signaling
GO_bp:go_lymph_vessel_morpho...          SET      18      0.35841     0.011066      0.26041      0.08437 GO_bp:go_lymph_vessel_morphogenesis
GO_bp:go_positive_regulation...80        SET      15     -0.57338    -0.016163      0.25452      0.98786 GO_bp:go_positive_regulation_of_calcium_ion_import
GO_bp:go_detection_of_abioti...          SET     126    -0.078482    -0.006393     0.096439      0.79211 GO_bp:go_detection_of_abiotic_stimulus
GO_bp:go_oligosaccharide_bio...          SET      18      0.15033    0.0046417        0.276      0.29299 GO_bp:go_oligosaccharide_biosynthetic_process
GO_bp:go_cardiac_muscle_cell...1         SET      63      0.36711     0.021181      0.14757    0.0064339 GO_bp:go_cardiac_muscle_cell_action_potential
GO_bp:go_negative_regulation...102       SET      99    -0.031186   -0.0022534      0.10426      0.61757 GO_bp:go_negative_regulation_of_cell_cycle_g2_m_phase_transition
GO_bp:go_purine_nucleoside_c...          SET       7      -0.3852   -0.0074193      0.51542      0.77257 GO_bp:go_purine_nucleoside_catabolic_process
GO_bp:go_negative_regulation...178       SET     127    -0.017359   -0.0014196      0.08921      0.57714 GO_bp:go_negative_regulation_of_cytoskeleton_organization
GO_bp:go_response_to_muscle_...1         SET      24     0.072333    0.0025785      0.21914      0.37067 GO_bp:go_response_to_muscle_activity
GO_bp:go_negative_regulation...352       SET      35   -0.0055654  -0.00023952      0.16723      0.51327 GO_bp:go_negative_regulation_of_jnk_cascade
GO_bp:go_regulation_of_myotu...          SET      54     -0.12567   -0.0067147      0.14645      0.80459 GO_bp:go_regulation_of_myotube_differentiation
GO_bp:go_trachea_morphogenes...          SET      11     -0.29559   -0.0071363       0.3552      0.79734 GO_bp:go_trachea_morphogenesis
GO_bp:go_positive_regulation...707       SET      44     -0.18487   -0.0089184      0.16455      0.86937 GO_bp:go_positive_regulation_of_response_to_biotic_stimulus
GO_bp:go_endothelial_cell_pr...          SET     133      0.02751    0.0023019     0.095516      0.38667 GO_bp:go_endothelial_cell_proliferation
GO_bp:go_lipid_phosphorylati...          SET      62      0.15184    0.0086909       0.1312      0.12358 GO_bp:go_lipid_phosphorylation
GO_bp:go_cellular_carbohydra...3         SET     245    -0.014866   -0.0016832     0.069211      0.58503 GO_bp:go_cellular_carbohydrate_metabolic_process
GO_bp:go_nucleoside_phosphat...2         SET      65    -0.035816   -0.0020989       0.1301      0.60846 GO_bp:go_nucleoside_phosphate_catabolic_process
GO_bp:go_cellular_response_t...108       SET     143    -0.012226   -0.0010605     0.086827      0.55599 GO_bp:go_cellular_response_to_starvation
GO_bp:go_vesicle_mediated_tr...1         SET      38       0.1386    0.0062147      0.17507      0.21428 GO_bp:go_vesicle_mediated_transport_between_endosomal_compartments
GO_bp:go_response_to_drug                SET     966    -0.014278   -0.0031473     0.035727      0.65528 GO_bp:go_response_to_drug
GO_bp:go_lipid_biosynthetic_...          SET     638    -0.023905   -0.0043216     0.042893      0.71134 GO_bp:go_lipid_biosynthetic_process
GO_bp:go_ammonium_transport              SET     102      0.12594    0.0092361      0.11366      0.13393 GO_bp:go_ammonium_transport
GO_bp:go_photoreceptor_cell_...2         SET      61      0.22271     0.012645      0.13714     0.052205 GO_bp:go_photoreceptor_cell_differentiation
GO_bp:go_megakaryocyte_diffe...          SET      84      0.12259    0.0081625      0.11754       0.1485 GO_bp:go_megakaryocyte_differentiation
GO_bp:go_protein_depolymeriz...          SET     104     0.032333    0.0023943     0.099606      0.37274 GO_bp:go_protein_depolymerization
GO_bp:go_cellular_response_t...16        SET      80      0.10911    0.0070907      0.12764      0.19633 GO_bp:go_cellular_response_to_calcium_ion
GO_bp:go_dna_methylation_or_...          SET      85     0.011767   0.00078811       0.1274      0.46321 GO_bp:go_dna_methylation_or_demethylation
GO_bp:go_negative_regulation...241       SET      35     -0.06001   -0.0025826      0.17786      0.63209 GO_bp:go_negative_regulation_of_extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors
GO_bp:go_positive_regulation...88        SET     133      -0.0568   -0.0047527     0.092713      0.72994 GO_bp:go_positive_regulation_of_canonical_wnt_signaling_pathway
GO_bp:go_glomerular_epitheli...3         SET      18     -0.67278    -0.020774      0.26999      0.99364 GO_bp:go_glomerular_epithelium_development
GO_bp:go_mitotic_recombinati...          SET      24     0.011972   0.00042679      0.18261      0.47386 GO_bp:go_mitotic_recombination
GO_bp:go_purinergic_nucleoti...          SET      18     -0.35557    -0.010979      0.30195      0.88051 GO_bp:go_purinergic_nucleotide_receptor_signaling_pathway
GO_bp:go_regulation_of_neuro...9         SET     460      0.18949     0.029228     0.051899   0.00013097 GO_bp:go_regulation_of_neuron_projection_development
GO_bp:go_microtubule_organiz...2         SET     130     0.030233    0.0025012     0.093687      0.37346 GO_bp:go_microtubule_organizing_center_organization
GO_bp:go_pirna_metabolic_pro...          SET      18     -0.17247   -0.0053255      0.26182      0.74497 GO_bp:go_pirna_metabolic_process
GO_bp:go_vacuole_organization            SET     152     0.048049    0.0042959      0.08676      0.28986 GO_bp:go_vacuole_organization
GO_bp:go_cardiocyte_differen...          SET     140     0.083939    0.0072047     0.092647      0.18247 GO_bp:go_cardiocyte_differentiation
GO_bp:go_response_to_growth_...1         SET     666     0.014245    0.0026291     0.042907      0.36995 GO_bp:go_response_to_growth_factor
GO_bp:go_positive_regulation...887       SET      50     -0.25212    -0.012963      0.15189      0.95152 GO_bp:go_positive_regulation_of_wound_healing
GO_bp:go_regulation_of_leuko...6         SET     191    -0.055692   -0.0055757     0.077409      0.76406 GO_bp:go_regulation_of_leukocyte_mediated_immunity
GO_bp:go_negative_regulation...139       SET      18     0.015724   0.00048552      0.25072        0.475 GO_bp:go_negative_regulation_of_cellular_senescence
GO_bp:go_positive_regulation...11        SET      22     0.080322    0.0027416      0.22894      0.36285 GO_bp:go_positive_regulation_of_activated_t_cell_proliferation
GO_bp:go_negative_regulation...103       SET     234   -0.0016268  -0.00018006     0.069416      0.50935 GO_bp:go_negative_regulation_of_cell_cycle_phase_transition
GO_bp:go_diencephalon_develo...          SET      71      0.17469     0.010698      0.13839      0.10343 GO_bp:go_diencephalon_development
GO_bp:go_positive_regulation...545       SET      22    0.0083747   0.00028585      0.24488      0.48636 GO_bp:go_positive_regulation_of_myoblast_differentiation
GO_bp:go_mitochondrion_organ...          SET     488     0.085248     0.013533     0.046113      0.03226 GO_bp:go_mitochondrion_organization
GO_bp:go_hair_cell_different...          SET      39   4.1075e-05   1.8658e-06      0.17646      0.49991 GO_bp:go_hair_cell_differentiation
GO_bp:go_regulation_of_stem_...4         SET      62    -0.074802   -0.0042815      0.13687      0.70764 GO_bp:go_regulation_of_stem_cell_proliferation
GO_bp:go_regulation_of_chrom...3         SET     169     0.086305    0.0081326     0.079444      0.13867 GO_bp:go_regulation_of_chromatin_organization
GO_bp:go_membrane_protein_ec...          SET      39     -0.30934    -0.014051      0.17348      0.96271 GO_bp:go_membrane_protein_ectodomain_proteolysis
GO_bp:go_regulation_of_mitoc...5         SET      66      0.16892    0.0099744      0.13044     0.097672 GO_bp:go_regulation_of_mitochondrial_membrane_potential
GO_bp:go_pericardium_develop...          SET      20     -0.21062   -0.0068547      0.27075      0.78169 GO_bp:go_pericardium_development
GO_bp:go_cell_fate_commitment            SET     244     0.088478    0.0099979     0.074651      0.11797 GO_bp:go_cell_fate_commitment
GO_bp:go_peroxisomal_transpo...          SET      68     -0.20813    -0.012474      0.11878      0.96013 GO_bp:go_peroxisomal_transport
GO_bp:go_positive_regulation...19        SET      31      -0.1477   -0.0059827      0.19876      0.77128 GO_bp:go_positive_regulation_of_adherens_junction_organization
GO_bp:go_positive_regulation...618       SET     180    -0.079619   -0.0077407     0.080958       0.8373 GO_bp:go_positive_regulation_of_peptidyl_tyrosine_phosphorylation
GO_bp:go_regulation_of_myobl...2         SET      21     -0.16959   -0.0056555      0.22181      0.77773 GO_bp:go_regulation_of_myoblast_fusion
GO_bp:go_negative_regulation...303       SET     413    -0.054469   -0.0079712     0.054439      0.84147 GO_bp:go_negative_regulation_of_hydrolase_activity
GO_bp:go_regulation_of_neuro...18        SET      19      0.42644     0.013528      0.23919     0.037313 GO_bp:go_regulation_of_neurotransmitter_uptake
GO_bp:go_activin_receptor_si...          SET      39     0.030089    0.0013668      0.19335      0.43817 GO_bp:go_activin_receptor_signaling_pathway
GO_bp:go_positive_regulation...646       SET      38    -0.055601   -0.0024931      0.16379      0.63287 GO_bp:go_positive_regulation_of_protein_acetylation
GO_bp:go_negative_regulation...70        SET      56      0.22351      0.01216      0.14139     0.056967 GO_bp:go_negative_regulation_of_calcium_ion_transport
GO_bp:go_multi_organism_repr...          SET     910    -0.049208    -0.010544     0.035641       0.9163 GO_bp:go_multi_organism_reproductive_process
GO_bp:go_renal_system_vascul...1         SET      24     -0.06382   -0.0022751      0.22612      0.61112 GO_bp:go_renal_system_vasculature_development
GO_bp:go_regulation_of_plasm...1         SET      86     0.028785    0.0019393      0.11472      0.40094 GO_bp:go_regulation_of_plasma_lipoprotein_particle_levels
GO_bp:go_detection_of_stimul...1         SET     597     -0.20941    -0.036661     0.054921      0.99993 GO_bp:go_detection_of_stimulus
GO_bp:go_establishment_of_pr...10        SET      43     0.051701    0.0024657       0.1662      0.37787 GO_bp:go_establishment_of_protein_localization_to_vacuole
GO_bp:go_fucose_metabolic_pr...          SET       7    -0.082493   -0.0015889      0.34328      0.59495 GO_bp:go_fucose_metabolic_process
GO_bp:go_regulation_of_amino...3         SET      31      0.19273     0.007807      0.20387      0.17224 GO_bp:go_regulation_of_amino_acid_transport
GO_bp:go_apoptotic_dna_fragm...          SET      23     -0.18142   -0.0063311      0.21405      0.80164 GO_bp:go_apoptotic_dna_fragmentation
GO_bp:go_heterophilic_cell_c...          SET      43      0.29684     0.014157      0.18448     0.053805 GO_bp:go_heterophilic_cell_cell_adhesion_via_plasma_membrane_cell_adhesion_molecules
GO_bp:go_negative_regulation...375       SET      20      -0.1867   -0.0060761      0.25399      0.76884 GO_bp:go_negative_regulation_of_lipid_storage
GO_bp:go_regulation_of_micro...12        SET      13     -0.31193   -0.0081862      0.28428      0.86373 GO_bp:go_regulation_of_microvillus_organization
GO_bp:go_scf_dependent_prote...          SET      89      0.11613     0.007958        0.112      0.14991 GO_bp:go_scf_dependent_proteasomal_ubiquitin_dependent_protein_catabolic_process
GO_bp:go_regulation_of_leuko...3         SET     106    -0.073017   -0.0054584      0.10959      0.74738 GO_bp:go_regulation_of_leukocyte_chemotaxis
GO_bp:go_enteric_nervous_sys...          SET      13     0.058082    0.0015243      0.30569      0.42465 GO_bp:go_enteric_nervous_system_development
GO_bp:go_muscle_cell_fate_co...          SET      17     -0.21266   -0.0063814       0.2821      0.77452 GO_bp:go_muscle_cell_fate_commitment
GO_bp:go_regulation_of_metan...2         SET      21     0.088564    0.0029535      0.27667      0.37445 GO_bp:go_regulation_of_metanephros_development
GO_bp:go_nuclear_transcribed...7         SET      33      0.28198     0.011784       0.1787     0.057297 GO_bp:go_nuclear_transcribed_mrna_poly_a_tail_shortening
GO_bp:go_cellular_response_t...7         SET      62      -0.1329   -0.0076068      0.14041      0.82805 GO_bp:go_cellular_response_to_amino_acid_stimulus
GO_bp:go_dna_geometric_change            SET      86     0.023089    0.0015555      0.10499      0.41297 GO_bp:go_dna_geometric_change
GO_bp:go_regulation_of_guany...2         SET      12     -0.34328   -0.0086558      0.28171      0.88849 GO_bp:go_regulation_of_guanylate_cyclase_activity
GO_bp:go_regulation_of_monoc...2         SET      19      0.67196     0.021316      0.25843    0.0046635 GO_bp:go_regulation_of_monocyte_differentiation
GO_bp:go_nucleotide_excision...5         SET      37     -0.15272   -0.0067574      0.16116      0.82834 GO_bp:go_nucleotide_excision_repair_dna_incision
GO_bp:go_ceramide_metabolic_...          SET      25     -0.12045   -0.0043821      0.20927      0.71754 GO_bp:go_ceramide_metabolic_process
GO_bp:go_regulation_of_lamel...3         SET      40     -0.12812   -0.0058938      0.17272      0.77088 GO_bp:go_regulation_of_lamellipodium_organization
GO_bp:go_regulation_of_b_cel...5         SET      59    -0.038542   -0.0021522      0.13999      0.60846 GO_bp:go_regulation_of_b_cell_proliferation
GO_bp:go_regulation_of_cell_...10        SET      12      0.76809     0.019367      0.35795     0.015951 GO_bp:go_regulation_of_cell_communication_by_electrical_coupling
GO_bp:go_spinal_cord_associa...          SET      13      0.21226    0.0055705      0.33173      0.26114 GO_bp:go_spinal_cord_association_neuron_differentiation
