region2	reg_region	type	tissue/cell	genes
6:43190000-43200000	6:43196563-43197802	prom	E073	ENSG00000112667
6:43190000-43200000	6:43196563-43197802	prom	E074	ENSG00000112667
6:43190000-43200000	6:43196563-43197802	prom	E082	ENSG00000112667
6:43330000-43340000	6:43335906-43338611	prom	E053	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E054	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E067	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E068	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E069	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E070	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E071	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E072	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E073	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E074	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E081	ENSG00000171467
6:43330000-43340000	6:43335906-43338611	prom	E082	ENSG00000171467
6:43390000-43400000	6:43394816-43396086	prom	E053	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E054	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E067	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E068	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E069	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E070	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E071	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E072	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E073	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E074	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E081	ENSG00000124574
6:43390000-43400000	6:43394816-43396086	prom	E082	ENSG00000124574
6:43390000-43400000	6:43396153-43396247	prom	E053	NA
6:43390000-43400000	6:43396153-43396247	prom	E054	NA
6:43390000-43400000	6:43396153-43396247	prom	E067	NA
6:43390000-43400000	6:43396153-43396247	prom	E068	NA
6:43390000-43400000	6:43396153-43396247	prom	E069	NA
6:43390000-43400000	6:43396153-43396247	prom	E070	NA
6:43390000-43400000	6:43396153-43396247	prom	E071	NA
6:43390000-43400000	6:43396153-43396247	prom	E072	NA
6:43390000-43400000	6:43396153-43396247	prom	E073	NA
6:43390000-43400000	6:43396153-43396247	prom	E074	NA
6:43390000-43400000	6:43396153-43396247	prom	E081	NA
6:43390000-43400000	6:43396153-43396247	prom	E082	NA
6:43420000-43430000	6:43422031-43423411	prom	E053	NA
6:43420000-43430000	6:43422031-43423411	prom	E054	NA
6:43420000-43430000	6:43422031-43423411	prom	E067	NA
6:43420000-43430000	6:43422031-43423411	prom	E068	NA
6:43420000-43430000	6:43422031-43423411	prom	E069	NA
6:43420000-43430000	6:43422031-43423411	prom	E070	NA
6:43420000-43430000	6:43422031-43423411	prom	E071	NA
6:43420000-43430000	6:43422031-43423411	prom	E072	NA
6:43420000-43430000	6:43422031-43423411	prom	E073	NA
6:43420000-43430000	6:43422031-43423411	prom	E074	NA
6:43420000-43430000	6:43422031-43423411	prom	E082	NA
6:43420000-43430000	6:43423421-43424176	prom	E054	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E067	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E068	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E069	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E070	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E072	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E073	ENSG00000171462
6:43420000-43430000	6:43423421-43424176	prom	E081	ENSG00000171462
6:43470000-43480000	6:43476917-43477585	prom	E053	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E054	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E067	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E068	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E069	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E071	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E072	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E073	ENSG00000171453
6:43470000-43480000	6:43476917-43477585	prom	E082	ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E053	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E054	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E067	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E068	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E069	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E070	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E071	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E072	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E073	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E074	ENSG00000204052:ENSG00000171453
6:43470000-43480000	6:43477681-43478892	prom	E082	ENSG00000204052:ENSG00000171453
6:43480000-43490000	6:43483938-43484049	prom	E053	NA
6:43480000-43490000	6:43483938-43484049	prom	E054	NA
6:43480000-43490000	6:43483938-43484049	prom	E067	NA
6:43480000-43490000	6:43483938-43484049	prom	E068	NA
6:43480000-43490000	6:43483938-43484049	prom	E069	NA
6:43480000-43490000	6:43483938-43484049	prom	E070	NA
6:43480000-43490000	6:43483938-43484049	prom	E071	NA
6:43480000-43490000	6:43483938-43484049	prom	E072	NA
6:43480000-43490000	6:43483938-43484049	prom	E073	NA
6:43480000-43490000	6:43483938-43484049	prom	E074	NA
6:43480000-43490000	6:43483938-43484049	prom	E081	NA
6:43480000-43490000	6:43483938-43484049	prom	E082	NA
6:43480000-43490000	6:43484093-43484170	prom	E053	NA
6:43480000-43490000	6:43484093-43484170	prom	E054	NA
6:43480000-43490000	6:43484093-43484170	prom	E067	NA
6:43480000-43490000	6:43484093-43484170	prom	E068	NA
6:43480000-43490000	6:43484093-43484170	prom	E069	NA
6:43480000-43490000	6:43484093-43484170	prom	E070	NA
6:43480000-43490000	6:43484093-43484170	prom	E071	NA
6:43480000-43490000	6:43484093-43484170	prom	E072	NA
6:43480000-43490000	6:43484093-43484170	prom	E073	NA
6:43480000-43490000	6:43484093-43484170	prom	E074	NA
6:43480000-43490000	6:43484093-43484170	prom	E081	NA
6:43480000-43490000	6:43484093-43484170	prom	E082	NA
6:43480000-43490000	6:43484215-43485478	prom	E053	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E054	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E067	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E068	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E069	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E070	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E071	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E072	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E073	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E074	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E081	ENSG00000137207
6:43480000-43490000	6:43484215-43485478	prom	E082	ENSG00000137207
6:43590000-43600000	6:43596008-43596079	prom	E053	NA
6:43590000-43600000	6:43596008-43596079	prom	E054	NA
6:43590000-43600000	6:43596008-43596079	prom	E068	NA
6:43590000-43600000	6:43596008-43596079	prom	E070	NA
6:43590000-43600000	6:43596008-43596079	prom	E082	NA
6:43590000-43600000	6:43596134-43598283	prom	E053	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E054	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E067	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E068	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E069	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E070	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E071	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E072	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E073	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E074	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E081	ENSG00000172432:ENSG00000124688
6:43590000-43600000	6:43596134-43598283	prom	E082	ENSG00000172432:ENSG00000124688
6:43600000-43610000	6:43603217-43604369	prom	E053	NA
6:43600000-43610000	6:43603217-43604369	prom	E054	NA
6:43600000-43610000	6:43603217-43604369	prom	E067	NA
6:43600000-43610000	6:43603217-43604369	prom	E068	NA
6:43600000-43610000	6:43603217-43604369	prom	E069	NA
6:43600000-43610000	6:43603217-43604369	prom	E070	NA
6:43600000-43610000	6:43603217-43604369	prom	E071	NA
6:43600000-43610000	6:43603217-43604369	prom	E072	NA
6:43600000-43610000	6:43603217-43604369	prom	E073	NA
6:43600000-43610000	6:43603217-43604369	prom	E074	NA
6:43600000-43610000	6:43603217-43604369	prom	E081	NA
6:43600000-43610000	6:43603217-43604369	prom	E082	NA
8:8860000-8870000	8:8859738-8861793	prom	E053	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E054	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E067	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E068	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E069	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E070	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E071	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E072	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E073	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E074	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E081	ENSG00000104626
8:8860000-8870000	8:8859738-8861793	prom	E082	ENSG00000104626
8:9760000-9770000	8:9759625-9763077	prom	E067	NA
8:9760000-9770000	8:9759625-9763077	prom	E068	NA
8:9760000-9770000	8:9759625-9763077	prom	E070	NA
8:9760000-9770000	8:9759625-9763077	prom	E071	NA
8:9760000-9770000	8:9759625-9763077	prom	E072	NA
8:9760000-9770000	8:9759625-9763077	prom	E073	NA
8:9760000-9770000	8:9759625-9763077	prom	E074	NA
8:9760000-9770000	8:9759625-9763077	prom	E081	NA
8:9760000-9770000	8:9759625-9763077	prom	E082	NA
8:9760000-9770000	8:9763092-9765242	prom	E067	NA
8:9760000-9770000	8:9763092-9765242	prom	E068	NA
8:9760000-9770000	8:9763092-9765242	prom	E069	NA
8:9760000-9770000	8:9763092-9765242	prom	E070	NA
8:9760000-9770000	8:9763092-9765242	prom	E071	NA
8:9760000-9770000	8:9763092-9765242	prom	E072	NA
8:9760000-9770000	8:9763092-9765242	prom	E073	NA
8:9760000-9770000	8:9763092-9765242	prom	E074	NA
8:9760000-9770000	8:9763092-9765242	prom	E081	NA
8:9760000-9770000	8:9763092-9765242	prom	E082	NA
8:9760001-9800000	8:9759625-9763077	prom	E067	NA
8:9760001-9800000	8:9759625-9763077	prom	E068	NA
8:9760001-9800000	8:9759625-9763077	prom	E070	NA
8:9760001-9800000	8:9759625-9763077	prom	E071	NA
8:9760001-9800000	8:9759625-9763077	prom	E072	NA
8:9760001-9800000	8:9759625-9763077	prom	E073	NA
8:9760001-9800000	8:9759625-9763077	prom	E074	NA
8:9760001-9800000	8:9759625-9763077	prom	E081	NA
8:9760001-9800000	8:9759625-9763077	prom	E082	NA
8:9760001-9800000	8:9763092-9765242	prom	E067	NA
8:9760001-9800000	8:9763092-9765242	prom	E068	NA
8:9760001-9800000	8:9763092-9765242	prom	E069	NA
8:9760001-9800000	8:9763092-9765242	prom	E070	NA
8:9760001-9800000	8:9763092-9765242	prom	E071	NA
8:9760001-9800000	8:9763092-9765242	prom	E072	NA
8:9760001-9800000	8:9763092-9765242	prom	E073	NA
8:9760001-9800000	8:9763092-9765242	prom	E074	NA
8:9760001-9800000	8:9763092-9765242	prom	E081	NA
8:9760001-9800000	8:9763092-9765242	prom	E082	NA
8:9760001-9800000	8:9773889-9773994	prom	E068	NA
8:9760001-9800000	8:9773889-9773994	prom	E073	NA
8:9760001-9800000	8:9774435-9774485	prom	E068	NA
8:9760001-9800000	8:9774435-9774485	prom	E069	NA
8:9760001-9800000	8:9774435-9774485	prom	E073	NA
8:9760001-9800000	8:9774959-9775145	prom	E067	NA
8:9760001-9800000	8:9774959-9775145	prom	E068	NA
8:9760001-9800000	8:9774959-9775145	prom	E069	NA
8:9760001-9800000	8:9774959-9775145	prom	E073	NA
8:9760001-9800000	8:9775279-9775574	prom	E067	NA
8:9760001-9800000	8:9775279-9775574	prom	E068	NA
8:9760001-9800000	8:9775279-9775574	prom	E069	NA
8:9760001-9800000	8:9775279-9775574	prom	E072	NA
8:9760001-9800000	8:9775279-9775574	prom	E073	NA
8:9760001-9800000	8:9775279-9775574	prom	E082	NA
8:9760001-9800000	8:9775782-9775840	prom	E067	NA
8:9760001-9800000	8:9775782-9775840	prom	E068	NA
8:9760001-9800000	8:9775782-9775840	prom	E069	NA
8:9760001-9800000	8:9775782-9775840	prom	E070	NA
8:9760001-9800000	8:9775782-9775840	prom	E071	NA
8:9760001-9800000	8:9775782-9775840	prom	E072	NA
8:9760001-9800000	8:9775782-9775840	prom	E073	NA
8:9760001-9800000	8:9775782-9775840	prom	E082	NA
8:9760001-9800000	8:9775875-9775925	prom	E067	NA
8:9760001-9800000	8:9775875-9775925	prom	E068	NA
8:9760001-9800000	8:9775875-9775925	prom	E069	NA
8:9760001-9800000	8:9775875-9775925	prom	E070	NA
8:9760001-9800000	8:9775875-9775925	prom	E071	NA
8:9760001-9800000	8:9775875-9775925	prom	E072	NA
8:9760001-9800000	8:9775875-9775925	prom	E073	NA
8:9760001-9800000	8:9775875-9775925	prom	E082	NA
8:9760001-9800000	8:9791197-9791620	prom	E054	NA
8:9760001-9800000	8:9791197-9791620	prom	E067	NA
8:9760001-9800000	8:9791197-9791620	prom	E068	NA
8:9760001-9800000	8:9791197-9791620	prom	E069	NA
8:9760001-9800000	8:9791197-9791620	prom	E070	NA
8:9760001-9800000	8:9791197-9791620	prom	E071	NA
8:9760001-9800000	8:9791197-9791620	prom	E072	NA
8:9760001-9800000	8:9791197-9791620	prom	E073	NA
8:9760001-9800000	8:9791197-9791620	prom	E082	NA
8:9760001-9800000	8:9791751-9791801	prom	E054	NA
8:9760001-9800000	8:9791751-9791801	prom	E068	NA
8:9760001-9800000	8:9791751-9791801	prom	E069	NA
8:9760001-9800000	8:9791751-9791801	prom	E070	NA
8:9760001-9800000	8:9791751-9791801	prom	E071	NA
8:9760001-9800000	8:9791751-9791801	prom	E072	NA
8:9760001-9800000	8:9791751-9791801	prom	E073	NA
8:9760001-9800000	8:9791751-9791801	prom	E082	NA
8:9910000-9920000	8:9911028-9913320	prom	E053	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E054	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E067	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E068	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E069	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E070	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E071	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E072	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E073	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E074	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E081	ENSG00000175806
8:9910000-9920000	8:9911028-9913320	prom	E082	ENSG00000175806
8:9950000-9960000	8:9952451-9953368	prom	E054	NA
8:9950000-9960000	8:9952451-9953368	prom	E067	NA
8:9950000-9960000	8:9952451-9953368	prom	E068	NA
8:9950000-9960000	8:9952451-9953368	prom	E069	NA
8:9950000-9960000	8:9952451-9953368	prom	E070	NA
8:9950000-9960000	8:9952451-9953368	prom	E071	NA
8:9950000-9960000	8:9952451-9953368	prom	E072	NA
8:9950000-9960000	8:9952451-9953368	prom	E073	NA
8:9950000-9960000	8:9952451-9953368	prom	E074	NA
8:9950000-9960000	8:9952451-9953368	prom	E082	NA
8:9950000-9960000	8:9953465-9953941	prom	E053	NA
8:9950000-9960000	8:9953465-9953941	prom	E054	NA
8:9950000-9960000	8:9953465-9953941	prom	E067	NA
8:9950000-9960000	8:9953465-9953941	prom	E068	NA
8:9950000-9960000	8:9953465-9953941	prom	E069	NA
8:9950000-9960000	8:9953465-9953941	prom	E070	NA
8:9950000-9960000	8:9953465-9953941	prom	E071	NA
8:9950000-9960000	8:9953465-9953941	prom	E072	NA
8:9950000-9960000	8:9953465-9953941	prom	E073	NA
8:9950000-9960000	8:9953465-9953941	prom	E074	NA
8:9950000-9960000	8:9953465-9953941	prom	E081	NA
8:9950000-9960000	8:9953465-9953941	prom	E082	NA
8:9950000-9960000	8:9954197-9954247	prom	E053	NA
8:9950000-9960000	8:9954197-9954247	prom	E054	NA
8:9950000-9960000	8:9954197-9954247	prom	E067	NA
8:9950000-9960000	8:9954197-9954247	prom	E068	NA
8:9950000-9960000	8:9954197-9954247	prom	E069	NA
8:9950000-9960000	8:9954197-9954247	prom	E070	NA
8:9950000-9960000	8:9954197-9954247	prom	E071	NA
8:9950000-9960000	8:9954197-9954247	prom	E072	NA
8:9950000-9960000	8:9954197-9954247	prom	E073	NA
8:9950000-9960000	8:9954197-9954247	prom	E074	NA
8:9950000-9960000	8:9954197-9954247	prom	E081	NA
8:9950000-9960000	8:9954197-9954247	prom	E082	NA
8:9950000-9960000	8:9954288-9954366	prom	E053	NA
8:9950000-9960000	8:9954288-9954366	prom	E054	NA
8:9950000-9960000	8:9954288-9954366	prom	E067	NA
8:9950000-9960000	8:9954288-9954366	prom	E068	NA
8:9950000-9960000	8:9954288-9954366	prom	E069	NA
8:9950000-9960000	8:9954288-9954366	prom	E070	NA
8:9950000-9960000	8:9954288-9954366	prom	E071	NA
8:9950000-9960000	8:9954288-9954366	prom	E072	NA
8:9950000-9960000	8:9954288-9954366	prom	E073	NA
8:9950000-9960000	8:9954288-9954366	prom	E074	NA
8:9950000-9960000	8:9954288-9954366	prom	E081	NA
8:9950000-9960000	8:9954288-9954366	prom	E082	NA
8:9950000-9960000	8:9954440-9954540	prom	E053	NA
8:9950000-9960000	8:9954440-9954540	prom	E054	NA
8:9950000-9960000	8:9954440-9954540	prom	E067	NA
8:9950000-9960000	8:9954440-9954540	prom	E068	NA
8:9950000-9960000	8:9954440-9954540	prom	E069	NA
8:9950000-9960000	8:9954440-9954540	prom	E070	NA
8:9950000-9960000	8:9954440-9954540	prom	E071	NA
8:9950000-9960000	8:9954440-9954540	prom	E072	NA
8:9950000-9960000	8:9954440-9954540	prom	E073	NA
8:9950000-9960000	8:9954440-9954540	prom	E074	NA
8:9950000-9960000	8:9954440-9954540	prom	E081	NA
8:9950000-9960000	8:9954440-9954540	prom	E082	NA
8:9950000-9960000	8:9954753-9955120	prom	E053	NA
8:9950000-9960000	8:9954753-9955120	prom	E054	NA
8:9950000-9960000	8:9954753-9955120	prom	E067	NA
8:9950000-9960000	8:9954753-9955120	prom	E068	NA
8:9950000-9960000	8:9954753-9955120	prom	E069	NA
8:9950000-9960000	8:9954753-9955120	prom	E070	NA
8:9950000-9960000	8:9954753-9955120	prom	E071	NA
8:9950000-9960000	8:9954753-9955120	prom	E072	NA
8:9950000-9960000	8:9954753-9955120	prom	E073	NA
8:9950000-9960000	8:9954753-9955120	prom	E074	NA
8:9950000-9960000	8:9954753-9955120	prom	E081	NA
8:9950000-9960000	8:9954753-9955120	prom	E082	NA
8:9950000-9960000	8:9955173-9955241	prom	E053	NA
8:9950000-9960000	8:9955173-9955241	prom	E054	NA
8:9950000-9960000	8:9955173-9955241	prom	E067	NA
8:9950000-9960000	8:9955173-9955241	prom	E068	NA
8:9950000-9960000	8:9955173-9955241	prom	E070	NA
8:9950000-9960000	8:9955173-9955241	prom	E071	NA
8:9950000-9960000	8:9955173-9955241	prom	E072	NA
8:9950000-9960000	8:9955173-9955241	prom	E081	NA
8:9950000-9960000	8:9955173-9955241	prom	E082	NA
8:9950000-9960000	8:9955325-9955379	prom	E053	NA
8:9950000-9960000	8:9955325-9955379	prom	E054	NA
8:9950000-9960000	8:9955325-9955379	prom	E067	NA
8:9950000-9960000	8:9955325-9955379	prom	E070	NA
8:9950000-9960000	8:9955325-9955379	prom	E081	NA
8:9950000-9960000	8:9955325-9955379	prom	E082	NA
8:9950000-9960000	8:9955447-9955545	prom	E054	NA
8:9950000-9960000	8:9955447-9955545	prom	E070	NA
8:9950000-9960000	8:9955447-9955545	prom	E081	NA
8:9950000-9960000	8:9955447-9955545	prom	E082	NA
8:10000000-10010000	8:10000461-10001712	prom	E053	NA
8:10000000-10010000	8:10000461-10001712	prom	E054	NA
8:10000000-10010000	8:10000461-10001712	prom	E067	NA
8:10000000-10010000	8:10000461-10001712	prom	E068	NA
8:10000000-10010000	8:10000461-10001712	prom	E069	NA
8:10000000-10010000	8:10000461-10001712	prom	E070	NA
8:10000000-10010000	8:10000461-10001712	prom	E071	NA
8:10000000-10010000	8:10000461-10001712	prom	E072	NA
8:10000000-10010000	8:10000461-10001712	prom	E073	NA
8:10000000-10010000	8:10000461-10001712	prom	E074	NA
8:10000000-10010000	8:10000461-10001712	prom	E082	NA
8:10700000-10710000	8:10707831-10708702	prom	E054	NA
8:10700000-10710000	8:10707831-10708702	prom	E067	NA
8:10700000-10710000	8:10707831-10708702	prom	E068	NA
8:10700000-10710000	8:10707831-10708702	prom	E069	NA
8:10700000-10710000	8:10707831-10708702	prom	E071	NA
8:10700000-10710000	8:10707831-10708702	prom	E072	NA
8:10700000-10710000	8:10707831-10708702	prom	E073	NA
8:10700000-10710000	8:10707831-10708702	prom	E074	NA
8:10700000-10710000	8:10708807-10708869	prom	E071	NA
8:10700000-10710000	8:10709070-10709951	prom	E071	NA
11:64690000-64700000	11:64690579-64690657	dyadic	E067	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E053	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E054	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E067	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E068	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E069	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E070	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E071	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E072	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E073	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E074	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E081	NA
11:64690000-64700000	11:64693049-64693178	dyadic	E082	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E053	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E054	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E068	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E070	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E071	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E072	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E073	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E074	NA
11:64740000-64750000	11:64739927-64740014	dyadic	E081	NA
11:64880000-64890000	11:64877138-64881848	dyadic	E053	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E054	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E067	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E068	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E069	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E070	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E071	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E072	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E073	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E074	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E081	ENSG00000149809
11:64880000-64890000	11:64877138-64881848	dyadic	E082	ENSG00000149809
11:64940000-64950000	11:64947894-64948006	dyadic	E053	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E054	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E067	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E068	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E069	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E070	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E071	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E072	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E073	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E074	ENSG00000014216
11:64940000-64950000	11:64947894-64948006	dyadic	E082	ENSG00000014216
11:65030000-65040000	11:65030329-65030652	dyadic	E053	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E054	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E067	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E068	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E069	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E070	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E071	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E072	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E073	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E074	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E081	NA
11:65030000-65040000	11:65030329-65030652	dyadic	E082	NA
11:65140000-65150000	11:65149136-65150958	dyadic	E053	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E054	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E067	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E068	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E069	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E070	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E071	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E072	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E073	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E074	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E081	ENSG00000162241
11:65140000-65150000	11:65149136-65150958	dyadic	E082	ENSG00000162241
11:65220000-65230000	11:65221867-65223122	dyadic	E053	ENSG00000173727
11:65220000-65230000	11:65221867-65223122	dyadic	E054	ENSG00000173727
11:65220000-65230000	11:65221867-65223122	dyadic	E067	ENSG00000173727
11:65220000-65230000	11:65221867-65223122	dyadic	E068	ENSG00000173727
11:65220000-65230000	11:65221867-65223122	dyadic	E069	ENSG00000173727
11:65220000-65230000	11:65221867-65223122	dyadic	E070	ENSG00000173727
11:65220000-65230000	11:65221867-65223122	dyadic	E071	ENSG00000173727
