# TOTAL_GENES = 19510
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_long_term_synaptic_...2         SET      86      0.12889    0.0085385       0.1023      0.10386 GO_bp:go_long_term_synaptic_potentiation
GO_bp:go_monocarboxylic_acid...4         SET     158    -0.024889   -0.0022308     0.070692      0.63761 GO_bp:go_monocarboxylic_acid_transport
GO_bp:go_regulation_of_cytos...1         SET     508     0.017648    0.0028105     0.039562      0.32777 GO_bp:go_regulation_of_cytoskeleton_organization
GO_bp:go_sex_differentiation             SET     257    -0.022415   -0.0025557     0.057617      0.65137 GO_bp:go_sex_differentiation
GO_bp:go_negative_regulation...299       SET      66      0.10327    0.0059965      0.11853      0.19181 GO_bp:go_negative_regulation_of_hormone_secretion
GO_bp:go_cell_cycle                      SET    1762     0.028508    0.0081716     0.021415     0.091559 GO_bp:go_cell_cycle
GO_bp:go_cellular_response_t...96        SET      19     -0.13457   -0.0041976      0.20078      0.74865 GO_bp:go_cellular_response_to_ph
GO_bp:go_negative_regulation...86        SET      15      0.08741    0.0024228      0.25978      0.36825 GO_bp:go_negative_regulation_of_catecholamine_secretion
GO_bp:go_regulation_of_intri...3         SET      38     0.034972    0.0015419      0.13623       0.3987 GO_bp:go_regulation_of_intrinsic_apoptotic_signaling_pathway_in_response_to_dna_damage
GO_bp:go_response_to_vitamin...3         SET      11     0.033737   0.00080087      0.26173      0.44872 GO_bp:go_response_to_vitamin_e
GO_bp:go_positive_regulation...664       SET     164    -0.041305   -0.0037712     0.070904       0.7199 GO_bp:go_positive_regulation_of_protein_kinase_b_signaling
GO_bp:go_lymph_vessel_morpho...          SET      19    -0.026051  -0.00081259      0.19358      0.55353 GO_bp:go_lymph_vessel_morphogenesis
GO_bp:go_positive_regulation...80        SET      17      0.38344     0.011314      0.22006     0.040721 GO_bp:go_positive_regulation_of_calcium_ion_import
GO_bp:go_detection_of_abioti...          SET     130    -0.037155   -0.0030229     0.079562      0.67974 GO_bp:go_detection_of_abiotic_stimulus
GO_bp:go_oligosaccharide_bio...          SET      18      0.47876     0.014536      0.20833     0.010783 GO_bp:go_oligosaccharide_biosynthetic_process
GO_bp:go_cardiac_muscle_cell...1         SET      66   -0.0063721     -0.00037      0.12256      0.52073 GO_bp:go_cardiac_muscle_cell_action_potential
GO_bp:go_negative_regulation...102       SET     103     0.024088    0.0017456     0.082741      0.38548 GO_bp:go_negative_regulation_of_cell_cycle_g2_m_phase_transition
GO_bp:go_purine_nucleoside_c...          SET       8     -0.49987     -0.01012      0.36192      0.91637 GO_bp:go_purine_nucleoside_catabolic_process
GO_bp:go_negative_regulation...178       SET     135      0.05964     0.004944     0.073644      0.20902 GO_bp:go_negative_regulation_of_cytoskeleton_organization
GO_bp:go_response_to_muscle_...1         SET      24    -0.092303   -0.0032354      0.17888      0.69707 GO_bp:go_response_to_muscle_activity
GO_bp:go_negative_regulation...352       SET      35     0.085948    0.0036371      0.13588      0.26353 GO_bp:go_negative_regulation_of_jnk_cascade
GO_bp:go_regulation_of_myotu...          SET      54    -0.076401    -0.004014      0.12764      0.72527 GO_bp:go_regulation_of_myotube_differentiation
GO_bp:go_trachea_morphogenes...          SET      11      0.25385    0.0060261      0.28466      0.18626 GO_bp:go_trachea_morphogenesis
GO_bp:go_positive_regulation...707       SET      45     0.002938   0.00014094      0.13191      0.49112 GO_bp:go_positive_regulation_of_response_to_biotic_stimulus
GO_bp:go_endothelial_cell_pr...          SET     138     0.056056    0.0046979     0.080278      0.24251 GO_bp:go_endothelial_cell_proliferation
GO_bp:go_lipid_phosphorylati...          SET      61     -0.02496   -0.0013935      0.11762      0.58402 GO_bp:go_lipid_phosphorylation
GO_bp:go_cellular_carbohydra...3         SET     257     0.033549    0.0038251     0.055473      0.27267 GO_bp:go_cellular_carbohydrate_metabolic_process
GO_bp:go_nucleoside_phosphat...2         SET      67     -0.04851   -0.0028379      0.10645       0.6757 GO_bp:go_nucleoside_phosphate_catabolic_process
GO_bp:go_cellular_response_t...108       SET     146    -0.074484   -0.0064194     0.073787      0.84361 GO_bp:go_cellular_response_to_starvation
GO_bp:go_vesicle_mediated_tr...1         SET      40      0.25759     0.011652      0.15241     0.045519 GO_bp:go_vesicle_mediated_transport_between_endosomal_compartments
GO_bp:go_response_to_drug                SET     986     0.059261     0.012982     0.029076     0.020776 GO_bp:go_response_to_drug
GO_bp:go_lipid_biosynthetic_...          SET     661     0.015958    0.0028872     0.035163      0.32498 GO_bp:go_lipid_biosynthetic_process
GO_bp:go_ammonium_transport              SET     106     0.070842    0.0052077     0.090122      0.21592 GO_bp:go_ammonium_transport
GO_bp:go_photoreceptor_cell_...2         SET      62    -0.048285   -0.0027177      0.11843      0.65825 GO_bp:go_photoreceptor_cell_differentiation
GO_bp:go_megakaryocyte_diffe...          SET      85    -0.024181   -0.0015927     0.092724      0.60287 GO_bp:go_megakaryocyte_differentiation
GO_bp:go_protein_depolymeriz...          SET     108     0.081983    0.0060829     0.081439      0.15705 GO_bp:go_protein_depolymerization
GO_bp:go_cellular_response_t...16        SET      80     0.039062    0.0024963      0.10295      0.35219 GO_bp:go_cellular_response_to_calcium_ion
GO_bp:go_dna_methylation_or_...          SET      88     0.059562    0.0039913     0.095622      0.26668 GO_bp:go_dna_methylation_or_demethylation
GO_bp:go_negative_regulation...241       SET      35    -0.044665   -0.0018902      0.14239      0.62311 GO_bp:go_negative_regulation_of_extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors
GO_bp:go_positive_regulation...88        SET     140      0.10141    0.0085602     0.074758     0.087465 GO_bp:go_positive_regulation_of_canonical_wnt_signaling_pathway
GO_bp:go_glomerular_epitheli...3         SET      18     -0.25243   -0.0076642      0.22686      0.86708 GO_bp:go_glomerular_epithelium_development
GO_bp:go_mitotic_recombinati...          SET      25     0.079806     0.002855      0.16545      0.31477 GO_bp:go_mitotic_recombination
GO_bp:go_purinergic_nucleoti...          SET      20     0.056844    0.0018191      0.20195      0.38917 GO_bp:go_purinergic_nucleotide_receptor_signaling_pathway
GO_bp:go_regulation_of_neuro...9         SET     475     0.086744     0.013369     0.041968      0.01938 GO_bp:go_regulation_of_neuron_projection_development
GO_bp:go_microtubule_organiz...2         SET     132     0.097911    0.0080265     0.074112     0.093239 GO_bp:go_microtubule_organizing_center_organization
GO_bp:go_pirna_metabolic_pro...          SET      18   -0.0095588  -0.00029022      0.20983      0.51817 GO_bp:go_pirna_metabolic_process
GO_bp:go_vacuole_organization            SET     156    -0.062574   -0.0055731     0.069811      0.81495 GO_bp:go_vacuole_organization
GO_bp:go_cardiocyte_differen...          SET     142    -0.018767   -0.0015953     0.076011      0.59751 GO_bp:go_cardiocyte_differentiation
GO_bp:go_response_to_growth_...1         SET     687       0.0501    0.0092346     0.035464     0.078877 GO_bp:go_response_to_growth_factor
GO_bp:go_positive_regulation...887       SET      51    -0.074944   -0.0038268       0.1233      0.72834 GO_bp:go_positive_regulation_of_wound_healing
GO_bp:go_regulation_of_leuko...6         SET     197    -0.091186   -0.0091168     0.064849      0.92015 GO_bp:go_regulation_of_leukocyte_mediated_immunity
GO_bp:go_negative_regulation...139       SET      18     -0.10507     -0.00319      0.19302      0.70689 GO_bp:go_negative_regulation_of_cellular_senescence
GO_bp:go_positive_regulation...11        SET      23  -0.00030604  -1.0502e-05       0.1908      0.50064 GO_bp:go_positive_regulation_of_activated_t_cell_proliferation
GO_bp:go_negative_regulation...103       SET     238    0.0081278   0.00089223     0.055945      0.44224 GO_bp:go_negative_regulation_of_cell_cycle_phase_transition
GO_bp:go_diencephalon_develo...          SET      77      0.28012     0.017563      0.11138    0.0059578 GO_bp:go_diencephalon_development
GO_bp:go_positive_regulation...545       SET      22    0.0047428   0.00015918      0.20486      0.49076 GO_bp:go_positive_regulation_of_myoblast_differentiation
GO_bp:go_mitochondrion_organ...          SET     505     0.021602    0.0034303     0.037822      0.28395 GO_bp:go_mitochondrion_organization
GO_bp:go_hair_cell_different...          SET      39     -0.13939   -0.0062259      0.14577      0.83051 GO_bp:go_hair_cell_differentiation
GO_bp:go_regulation_of_stem_...4         SET      63     0.011687   0.00066307      0.11949      0.46104 GO_bp:go_regulation_of_stem_cell_proliferation
GO_bp:go_regulation_of_chrom...3         SET     179    0.0079297   0.00075607     0.064237      0.45088 GO_bp:go_regulation_of_chromatin_organization
GO_bp:go_membrane_protein_ec...          SET      41     0.094749     0.004339      0.14449        0.256 GO_bp:go_membrane_protein_ectodomain_proteolysis
GO_bp:go_regulation_of_mitoc...5         SET      67      0.10369    0.0060663      0.10329      0.15772 GO_bp:go_regulation_of_mitochondrial_membrane_potential
GO_bp:go_pericardium_develop...          SET      20     -0.12305   -0.0039377      0.22891      0.70455 GO_bp:go_pericardium_development
GO_bp:go_cell_fate_commitment            SET     250       0.1116     0.012552     0.060307     0.032125 GO_bp:go_cell_fate_commitment
GO_bp:go_peroxisomal_transpo...          SET      70    -0.047809   -0.0028587     0.097581      0.68791 GO_bp:go_peroxisomal_transport
GO_bp:go_positive_regulation...19        SET      31      0.34806     0.013863      0.16314     0.016449 GO_bp:go_positive_regulation_of_adherens_junction_organization
GO_bp:go_positive_regulation...618       SET     181    -0.014107   -0.0013525     0.067341      0.58296 GO_bp:go_positive_regulation_of_peptidyl_tyrosine_phosphorylation
GO_bp:go_regulation_of_myobl...2         SET      21     -0.32292    -0.010589      0.20168      0.94532 GO_bp:go_regulation_of_myoblast_fusion
GO_bp:go_negative_regulation...303       SET     429    -0.072854    -0.010684     0.045261      0.94625 GO_bp:go_negative_regulation_of_hydrolase_activity
GO_bp:go_regulation_of_neuro...18        SET      20      0.12895    0.0041265      0.19244      0.25141 GO_bp:go_regulation_of_neurotransmitter_uptake
GO_bp:go_activin_receptor_si...          SET      41     0.055226    0.0025291      0.14639      0.35299 GO_bp:go_activin_receptor_signaling_pathway
GO_bp:go_positive_regulation...646       SET      39    -0.056242   -0.0025121      0.14064      0.65539 GO_bp:go_positive_regulation_of_protein_acetylation
GO_bp:go_negative_regulation...70        SET      58    -0.018871   -0.0010274      0.11897      0.56301 GO_bp:go_negative_regulation_of_calcium_ion_transport
GO_bp:go_multi_organism_repr...          SET     948    0.0051697    0.0011116     0.029556      0.43058 GO_bp:go_multi_organism_reproductive_process
GO_bp:go_renal_system_vascul...1         SET      24     -0.09081   -0.0031831      0.20383      0.67203 GO_bp:go_renal_system_vasculature_development
GO_bp:go_regulation_of_plasm...1         SET      86     0.092309    0.0061153     0.095974      0.16808 GO_bp:go_regulation_of_plasma_lipoprotein_particle_levels
GO_bp:go_detection_of_stimul...1         SET     609     0.003784   0.00065804      0.04505      0.46653 GO_bp:go_detection_of_stimulus
GO_bp:go_establishment_of_pr...10        SET      44      0.14534    0.0068946      0.13535      0.14145 GO_bp:go_establishment_of_protein_localization_to_vacuole
GO_bp:go_fucose_metabolic_pr...          SET       7      0.16308    0.0030886      0.28307      0.28227 GO_bp:go_fucose_metabolic_process
GO_bp:go_regulation_of_amino...3         SET      31     -0.20441   -0.0081417      0.16196      0.89653 GO_bp:go_regulation_of_amino_acid_transport
GO_bp:go_apoptotic_dna_fragm...          SET      24      0.17735    0.0062166      0.16187      0.13662 GO_bp:go_apoptotic_dna_fragmentation
GO_bp:go_heterophilic_cell_c...          SET      45     0.061063    0.0029293      0.14528      0.33713 GO_bp:go_heterophilic_cell_cell_adhesion_via_plasma_membrane_cell_adhesion_molecules
GO_bp:go_negative_regulation...375       SET      20     -0.23377   -0.0074811      0.21173      0.86522 GO_bp:go_negative_regulation_of_lipid_storage
GO_bp:go_regulation_of_micro...12        SET      13      0.33366    0.0086102      0.25667     0.096819 GO_bp:go_regulation_of_microvillus_organization
GO_bp:go_scf_dependent_prote...          SET      91     0.022059    0.0015031     0.089638      0.40281 GO_bp:go_scf_dependent_proteasomal_ubiquitin_dependent_protein_catabolic_process
GO_bp:go_regulation_of_leuko...3         SET     109     0.072335    0.0053917     0.089249      0.20883 GO_bp:go_regulation_of_leukocyte_chemotaxis
GO_bp:go_enteric_nervous_sys...          SET      13      0.52786     0.013622      0.27221      0.02625 GO_bp:go_enteric_nervous_system_development
GO_bp:go_muscle_cell_fate_co...          SET      17      0.25882    0.0076367      0.23852      0.13894 GO_bp:go_muscle_cell_fate_commitment
GO_bp:go_regulation_of_metan...2         SET      23      0.14134    0.0048501      0.21843       0.2588 GO_bp:go_regulation_of_metanephros_development
GO_bp:go_nuclear_transcribed...7         SET      33     -0.04507   -0.0018521      0.14163      0.62484 GO_bp:go_nuclear_transcribed_mrna_poly_a_tail_shortening
GO_bp:go_cellular_response_t...7         SET      64     -0.14863   -0.0084989      0.11165      0.90844 GO_bp:go_cellular_response_to_amino_acid_stimulus
GO_bp:go_dna_geometric_change            SET      92   -0.0042849  -0.00029355     0.086417      0.51977 GO_bp:go_dna_geometric_change
GO_bp:go_regulation_of_guany...2         SET      12     -0.19864   -0.0049251      0.25182      0.78489 GO_bp:go_regulation_of_guanylate_cyclase_activity
GO_bp:go_regulation_of_monoc...2         SET      19      0.19791    0.0061734       0.2124      0.17572 GO_bp:go_regulation_of_monocyte_differentiation
GO_bp:go_nucleotide_excision...5         SET      38    -0.024727   -0.0010902      0.13532      0.57249 GO_bp:go_nucleotide_excision_repair_dna_incision
GO_bp:go_ceramide_metabolic_...          SET      25      0.24078    0.0086138      0.18476     0.096254 GO_bp:go_ceramide_metabolic_process
GO_bp:go_regulation_of_lamel...3         SET      45    -0.023224   -0.0011141      0.13015      0.57081 GO_bp:go_regulation_of_lamellipodium_organization
GO_bp:go_regulation_of_b_cel...5         SET      61   -0.0044241    -0.000247      0.11369      0.51552 GO_bp:go_regulation_of_b_cell_proliferation
GO_bp:go_regulation_of_cell_...10        SET      12     -0.12249    -0.003037      0.29782      0.65957 GO_bp:go_regulation_of_cell_communication_by_electrical_coupling
GO_bp:go_spinal_cord_associa...          SET      14      0.76533     0.020495      0.26775    0.0021316 GO_bp:go_spinal_cord_association_neuron_differentiation
GO_bp:go_cytokine_production...1         SET      99     0.022485    0.0015977     0.091423      0.40286 GO_bp:go_cytokine_production_involved_in_immune_response
GO_bp:go_deoxyribose_phospha...2         SET      20     -0.13591   -0.0043495      0.19343      0.75886 GO_bp:go_deoxyribose_phosphate_catabolic_process
GO_bp:go_heart_valve_develop...          SET      55    -0.011059  -0.00058635      0.13457      0.53275 GO_bp:go_heart_valve_development
GO_bp:go_glycosyl_compound_m...          SET      61     0.070289    0.0039242      0.10564      0.25291 GO_bp:go_glycosyl_compound_metabolic_process
GO_bp:go_regulation_of_tumor...          SET      56    -0.098081   -0.0052473       0.1089      0.81612 GO_bp:go_regulation_of_tumor_necrosis_factor_mediated_signaling_pathway
GO_bp:go_peptidyl_tyrosine_m...          SET     351    0.0077626    0.0010318     0.048635       0.4366 GO_bp:go_peptidyl_tyrosine_modification
GO_bp:go_leukocyte_cell_cell...          SET     320    -0.068888   -0.0087501     0.050632      0.91317 GO_bp:go_leukocyte_cell_cell_adhesion
GO_bp:go_negative_regulation...364       SET      12     -0.22368   -0.0055459      0.29656      0.77465 GO_bp:go_negative_regulation_of_leukocyte_degranulation
GO_bp:go_nuclear_pore_comple...          SET       9    -0.021208  -0.00045541      0.32754      0.52581 GO_bp:go_nuclear_pore_complex_assembly
GO_bp:go_protein_localizatio...35        SET     901    -0.016837   -0.0035339     0.029171      0.71809 GO_bp:go_protein_localization_to_organelle
GO_bp:go_phosphatidylethanol...2         SET      15     -0.64592    -0.017904      0.23413       0.9971 GO_bp:go_phosphatidylethanolamine_biosynthetic_process
GO_bp:go_endocytic_recycling             SET      44     0.082316    0.0039048      0.13045      0.26402 GO_bp:go_endocytic_recycling
GO_bp:go_cellular_response_t...101       SET     188     0.011903    0.0011629      0.06284      0.42488 GO_bp:go_cellular_response_to_radiation
GO_bp:go_positive_regulation...834       SET      26     0.013861   0.00050568      0.17915      0.46916 GO_bp:go_positive_regulation_of_transcription_regulatory_region_dna_binding
GO_bp:go_positive_regulation...210       SET      35      0.32165     0.013612      0.15082     0.016483 GO_bp:go_positive_regulation_of_dendrite_morphogenesis
GO_bp:go_superoxide_anion_ge...          SET      32     0.093159    0.0037699      0.15356      0.27204 GO_bp:go_superoxide_anion_generation
GO_bp:go_cellular_response_t...62        SET      94     -0.10025   -0.0069418     0.094974       0.8544 GO_bp:go_cellular_response_to_ketone
GO_bp:go_positive_regulation...395       SET      15     0.063159    0.0017506      0.23208      0.39276 GO_bp:go_positive_regulation_of_interleukin_17_production
GO_bp:go_negative_regulation...36        SET     216    -0.011867   -0.0012417     0.058574      0.58027 GO_bp:go_negative_regulation_of_apoptotic_signaling_pathway
GO_bp:go_multicellular_organ...4         SET     468    -0.033513    -0.005128     0.042503      0.78479 GO_bp:go_multicellular_organismal_homeostasis
GO_bp:go_negative_regulation...101       SET     104    -0.032628   -0.0023759     0.086698      0.64667 GO_bp:go_negative_regulation_of_cell_cycle_g1_s_phase_transition
GO_bp:go_regulation_of_mitoc...6         SET      44      0.10788    0.0051176      0.13218       0.2072 GO_bp:go_regulation_of_mitochondrial_outer_membrane_permeabilization_involved_in_apoptotic_signaling_pathway
GO_bp:go_regulation_of_signa...1         SET     177    -0.035065   -0.0033248     0.063271      0.71027 GO_bp:go_regulation_of_signal_transduction_by_p53_class_mediator
GO_bp:go_uronic_acid_metabol...          SET      19     -0.04813   -0.0015013      0.32958      0.55805 GO_bp:go_uronic_acid_metabolic_process
GO_bp:go_regulation_of_delay...          SET      17    -0.008342  -0.00024614      0.23473      0.51417 GO_bp:go_regulation_of_delayed_rectifier_potassium_channel_activity
GO_bp:go_positive_regulation...193       SET     435     0.033616    0.0049634     0.043538      0.22003 GO_bp:go_positive_regulation_of_cytokine_production
GO_bp:go_gamete_generation               SET     641    0.0012445   0.00022185     0.035203       0.4859 GO_bp:go_gamete_generation
GO_bp:go_kidney_mesenchyme_d...          SET      19       0.4658     0.014529      0.23249     0.022568 GO_bp:go_kidney_mesenchyme_development
GO_bp:go_replicative_senesce...          SET      13     -0.66569    -0.017178      0.24424      0.99679 GO_bp:go_replicative_senescence
GO_bp:go_regulation_of_cellu...1         SET     374   -0.0099875   -0.0013695      0.04422      0.58934 GO_bp:go_regulation_of_cellular_amide_metabolic_process
GO_bp:go_cochlea_development             SET      48      0.21721     0.010761      0.13706     0.056511 GO_bp:go_cochlea_development
GO_bp:go_histone_h2a_acetyla...          SET      15    0.0092925   0.00025757      0.22544      0.48356 GO_bp:go_histone_h2a_acetylation
GO_bp:go_dna_replication_dep...          SET      27     -0.21947   -0.0081591       0.1651      0.90812 GO_bp:go_dna_replication_dependent_nucleosome_organization
GO_bp:go_cellular_component_...5         SET    1107     0.022346    0.0051699     0.028232      0.21432 GO_bp:go_cellular_component_morphogenesis
GO_bp:go_cell_aging                      SET     102     -0.10683   -0.0077047     0.085838      0.89336 GO_bp:go_cell_aging
GO_bp:go_negative_regulation...402       SET      14    -0.082397   -0.0022065      0.21906      0.64659 GO_bp:go_negative_regulation_of_megakaryocyte_differentiation
GO_bp:go_activation_of_mapkk...2         SET      11      0.23043    0.0054702      0.28229      0.20717 GO_bp:go_activation_of_mapkkk_activity
GO_bp:go_rrna_3_end_processi...          SET       9    0.0016961    3.642e-05      0.24438      0.49723 GO_bp:go_rrna_3_end_processing
GO_bp:go_glutathione_metabol...          SET      37     0.055869    0.0024308      0.13511      0.33962 GO_bp:go_glutathione_metabolic_process
GO_bp:go_positive_regulation...678       SET    1174   -0.0051017   -0.0012133     0.027146      0.57453 GO_bp:go_positive_regulation_of_protein_modification_process
GO_bp:go_pyrimidine_containi...5         SET      10    -0.022289  -0.00050449      0.27598      0.53218 GO_bp:go_pyrimidine_containing_compound_transmembrane_transport
GO_bp:go_energy_homeostasis              SET      34    -0.013637  -0.00056882      0.16593      0.53275 GO_bp:go_energy_homeostasis
GO_bp:go_negative_regulation...658       SET      19     -0.12147    -0.003789      0.20281      0.72539 GO_bp:go_negative_regulation_of_t_cell_mediated_immunity
GO_bp:go_dephosphorylation               SET     461     0.071941     0.010927      0.04075     0.038755 GO_bp:go_dephosphorylation
GO_bp:go_maternal_process_in...1         SET      62      0.32856     0.018493      0.11529    0.0021896 GO_bp:go_maternal_process_involved_in_female_pregnancy
GO_bp:go_positive_regulation...109       SET     248    -0.040151   -0.0044981     0.058586      0.75343 GO_bp:go_positive_regulation_of_cell_cell_adhesion
GO_bp:go_early_endosome_to_g...          SET       8      0.82109     0.016624      0.34492    0.0086489 GO_bp:go_early_endosome_to_golgi_transport
GO_bp:go_morphogenesis_of_a_...1         SET     195     0.016394    0.0016308     0.069853      0.40722 GO_bp:go_morphogenesis_of_a_branching_structure
GO_bp:go_intracellular_recep...          SET     272     0.022952    0.0026911     0.052935       0.3323 GO_bp:go_intracellular_receptor_signaling_pathway
GO_bp:go_behavioral_response...1         SET      19      0.54448     0.016984      0.21719    0.0060929 GO_bp:go_behavioral_response_to_cocaine
GO_bp:go_histone_mrna_metabo...          SET      25     -0.12552   -0.0044904      0.16856      0.77176 GO_bp:go_histone_mrna_metabolic_process
GO_bp:go_response_to_parathy...          SET      11      0.21987    0.0052194      0.27321      0.21048 GO_bp:go_response_to_parathyroid_hormone
GO_bp:go_hindbrain_morphogen...          SET      41      0.24405     0.011176       0.1387     0.039248 GO_bp:go_hindbrain_morphogenesis
GO_bp:go_positive_regulation...644       SET      96    -0.086809   -0.0060745      0.09109       0.8297 GO_bp:go_positive_regulation_of_production_of_molecular_mediator_of_immune_response
GO_bp:go_high_density_lipopr...3         SET      17      0.14614     0.004312      0.23135       0.2638 GO_bp:go_high_density_lipoprotein_particle_remodeling
GO_bp:go_positive_regulation...655       SET      19      0.19836    0.0061872      0.21427       0.1773 GO_bp:go_positive_regulation_of_protein_depolymerization
GO_bp:go_muscle_hypertrophy              SET      87     -0.10429   -0.0069487     0.098519      0.85509 GO_bp:go_muscle_hypertrophy
GO_bp:go_humoral_immune_resp...2         SET      46  -0.00038986  -1.8909e-05       0.1487      0.50105 GO_bp:go_humoral_immune_response_mediated_by_circulating_immunoglobulin
GO_bp:go_negative_regulation...551       SET      24     -0.17499   -0.0061339      0.19172      0.81931 GO_bp:go_negative_regulation_of_protein_localization_to_cell_periphery
GO_bp:go_regulation_of_phosp...11        SET      16     -0.12029   -0.0034433      0.24913      0.68538 GO_bp:go_regulation_of_phospholipid_biosynthetic_process
GO_bp:go_multicellular_organ...8         SET     196     0.025282    0.0025213     0.070359      0.35968 GO_bp:go_multicellular_organismal_signaling
GO_bp:go_negative_regulation...192       SET     902   0.00010384   2.1806e-05     0.030811      0.49866 GO_bp:go_negative_regulation_of_developmental_process
GO_bp:go_regulation_of_homot...          SET      24      0.23142    0.0081118      0.19342      0.11576 GO_bp:go_regulation_of_homotypic_cell_cell_adhesion
GO_bp:go_organic_hydroxy_com...1         SET     254     0.091474     0.010369     0.054912     0.047882 GO_bp:go_organic_hydroxy_compound_biosynthetic_process
GO_bp:go_fucosylation                    SET      20     0.048762    0.0015605      0.19617      0.40185 GO_bp:go_fucosylation
GO_bp:go_regulation_of_type_...4         SET      30     0.033952    0.0013304      0.14715      0.40877 GO_bp:go_regulation_of_type_i_interferon_mediated_signaling_pathway
GO_bp:go_rhythmic_process                SET     277     0.078959    0.0093415      0.05556     0.077646 GO_bp:go_rhythmic_process
GO_bp:go_neuromuscular_proce...3         SET      16     -0.11143   -0.0031897       0.2218      0.69229 GO_bp:go_neuromuscular_process_controlling_posture
GO_bp:go_myotube_differentia...          SET      98   -0.0067552  -0.00047758     0.091972      0.52928 GO_bp:go_myotube_differentiation
GO_bp:go_steroid_hormone_med...          SET     178    -0.019321   -0.0018371     0.063985      0.61866 GO_bp:go_steroid_hormone_mediated_signaling_pathway
GO_bp:go_regulation_of_respo...1         SET     133     0.072334    0.0059521     0.077551      0.17548 GO_bp:go_regulation_of_response_to_biotic_stimulus
GO_bp:go_positive_regulation...138       SET      10     -0.11677   -0.0026431      0.24536      0.68293 GO_bp:go_positive_regulation_of_cell_size
GO_bp:go_detection_of_light_...2         SET      17     -0.30591   -0.0090262      0.22241      0.91549 GO_bp:go_detection_of_light_stimulus_involved_in_sensory_perception
GO_bp:go_protein_localizatio...6         SET      60    -0.048171   -0.0026673       0.1153      0.66195 GO_bp:go_protein_localization_to_cell_surface
GO_bp:go_regulation_of_super...3         SET      31      0.20172    0.0080348      0.15184     0.092006 GO_bp:go_regulation_of_superoxide_metabolic_process
GO_bp:go_peptidyl_proline_mo...          SET      46    -0.051609   -0.0025031      0.11407      0.67452 GO_bp:go_peptidyl_proline_modification
GO_bp:go_positive_regulation...566       SET      14    0.0081244   0.00021756      0.22172      0.48539 GO_bp:go_positive_regulation_of_neuron_migration
GO_bp:go_regulation_of_long_...2         SET      26     -0.12854   -0.0046896      0.18849      0.75237 GO_bp:go_regulation_of_long_term_neuronal_synaptic_plasticity
GO_bp:go_phospholipid_transp...          SET      88    -0.071702   -0.0048048      0.10117      0.76075 GO_bp:go_phospholipid_transport
GO_bp:go_acrosome_reaction               SET      33    -0.087657   -0.0036021      0.16383      0.70369 GO_bp:go_acrosome_reaction
GO_bp:go_somatic_stem_cell_d...          SET      23      0.20597    0.0070679      0.18698      0.13533 GO_bp:go_somatic_stem_cell_division
GO_bp:go_histone_mrna_catabo...          SET      12       0.1136    0.0028166       0.2868      0.34602 GO_bp:go_histone_mrna_catabolic_process
GO_bp:go_acetyl_coa_biosynth...1         SET      21     -0.25827   -0.0084691       0.1768      0.92796 GO_bp:go_acetyl_coa_biosynthetic_process
GO_bp:go_response_to_arsenic...          SET      29    -0.012506  -0.00048182      0.15445      0.53227 GO_bp:go_response_to_arsenic_containing_substance
GO_bp:go_regulation_of_dna_b...3         SET     105     0.011816   0.00086453        0.084      0.44407 GO_bp:go_regulation_of_dna_biosynthetic_process
GO_bp:go_fibroblast_growth_f...2         SET     106     -0.11935   -0.0087733     0.089175       0.9096 GO_bp:go_fibroblast_growth_factor_receptor_signaling_pathway
GO_bp:go_cardiolipin_metabol...          SET       8     0.041204   0.00083422      0.34725      0.45277 GO_bp:go_cardiolipin_metabolic_process
GO_bp:go_regulation_of_cell_...13        SET     106    -0.042614   -0.0031326     0.084962      0.69201 GO_bp:go_regulation_of_cell_cycle_arrest
GO_bp:go_regulation_of_mrna_...7         SET      93     0.095509    0.0065785       0.0823      0.12293 GO_bp:go_regulation_of_mrna_splicing_via_spliceosome
GO_bp:go_regulation_of_anato...1         SET    1038   -0.0039186  -0.00087951     0.029023       0.5537 GO_bp:go_regulation_of_anatomical_structure_morphogenesis
GO_bp:go_female_gamete_gener...          SET     129    -0.044904   -0.0036393      0.07707      0.71993 GO_bp:go_female_gamete_generation
GO_bp:go_plasma_membrane_fus...          SET      19     -0.23113   -0.0072095      0.19867      0.87766 GO_bp:go_plasma_membrane_fusion
GO_bp:go_extracellular_matri...3         SET      75   -0.0050809  -0.00031443      0.10875      0.51863 GO_bp:go_extracellular_matrix_disassembly
GO_bp:go_protein_homooligome...          SET     335     0.079448     0.010321     0.047854     0.048445 GO_bp:go_protein_homooligomerization
GO_bp:go_regulation_of_oxida...2         SET      60      0.28358     0.015702      0.11692    0.0076491 GO_bp:go_regulation_of_oxidative_stress_induced_cell_death
GO_bp:go_regulation_of_pepti...9         SET      43    -0.099065   -0.0046458      0.13769      0.76407 GO_bp:go_regulation_of_peptidyl_threonine_phosphorylation
GO_bp:go_heart_trabecula_for...          SET      15      0.18927    0.0052461      0.25964      0.23302 GO_bp:go_heart_trabecula_formation
